Name,Date_col,Species,Conc
swb,12/17/2019,Nitrate-N,3.53228793
swb,12/17/2019,Phosphate-P,0.083436576
swb,11/20/2019,Ammonium-N,0.004
swb,11/20/2019,Nitrate-N,6.129454879
swb,11/20/2019,Phosphate-P,0.195246258
swb,11/6/2019,Ammonium-N,0.025093052
swb,11/6/2019,Nitrate-N,2.49023919
swb,11/6/2019,Phosphate-P,0.102139845
swb,10/23/2019,Ammonium-N,0.004
swb,10/23/2019,Nitrate-N,2.507706283
swb,10/23/2019,Phosphate-P,0.136776891
swb,10/9/2019,Ammonium-N,0.004
swb,10/9/2019,Nitrate-N,2.091056708
swb,10/9/2019,Phosphate-P,0.136125431
swb,9/25/2019,Ammonium-N,0.004
swb,9/25/2019,Nitrate-N,1.903725616
swb,9/25/2019,Phosphate-P,0.08258617
swb,9/11/2019,Ammonium-N,0.004
swb,9/11/2019,Nitrate-N,1.458109294
swb,9/11/2019,Phosphate-P,0.085925938
swb,8/28/2019,Ammonium-N,0.499240803
swb,8/28/2019,Nitrate-N,2.660361276
swb,8/28/2019,Phosphate-P,0.076590271
swb,8/14/2019,Ammonium-N,0.016416428
swb,8/14/2019,Nitrate-N,1.832652145
swb,8/14/2019,Phosphate-P,0.062868311
swb,7/29/2019,Ammonium-N,0.004
swb,7/29/2019,Nitrate-N,1.348779572
swb,7/29/2019,Phosphate-P,0.162497671
swb,7/9/2019,Ammonium-N,0.004
swb,7/9/2019,Nitrate-N,2.953882448
swb,7/9/2019,Phosphate-P,0.477114322
swb,6/18/2019,Ammonium-N,0.004
swb,6/18/2019,Nitrate-N,0.87804444
swb,6/18/2019,Phosphate-P,0.135612685
swb,6/6/2019,Ammonium-N,0.004
swb,6/6/2019,Nitrate-N,2.173825235
swb,6/6/2019,Phosphate-P,0.189583927
swb,5/24/2019,Ammonium-N,0.051505364
swb,5/24/2019,Nitrate-N,3.325712037
swb,5/24/2019,Phosphate-P,0.285742446
swb,5/7/2019,Ammonium-N,0.204878564
swb,5/7/2019,Nitrate-N,2.916102684
swb,5/7/2019,Phosphate-P,0.198621277
swb,4/24/2019,Ammonium-N,0.11303333
swb,4/24/2019,Nitrate-N,3.659485446
swb,4/24/2019,Phosphate-P,0.491121165
swb,4/3/2019,Ammonium-N,0.106874854
swb,4/3/2019,Nitrate-N,3.783203199
swb,4/3/2019,Phosphate-P,0.544450239
swb,3/22/2019,Ammonium-N,0.82918276
swb,3/22/2019,Nitrate-N,3.347306844
swb,3/22/2019,Phosphate-P,0.198317844
swb,2/20/2019,Ammonium-N,0.087650095
swb,2/20/2019,Nitrate-N,3.054659328
swb,2/20/2019,Phosphate-P,0.144920098
swb,2/6/2019,Ammonium-N,0.169491984
swb,2/6/2019,Nitrate-N,3.849808717
swb,2/6/2019,Phosphate-P,0.115485446
swb,1/25/2019,Ammonium-N,0.098134171
swb,1/25/2019,Nitrate-N,1.684935075
swb,1/25/2019,Phosphate-P,0.160353724
swb,1/18/2019,Ammonium-N,0.120590133
swb,1/18/2019,Nitrate-N,2.789282041
swb,1/18/2019,Phosphate-P,0.153006622
swb,1/4/2019,Ammonium-N,0.051370604
swb,1/4/2019,Nitrate-N,2.172366849
swb,1/4/2019,Phosphate-P,0.17857216
swb,12/20/2018,Ammonium-N,0.178377232
swb,12/20/2018,Nitrate-N,0.221601075
swb,12/20/2018,Phosphate-P,0.585257741
swb,12/5/2018,Ammonium-N,0.139178064
swb,12/5/2018,Nitrate-N,3.370576206
swb,12/5/2018,Phosphate-P,0.635372493
swb,11/29/2018,Ammonium-N,0.511072932
swb,11/29/2018,Nitrate-N,6.667169698
swb,11/29/2018,Phosphate-P,0.358410619
swb,11/13/2018,Ammonium-N,0.018231894
swb,11/13/2018,Nitrate-N,1.804761952
swb,11/13/2018,Phosphate-P,0.222099311
swb,11/8/2018,Ammonium-N,0.085800641
swb,11/8/2018,Nitrate-N,2.281693658
swb,11/8/2018,Phosphate-P,0.990587599
swb,10/31/2018,Ammonium-N,0.39693209
swb,10/31/2018,Nitrate-N,2.485821485
swb,10/31/2018,Phosphate-P,0.592673175
swb,10/18/2018,Ammonium-N,0.142524242
swb,10/18/2018,Nitrate-N,2.406693227
swb,10/18/2018,Phosphate-P,0.418139072
swbup,11/5/2020,Ammonium-N,0.067492773
swbup,11/5/2020,Nitrate-N,0.152273825
swbup,11/5/2020,Phosphate-P,0.136300636
swbup,10/22/2020,Ammonium-N,0.007810801
swbup,10/22/2020,Nitrate-N,0.08225616
swbup,10/22/2020,Phosphate-P,0.118736445
swbup,10/8/2020,Ammonium-N,0.022549305
swbup,10/8/2020,Nitrate-N,0.294984357
swbup,10/8/2020,Phosphate-P,0.174901032
swbup,9/10/2020,Ammonium-N,0.018881513
swbup,9/10/2020,Nitrate-N,0.156550707
swbup,9/10/2020,Phosphate-P,0.132298757
swbup,8/24/2020,Ammonium-N,0.023441081
swbup,8/24/2020,Nitrate-N,0.272591332
swbup,8/24/2020,Phosphate-P,0.166804647
swbup,8/14/2020,Ammonium-N,0.101468935
swbup,8/14/2020,Nitrate-N,0.273394835
swbup,8/14/2020,Phosphate-P,0.200780147
swbup,7/28/2020,Ammonium-N,0.11883142
swbup,7/28/2020,Nitrate-N,0.336795488
swbup,7/28/2020,Phosphate-P,0.205603597
swbup,7/16/2020,Ammonium-N,0.004
swbup,7/16/2020,Nitrate-N,0.216533333
swbup,7/16/2020,Phosphate-P,0.120092955
swbup,6/26/2020,Ammonium-N,0.196832358
swbup,6/26/2020,Nitrate-N,0.197000733
swbup,6/26/2020,Phosphate-P,0.158657929
swbup,3/12/2020,Ammonium-N,0.197589071
swbup,3/12/2020,Nitrate-N,0.303244339
swbup,3/12/2020,Phosphate-P,0.18876217
swbup,2/28/2020,Ammonium-N,0.025934876
swbup,2/28/2020,Nitrate-N,0.215899036
swbup,2/28/2020,Phosphate-P,0.169612546
swbup,2/12/2020,Ammonium-N,0.021029877
swbup,2/12/2020,Nitrate-N,0.179882082
swbup,2/12/2020,Phosphate-P,0.134519545
swbup,1/10/2020,Ammonium-N,0.004
swbup,1/10/2020,Nitrate-N,0.263002095
swbup,1/10/2020,Phosphate-P,0.13516403
swbup,12/17/2019,Ammonium-N,0.004
swbup,12/17/2019,Nitrate-N,0.159586145
swbup,12/17/2019,Phosphate-P,0.133075225
swbup,11/20/2019,Ammonium-N,0.004
swbup,11/20/2019,Nitrate-N,0.354266822
swbup,11/20/2019,Phosphate-P,0.147183081
swbup,11/6/2019,Ammonium-N,0.020083462
swbup,11/6/2019,Nitrate-N,0.31927354
swbup,11/6/2019,Phosphate-P,0.173285305
swbup,10/23/2019,Ammonium-N,0.004
swbup,10/23/2019,Nitrate-N,0.209486562
swbup,10/23/2019,Phosphate-P,0.129051189
swbup,10/9/2019,Ammonium-N,0.004
swbup,10/9/2019,Nitrate-N,0.130829656
swbup,10/9/2019,Phosphate-P,0.17780378
swbup,9/25/2019,Ammonium-N,0.004
swbup,9/25/2019,Nitrate-N,0.213322578
swbup,9/25/2019,Phosphate-P,0.175648132
swbup,9/11/2019,Ammonium-N,0.004
swbup,9/11/2019,Nitrate-N,0.300202316
swbup,9/11/2019,Phosphate-P,0.150875892
swbup,8/28/2019,Ammonium-N,0.004
swbup,8/28/2019,Nitrate-N,0.125899914
swbup,8/28/2019,Phosphate-P,0.112202491
swbup,8/14/2019,Ammonium-N,0.021263528
swbup,8/14/2019,Nitrate-N,0.239907033
swbup,8/14/2019,Phosphate-P,0.120302984
swbup,7/29/2019,Ammonium-N,0.004
swbup,7/29/2019,Nitrate-N,0.192954114
swbup,7/29/2019,Phosphate-P,0.095734068
swbup,7/9/2019,Ammonium-N,0.004
swbup,7/9/2019,Nitrate-N,0.283081643
swbup,7/9/2019,Phosphate-P,0.169861716
swbup,6/18/2019,Ammonium-N,0.004
swbup,6/18/2019,Nitrate-N,0.083834323
swbup,6/18/2019,Phosphate-P,0.060467092
swbup,6/6/2019,Ammonium-N,0.029013524
swbup,6/6/2019,Nitrate-N,0.130799291
swbup,6/6/2019,Phosphate-P,0.129649631
swbup,5/24/2019,Ammonium-N,0.296897137
swbup,5/24/2019,Nitrate-N,0.213397877
swbup,5/24/2019,Phosphate-P,0.109000762
swbup,5/7/2019,Ammonium-N,0.22808369
swbup,5/7/2019,Nitrate-N,0.207129338
swbup,5/7/2019,Phosphate-P,0.107796425
swbup,4/24/2019,Ammonium-N,0.446950407
swbup,4/24/2019,Nitrate-N,0.195156833
swbup,4/24/2019,Phosphate-P,0.143789877
tum441,11/5/2020,Ammonium-N,0.063025181
tum441,11/5/2020,Nitrate-N,0.093848491
tum441,11/5/2020,Phosphate-P,0.127716614
tum441,10/22/2020,Ammonium-N,0.004291076
tum441,10/22/2020,Nitrate-N,0.006474193
tum441,10/22/2020,Phosphate-P,0.114014385
tum441,10/8/2020,Ammonium-N,0.01610167
tum441,10/8/2020,Nitrate-N,0.205742231
tum441,10/8/2020,Phosphate-P,0.148998325
tum441,9/10/2020,Ammonium-N,0.017841267
tum441,9/10/2020,Nitrate-N,0.143258393
tum441,9/10/2020,Phosphate-P,0.149268197
tum441,8/24/2020,Ammonium-N,0.007166791
tum441,8/24/2020,Nitrate-N,0.128214103
tum441,8/24/2020,Phosphate-P,0.116706814
tum441,8/14/2020,Ammonium-N,0.08343562
tum441,8/14/2020,Nitrate-N,0.206816238
tum441,8/14/2020,Phosphate-P,0.168488244
tum441,7/28/2020,Ammonium-N,0.116224337
tum441,7/28/2020,Nitrate-N,0.237415705
tum441,7/28/2020,Phosphate-P,0.150156265
tum441,7/16/2020,Ammonium-N,0.004
tum441,7/16/2020,Nitrate-N,0.242114912
tum441,7/16/2020,Phosphate-P,0.11770379
tum441,6/26/2020,Ammonium-N,0.167156269
tum441,6/26/2020,Nitrate-N,0.212880245
tum441,6/26/2020,Phosphate-P,0.108560203
tum441,3/12/2020,Ammonium-N,0.136660575
tum441,3/12/2020,Nitrate-N,0.103065417
tum441,3/12/2020,Phosphate-P,0.136099436
tum441,2/28/2020,Ammonium-N,0.023335034
tum441,2/28/2020,Nitrate-N,0.123709509
tum441,2/28/2020,Phosphate-P,0.105662354
tum441,2/12/2020,Ammonium-N,0.01335433
tum441,2/12/2020,Nitrate-N,0.072479248
tum441,2/12/2020,Phosphate-P,0.12726073
tum441,1/10/2020,Ammonium-N,0.004
tum441,1/10/2020,Nitrate-N,0.270205166
tum441,1/10/2020,Phosphate-P,0.130365057
tum441,12/17/2019,Ammonium-N,0.004
tum441,12/17/2019,Nitrate-N,0.182098927
tum441,12/17/2019,Phosphate-P,0.151253448
tum441,12/6/2019,Ammonium-N,0.004
tum441,12/6/2019,Nitrate-N,0.287818055
tum441,12/6/2019,Phosphate-P,0.120302648
tum441,11/20/2019,Ammonium-N,0.004
tum441,11/20/2019,Nitrate-N,1.060821942
tum441,11/20/2019,Phosphate-P,0.151306689
tum441,11/6/2019,Ammonium-N,0.014741156
tum441,11/6/2019,Nitrate-N,1.001244736
tum441,11/6/2019,Phosphate-P,0.169409959
tum441,10/23/2019,Ammonium-N,0.004
tum441,10/23/2019,Nitrate-N,0.104704782
tum441,10/23/2019,Phosphate-P,0.118080233
tum441,10/9/2019,Ammonium-N,0.004
tum441,10/9/2019,Nitrate-N,0.027006717
tum441,10/9/2019,Phosphate-P,0.118060512
tum441,9/25/2019,Ammonium-N,0.0083889
tum441,9/25/2019,Nitrate-N,0.433416692
tum441,9/25/2019,Phosphate-P,0.134406444
tum441,9/11/2019,Ammonium-N,0.004
tum441,9/11/2019,Nitrate-N,0.401162112
tum441,9/11/2019,Phosphate-P,0.108131886
tum441,8/28/2019,Ammonium-N,0.004
tum441,8/28/2019,Nitrate-N,0.161075022
tum441,8/28/2019,Phosphate-P,0.140872853
tum441,8/14/2019,Ammonium-N,0.042088266
tum441,8/14/2019,Nitrate-N,0.466579058
tum441,8/14/2019,Phosphate-P,0.108225657
tum441,7/29/2019,Ammonium-N,0.004
tum441,7/29/2019,Nitrate-N,0.218116224
tum441,7/29/2019,Phosphate-P,0.02109717
tum441,7/9/2019,Ammonium-N,0.004
tum441,7/9/2019,Nitrate-N,0.379100918
tum441,7/9/2019,Phosphate-P,0.147036247
tum441,6/18/2019,Ammonium-N,0.004
tum441,6/18/2019,Nitrate-N,0.119945822
tum441,6/18/2019,Phosphate-P,0.137701178
tum441,6/6/2019,Ammonium-N,0.004
tum441,6/6/2019,Nitrate-N,0.177705104
tum441,6/6/2019,Phosphate-P,0.038483677
tum441,5/24/2019,Ammonium-N,0.010782274
tum441,5/24/2019,Nitrate-N,0.485896901
tum441,5/24/2019,Phosphate-P,0.164904498
tum441,5/7/2019,Ammonium-N,0.012698967
tum441,5/7/2019,Nitrate-N,0.244442254
tum441,5/7/2019,Phosphate-P,0.085320827
tum441,4/24/2019,Ammonium-N,0.13096524
tum441,4/24/2019,Nitrate-N,0.341277362
tum441,4/24/2019,Phosphate-P,0.163344294
tum441,4/3/2019,Ammonium-N,0.426694059
tum441,4/3/2019,Nitrate-N,0.156191039
tum441,4/3/2019,Phosphate-P,0.144735473
tum441,3/22/2019,Ammonium-N,0.414589919
tum441,3/22/2019,Nitrate-N,0.110529958
tum441,3/22/2019,Phosphate-P,0.119030173
tum441,2/20/2019,Ammonium-N,0.101552709
tum441,2/20/2019,Nitrate-N,0.300461351
tum441,2/20/2019,Phosphate-P,0.124450893
tum441,2/6/2019,Ammonium-N,0.093850237
tum441,2/6/2019,Nitrate-N,0.33831811
tum441,2/6/2019,Phosphate-P,0.136839191
tum441,1/25/2019,Ammonium-N,0.193347828
tum441,1/25/2019,Nitrate-N,0.215286725
tum441,1/25/2019,Phosphate-P,0.109100145
tum441,1/18/2019,Ammonium-N,0.072348183
tum441,1/18/2019,Nitrate-N,0.271300502
tum441,1/18/2019,Phosphate-P,0.077116697
tum441,1/4/2019,Ammonium-N,0.116468422
tum441,1/4/2019,Nitrate-N,0.371128037
tum441,1/4/2019,Phosphate-P,0.123954044
tum441,12/20/2018,Ammonium-N,0.110727264
tum441,12/20/2018,Nitrate-N,0.102843138
tum441,12/20/2018,Phosphate-P,0.208301322
tum441,12/5/2018,Ammonium-N,0.192745163
tum441,12/5/2018,Nitrate-N,0.279691043
tum441,12/5/2018,Phosphate-P,0.40137132
tum441,11/29/2018,Ammonium-N,0.102885006
tum441,11/29/2018,Nitrate-N,0.036077285
tum441,11/29/2018,Phosphate-P,0.129118504
tum441,11/13/2018,Ammonium-N,0.022990008
tum441,11/13/2018,Nitrate-N,0.119015185
tum441,11/13/2018,Phosphate-P,0.144755649
tum441,11/8/2018,Ammonium-N,0.246201873
tum441,11/8/2018,Nitrate-N,0.227217374
tum441,11/8/2018,Phosphate-P,0.621439441
tum441,10/31/2018,Ammonium-N,1.169554902
tum441,10/31/2018,Nitrate-N,0.227888373
tum441,10/31/2018,Phosphate-P,0.113086756
tum441,10/18/2018,Ammonium-N,0.051619475
tum441,10/18/2018,Nitrate-N,0.196350484
tum441,10/18/2018,Phosphate-P,0.179327685
tum441,9/14/2018,Ammonium-N,0.307103623
tum441,9/14/2018,Nitrate-N,0.401155207
tum441,9/14/2018,Phosphate-P,0.12162516
pos,9/22/2021,Nitrate-N,0.339
pos,9/22/2021,Nitrate-N,0.342
pos,9/22/2021,Nitrate-N,0.287
hat,9/22/2021,Nitrate-N,0.016
hat,9/22/2021,Nitrate-N,0.019
hat,9/22/2021,Nitrate-N,0.099
hogup,9/22/2021,Nitrate-N,0.132
hogup,9/22/2021,Nitrate-N,0.134
hogup,9/22/2021,Nitrate-N,0.127
hogdn,9/22/2021,Nitrate-N,0.063
hogdn,9/22/2021,Nitrate-N,0.065
hogdn,9/22/2021,Nitrate-N,0.145
swb,9/22/2021,Nitrate-N,1.501
swb,9/22/2021,Nitrate-N,1.579
swb,9/22/2021,Nitrate-N,1.569
swbup,9/22/2021,Nitrate-N,0.163
swbup,9/22/2021,Nitrate-N,0.169
swbup,9/22/2021,Nitrate-N,0.135
tum441,9/22/2021,Nitrate-N,0.277
tum441,9/22/2021,Nitrate-N,0.288
tum441,9/22/2021,Nitrate-N,0.286
pos,10/6/2021,Nitrate-N,0.609
pos,10/6/2021,Nitrate-N,0.653
pos,10/6/2021,Nitrate-N,0.634
hat,10/6/2021,Nitrate-N,0.035
hat,10/6/2021,Nitrate-N,0.039
hat,10/6/2021,Nitrate-N,0.04
hogup,10/6/2021,Nitrate-N,0.313
hogup,10/6/2021,Nitrate-N,0.328
hogup,10/6/2021,Nitrate-N,0.329
hogdn,10/6/2021,Nitrate-N,0.057
hogdn,10/6/2021,Nitrate-N,0.051
hogdn,10/6/2021,Nitrate-N,0.054
swb,10/6/2021,Nitrate-N,2.417
swb,10/6/2021,Nitrate-N,2.435
swb,10/6/2021,Nitrate-N,2.463
swbup,10/6/2021,Nitrate-N,0.221
swbup,10/6/2021,Nitrate-N,0.218
swbup,10/6/2021,Nitrate-N,0.218
tum441,10/6/2021,Nitrate-N,0.218
tum441,10/6/2021,Nitrate-N,0.238
tum441,10/6/2021,Nitrate-N,0.249
pos,9/22/2021,Ammonium-N,0.0142
pos,9/22/2021,Phosphate-P,0.779
pos,9/22/2021,Ammonium-N,0.0555
pos,9/22/2021,Phosphate-P,0.717
pos,9/22/2021,Ammonium-N,0.0364
pos,9/22/2021,Phosphate-P,0.755
hat,9/22/2021,Ammonium-N,0.0185
hat,9/22/2021,Phosphate-P,0.057
hat,9/22/2021,Ammonium-N,0.1296
hat,9/22/2021,Phosphate-P,0.061
hat,9/22/2021,Ammonium-N,0.0447
hat,9/22/2021,Phosphate-P,0.056
hogup,9/22/2021,Ammonium-N,0.0092
hogup,9/22/2021,Phosphate-P,0.23
hogup,9/22/2021,Ammonium-N,0.0148
hogup,9/22/2021,Phosphate-P,0.227
hogup,9/22/2021,Ammonium-N,0.0106
hogup,9/22/2021,Phosphate-P,0.207
hogdn,9/22/2021,Ammonium-N,0.1031
hogdn,9/22/2021,Phosphate-P,0.606
hogdn,9/22/2021,Ammonium-N,0.0941
hogdn,9/22/2021,Phosphate-P,0.573
hogdn,9/22/2021,Ammonium-N,0.0047
hogdn,9/22/2021,Phosphate-P,0.492
swb,9/22/2021,Ammonium-N,0.0557
swb,9/22/2021,Phosphate-P,0.214
swb,9/22/2021,Ammonium-N,0.0543
swb,9/22/2021,Phosphate-P,0.166
swb,9/22/2021,Ammonium-N,0.0413
swb,9/22/2021,Phosphate-P,0.189
swbup,9/22/2021,Ammonium-N,0.0312
swbup,9/22/2021,Phosphate-P,0.149
swbup,9/22/2021,Ammonium-N,0.0261
swbup,9/22/2021,Phosphate-P,0.153
swbup,9/22/2021,Ammonium-N,0.0215
swbup,9/22/2021,Phosphate-P,0.155
tum441,9/22/2021,Ammonium-N,0.0029
tum441,9/22/2021,Phosphate-P,0.116
tum441,9/22/2021,Ammonium-N,0.0167
tum441,9/22/2021,Phosphate-P,0.131
tum441,9/22/2021,Ammonium-N,0.0333
tum441,9/22/2021,Phosphate-P,0.11
pos,10/6/2021,Ammonium-N,-0.0016
pos,10/6/2021,Phosphate-P,0.865
pos,10/6/2021,Ammonium-N,0.0311
pos,10/6/2021,Phosphate-P,0.672
pos,10/6/2021,Ammonium-N,0.0114
pos,10/6/2021,Phosphate-P,0.916
hat,10/6/2021,Ammonium-N,0.0501
hat,10/6/2021,Phosphate-P,0.089
hat,10/6/2021,Ammonium-N,0.0718
hat,10/6/2021,Phosphate-P,0.094
hat,10/6/2021,Ammonium-N,0.0804
hat,10/6/2021,Phosphate-P,0.088
hogup,10/6/2021,Ammonium-N,0.0136
hogup,10/6/2021,Phosphate-P,0.505
hogup,10/6/2021,Ammonium-N,-0.0092
hogup,10/6/2021,Phosphate-P,0.531
hogup,10/6/2021,Ammonium-N,0.0382
hogup,10/6/2021,Phosphate-P,0.494
hogdn,10/6/2021,Ammonium-N,0.0142
hogdn,10/6/2021,Phosphate-P,0.693
hogdn,10/6/2021,Ammonium-N,0.0554
hogdn,10/6/2021,Phosphate-P,0.676
hogdn,10/6/2021,Ammonium-N,-0.0009
hogdn,10/6/2021,Phosphate-P,0.691
swb,10/6/2021,Ammonium-N,0.0306
swb,10/6/2021,Phosphate-P,0.077
swb,10/6/2021,Ammonium-N,0.0237
swb,10/6/2021,Phosphate-P,0.078
swb,10/6/2021,Ammonium-N,0.0362
swb,10/6/2021,Phosphate-P,0.075
swbup,10/6/2021,Ammonium-N,0.0024
swbup,10/6/2021,Phosphate-P,0.154
swbup,10/6/2021,Ammonium-N,0.0151
swbup,10/6/2021,Phosphate-P,0.15
swbup,10/6/2021,Ammonium-N,0.0066
swbup,10/6/2021,Phosphate-P,0.157
tum441,10/6/2021,Ammonium-N,0.0128
tum441,10/6/2021,Phosphate-P,0.156
tum441,10/6/2021,Ammonium-N,0.0229
tum441,10/6/2021,Phosphate-P,0.16
tum441,10/6/2021,Ammonium-N,0.0655
tum441,10/6/2021,Phosphate-P,0.152
pos,8/25/2021,Ammonium-N,-0.0407
pos,8/25/2021,Phosphate-P,0.88
pos,8/25/2021,Ammonium-N,-0.0389
pos,8/25/2021,Phosphate-P,0.861
pos,8/25/2021,Ammonium-N,-0.0411
pos,8/25/2021,Phosphate-P,0.9
hat,8/25/2021,Ammonium-N,0.0011
hat,8/25/2021,Phosphate-P,0.093
hat,8/25/2021,Ammonium-N,-0.0163
hat,8/25/2021,Phosphate-P,0.091
hat,8/25/2021,Ammonium-N,-0.0156
hat,8/25/2021,Phosphate-P,0.091
hogup,8/25/2021,Ammonium-N,-0.0415
hogup,8/25/2021,Phosphate-P,0.243
hogup,8/25/2021,Ammonium-N,-0.0371
hogup,8/25/2021,Phosphate-P,0.235
hogup,8/25/2021,Ammonium-N,-0.0346
hogup,8/25/2021,Phosphate-P,0.21
hogdn,8/25/2021,Ammonium-N,-0.0253
hogdn,8/25/2021,Phosphate-P,0.565
hogdn,8/25/2021,Ammonium-N,-0.027
hogdn,8/25/2021,Phosphate-P,0.531
hogdn,8/25/2021,Ammonium-N,-0.0331
hogdn,8/25/2021,Phosphate-P,0.544
swb,8/25/2021,Ammonium-N,-0.0382
swb,8/25/2021,Phosphate-P,0.339
swb,8/25/2021,Ammonium-N,-0.038
swb,8/25/2021,Phosphate-P,0.337
swb,8/25/2021,Ammonium-N,-0.0245
swb,8/25/2021,Phosphate-P,0.332
swbup,8/25/2021,Ammonium-N,-0.0384
swbup,8/25/2021,Phosphate-P,0.097
swbup,8/25/2021,Ammonium-N,-0.0408
swbup,8/25/2021,Phosphate-P,0.099
swbup,8/25/2021,Ammonium-N,-0.034
swbup,8/25/2021,Phosphate-P,0.1
tum441,8/25/2021,Ammonium-N,-0.0381
tum441,8/25/2021,Phosphate-P,0.141
tum441,8/25/2021,Ammonium-N,-0.0418
tum441,8/25/2021,Phosphate-P,0.135
tum441,8/25/2021,Ammonium-N,-0.0429
tum441,8/25/2021,Phosphate-P,0.134
pos,9/8/2021,Ammonium-N,0.0972
pos,9/8/2021,Phosphate-P,0.752
pos,9/8/2021,Ammonium-N,-0.0267
pos,9/8/2021,Phosphate-P,0.757
pos,9/8/2021,Ammonium-N,-0.0352
pos,9/8/2021,Phosphate-P,0.763
hat,9/8/2021,Ammonium-N,-0.0274
hat,9/8/2021,Phosphate-P,0.101
hat,9/8/2021,Ammonium-N,-0.0212
hat,9/8/2021,Phosphate-P,0.105
hat,9/8/2021,Ammonium-N,0.6273
hat,9/8/2021,Phosphate-P,0.102
hogup,9/8/2021,Ammonium-N,-0.0301
hogup,9/8/2021,Phosphate-P,0.346
hogup,9/8/2021,Ammonium-N,-0.0332
hogup,9/8/2021,Phosphate-P,0.349
hogup,9/8/2021,Ammonium-N,-0.0344
hogup,9/8/2021,Phosphate-P,0.325
hogdn,9/8/2021,Ammonium-N,-0.0309
hogdn,9/8/2021,Phosphate-P,0.619
hogdn,9/8/2021,Ammonium-N,-0.0292
hogdn,9/8/2021,Phosphate-P,0.627
hogdn,9/8/2021,Ammonium-N,-0.0286
hogdn,9/8/2021,Phosphate-P,0.612
swb,9/8/2021,Ammonium-N,-0.0228
swb,9/8/2021,Phosphate-P,0.226
swb,9/8/2021,Ammonium-N,0.0282
swb,9/8/2021,Phosphate-P,0.229
swb,9/8/2021,Ammonium-N,-0.0216
swb,9/8/2021,Phosphate-P,0.23
swbup,9/8/2021,Ammonium-N,-0.0319
swbup,9/8/2021,Phosphate-P,0.166
swbup,9/8/2021,Ammonium-N,-0.0248
swbup,9/8/2021,Phosphate-P,0.176
swbup,9/8/2021,Ammonium-N,-0.0231
swbup,9/8/2021,Phosphate-P,0.189
tum441,9/8/2021,Ammonium-N,-0.0377
tum441,9/8/2021,Phosphate-P,0.097
tum441,9/8/2021,Ammonium-N,-0.0444
tum441,9/8/2021,Phosphate-P,0.077
tum441,9/8/2021,Ammonium-N,-0.0407
tum441,9/8/2021,Phosphate-P,0.096
pos,7/6/2021,Ammonium-N,-0.0167
pos,7/6/2021,Phosphate-P,0.734
pos,7/6/2021,Ammonium-N,-0.0253
pos,7/6/2021,Phosphate-P,0.678
pos,7/6/2021,Ammonium-N,0.0309
pos,7/6/2021,Phosphate-P,0.663
hat,7/6/2021,Ammonium-N,-0.0201
hat,7/6/2021,Phosphate-P,0.089
hat,7/6/2021,Ammonium-N,0.0088
hat,7/6/2021,Phosphate-P,0.089
hat,7/6/2021,Ammonium-N,-0.0059
hat,7/6/2021,Phosphate-P,0.086
hogup,7/6/2021,Ammonium-N,-0.0323
hogup,7/6/2021,Phosphate-P,0.156
hogup,7/6/2021,Ammonium-N,0.0227
hogup,7/6/2021,Phosphate-P,0.161
hogup,7/6/2021,Ammonium-N,-0.0107
hogup,7/6/2021,Phosphate-P,0.158
hogdn,7/6/2021,Ammonium-N,-0.0226
hogdn,7/6/2021,Phosphate-P,0.612
hogdn,7/6/2021,Ammonium-N,-0.0265
hogdn,7/6/2021,Phosphate-P,0.586
hogdn,7/6/2021,Ammonium-N,-0.0221
hogdn,7/6/2021,Phosphate-P,0.606
swb,7/6/2021,Ammonium-N,-0.0216
swb,7/6/2021,Phosphate-P,0.118
swb,7/6/2021,Ammonium-N,-0.028
swb,7/6/2021,Phosphate-P,0.111
swb,7/6/2021,Ammonium-N,-0.0295
swb,7/6/2021,Phosphate-P,0.113
swbup,7/6/2021,Ammonium-N,-0.0159
swbup,7/6/2021,Phosphate-P,0.098
swbup,7/6/2021,Ammonium-N,-0.0238
swbup,7/6/2021,Phosphate-P,0.09
swbup,7/6/2021,Ammonium-N,-0.0286
swbup,7/6/2021,Phosphate-P,0.08
tum441,7/6/2021,Ammonium-N,-0.0231
tum441,7/6/2021,Phosphate-P,0.211
tum441,7/6/2021,Ammonium-N,-0.0274
tum441,7/6/2021,Phosphate-P,0.183
tum441,7/6/2021,Ammonium-N,-0.0279
tum441,7/6/2021,Phosphate-P,0.181
pos,7/20/2021,Ammonium-N,-0.0329
pos,7/20/2021,Phosphate-P,0.72
pos,7/20/2021,Ammonium-N,-0.0304
pos,7/20/2021,Phosphate-P,0.653
pos,7/20/2021,Ammonium-N,-0.0336
pos,7/20/2021,Phosphate-P,0.751
hat,7/20/2021,Ammonium-N,-0.0241
hat,7/20/2021,Phosphate-P,0.08
hat,7/20/2021,Ammonium-N,-0.0182
hat,7/20/2021,Phosphate-P,0.076
hat,7/20/2021,Ammonium-N,-0.0241
hat,7/20/2021,Phosphate-P,0.078
hogup,7/20/2021,Ammonium-N,-0.0275
hogup,7/20/2021,Phosphate-P,0.285
hogup,7/20/2021,Ammonium-N,-0.0355
hogup,7/20/2021,Phosphate-P,0.277
hogup,7/20/2021,Ammonium-N,-0.0275
hogup,7/20/2021,Phosphate-P,0.292
hogdn,7/20/2021,Ammonium-N,-0.0376
hogdn,7/20/2021,Phosphate-P,0.553
