sample_type,species,model,treatment,perf_met,mean,std,min,25%,50%,75%,max
Hydroponics,Calcium,DL,undiluted,test_rmse,16.655730134153963,12.398903422967233,9.564367868628462,11.749752718118254,13.89149288385796,16.393279598589164,67.67891656602535
Hydroponics,Calcium,PLS,diluted,test_rmse,25.072717996290166,3.6673268861538975,17.251836803701686,22.321610050747175,25.32678381137635,28.214317968356852,30.373280120667417
Hydroponics,Calcium,PLS,undiluted,test_rmse,13.30705977647062,3.9511285754892143,10.255828337095643,11.077252956587746,11.971048538016824,14.209665839393182,27.80916345398253
Hydroponics,Calcium,RF-PCA,diluted,test_rmse,22.34370030309929,2.8378846129880553,16.223050050745815,21.203815168066257,22.531680033394046,24.609523302920422,25.550583646205656
Hydroponics,Calcium,RF-PCA,undiluted,test_rmse,14.30419436270623,2.657203894520009,10.069130283788922,12.040527558466724,14.826179406115909,16.022626120195277,19.76693283508162
Hydroponics,Calcium,XGB-PCA,diluted,test_rmse,23.380553521102986,2.9114879236861535,18.737188216356348,21.89378996243274,23.326967696215434,24.951215702092302,28.32490413980077
Hydroponics,Calcium,XGB-PCA,undiluted,test_rmse,13.178890018408762,2.9016006020126746,10.06760779054466,10.997423486580555,12.595288517773431,14.537482583167733,19.179707418377824
Hydroponics,Magnesium,DL,diluted,test_rmse,8.498255286653409,2.1875245705487174,5.850600592515925,6.681506955813187,8.264835422321894,9.956170885002967,13.749234627431653
Hydroponics,Magnesium,DL,undiluted,test_rmse,5.46485665299658,4.028532719091479,2.4377462382731743,3.370320016204485,3.9704390794671216,5.242754439348784,17.82181974500968
Hydroponics,Magnesium,PLS,diluted,test_rmse,8.233875938029872,1.398997048089311,6.286291291092025,7.1233269231058784,8.131778115952917,8.748906626967784,11.384904468013952
Hydroponics,Magnesium,PLS,undiluted,test_rmse,3.740179212481679,0.6540810165096363,2.404371322064316,3.395228310262725,3.7766806244973212,3.9577915450912293,5.24481765462841
Hydroponics,Magnesium,RF-PCA,diluted,test_rmse,7.787470643399859,0.7918537654026154,6.4239300781543776,7.343042408535833,7.557361926046823,8.27905533495862,9.585411151225612
Hydroponics,Magnesium,RF-PCA,undiluted,test_rmse,4.912855574942947,0.8640775209238151,3.20152921837967,4.223249820286377,4.833255470076621,5.6596453404198215,6.576941973753369
Hydroponics,Magnesium,XGB-PCA,diluted,test_rmse,7.958712299582484,1.1636932523958259,6.046996881747679,7.433854066746082,7.9771549688860555,8.47663062743925,11.144613991547336
Hydroponics,Magnesium,XGB-PCA,undiluted,test_rmse,4.38460046651605,0.934827814421135,2.5917491376983177,3.634464890551887,4.387457838212928,5.04341440650029,6.660495482968654
Hydroponics,Sulfate,DL,diluted,test_rmse,48.26329457065613,26.37206770163706,26.338618845122685,31.79263270878134,38.07893056015092,53.547593430747895,121.72135857513574
Hydroponics,Sulfate,DL,undiluted,test_rmse,23.85654318508768,25.480690940664918,11.983794082571752,13.836854881596969,16.025913363025182,18.217185926942904,124.96271120297229
Hydroponics,Sulfate,PLS,diluted,test_rmse,36.456711609073125,6.50428699174563,25.249797890821004,30.818325964674806,37.53019072146047,40.3108324621484,49.50347103341975
Hydroponics,Sulfate,PLS,undiluted,test_rmse,16.32740039157337,4.3825683119251,9.89262032798843,13.819084263204312,14.44561192055286,18.316200520678123,29.03503532220192
Hydroponics,Sulfate,RF-PCA,diluted,test_rmse,32.86558778456856,3.476283871696718,27.162259530310504,30.836834846343063,32.785995660851626,35.33461142594664,38.606154534830615
Hydroponics,Sulfate,RF-PCA,undiluted,test_rmse,20.730695501321282,3.8041681524543023,12.319585811732171,18.783542888923346,20.762145661872054,23.323268679074292,26.729055661809408
Hydroponics,Sulfate,XGB-PCA,diluted,test_rmse,34.65797346372263,5.039078503952953,25.834451056826754,30.77907790124207,35.821046788980254,38.428908305273474,42.902639291086686
Hydroponics,Sulfate,XGB-PCA,undiluted,test_rmse,18.518373877517263,2.865098332117792,12.09746080157988,17.631806140743315,19.003007627982974,20.28525659209003,22.99430378366775
Hydroponics,Boron,DL,diluted,test_rmse,0.09871251167779067,0.02922321847832779,0.0478151779550089,0.07532743519638907,0.1000541930314684,0.12473969883371096,0.1396939799895904
Hydroponics,Boron,DL,undiluted,test_rmse,0.09935555067166908,0.03380939584462505,0.0438057892433688,0.07774656222206983,0.10544232429557665,0.1265032110219219,0.1509859776795147
Hydroponics,Boron,PLS,diluted,test_rmse,0.10299345042482348,0.029966481347907456,0.0635374032404956,0.07749534579380658,0.08929190320438954,0.13579230657418323,0.1471256920301203
Hydroponics,Boron,PLS,undiluted,test_rmse,0.08465429823206644,0.034571657143109794,0.0430213655360911,0.05938433447241315,0.0661144072956779,0.12798465313474167,0.1354200135662266
Hydroponics,Boron,RF-PCA,diluted,test_rmse,0.08395588009403086,0.03033989760013525,0.0488083831443872,0.0595669710440312,0.0742294514689623,0.10011337436379678,0.1350462192862235
Hydroponics,Boron,RF-PCA,undiluted,test_rmse,0.08723049688117304,0.034207876010134385,0.0424054990326064,0.05926538726520843,0.07565829283984585,0.12693051366799724,0.1332500531701808
Hydroponics,Boron,XGB-PCA,diluted,test_rmse,0.10302411416849241,0.03745230223358726,0.0476638359814492,0.06955667417614952,0.1018506965264464,0.12995856121952104,0.195654391189133
Hydroponics,Boron,XGB-PCA,undiluted,test_rmse,0.0997076833957407,0.04011855097228288,0.044743333992974,0.05571176275904555,0.11413121691876946,0.1310084921716541,0.151122395799366
