sample_type,species,model,perf_met,mean,std,min,25%,50%,75%,max
Hydroponics,Copper,RF-PCA,test_rmse,0.08912368460094479,0.01205541274120463,0.070879838793543,0.07928044354525718,0.0916193987775923,0.09631464378569166,0.1159802173986438
Hydroponics,Copper,XGB-PCA,test_rmse,0.0940660431328479,0.014756701809243563,0.0607277100824249,0.08592426797282979,0.09374825246650964,0.10089308236436931,0.1253214573128436
Hydroponics,Copper,DL,test_rmse,0.09829784728784205,0.016783029225965848,0.0721501542017634,0.08774092160259628,0.0977946969850697,0.10497346712172763,0.1537210141673967
Hydroponics,Molybdenum,PLS,test_rmse,0.01680702513482929,0.0030094721798213284,0.0114565611646023,0.015293912901320851,0.0167647365792192,0.017839456413550624,0.0248636983774139
Hydroponics,Molybdenum,RF-PCA,test_rmse,0.027936296198909378,0.01764662603494094,0.0128353422897267,0.01515221443159885,0.017138711174450448,0.04520768439915598,0.0638426513583282
Hydroponics,Molybdenum,XGB-PCA,test_rmse,0.02820228032128484,0.018736840718870593,0.0120240381374487,0.014323538890161625,0.017064720453221598,0.04617725475014507,0.0666006099378082
Hydroponics,Molybdenum,DL,test_rmse,0.019711414653124877,0.002192075670002678,0.0153149463124222,0.0183532604906224,0.0195954671673767,0.021280197274264227,0.0236495502441704
Hydroponics,pH,PLS,test_rmse,0.3148210341433563,0.07473665190411664,0.1817932784862441,0.24138448002349833,0.3260452231905146,0.3707986396172987,0.4373837112926337
Hydroponics,pH,RF-PCA,test_rmse,0.2765628222278606,0.06479015266858433,0.1718239613214943,0.2147917149768223,0.28665196026331297,0.32553605439945393,0.3945767441336759
Hydroponics,pH,XGB-PCA,test_rmse,0.2926786620370172,0.05878329342466029,0.1700096790508289,0.249846845704348,0.29419603615490586,0.334848759118997,0.3947304030608503
Hydroponics,pH,DL,test_rmse,0.3633066297476695,0.1690114382866496,0.2364411817638559,0.26832351430772566,0.3036588322843411,0.3870499652608599,0.9563524038574784
Streams,Ammonium-N,DL,test_rsq,-0.021459436524520377,0.05575336124424707,-0.2537462063266762,-0.011565126627984349,-0.0076875188246507496,-0.0005631896993063249,-2.895190984508744e-06
Streams,Ammonium-N,PLS,test_rsq,0.11163281208401336,0.15123340149494746,-0.102710125,-0.016510284665978023,0.1026574899666283,0.23347864525,0.377147427
Streams,Ammonium-N,RF-PCA,test_rsq,0.15758191792545445,0.11728299043985022,-0.1535013644697627,0.08640500833090209,0.1769945748202865,0.19936382260909868,0.3688847408419987
Streams,Ammonium-N,XGB-PCA,test_rsq,0.02076556812181151,0.36539568193973404,-1.0922977973059256,0.03631025060038888,0.1471487955958961,0.20800755885157468,0.3641206734465551
Streams,Nitrate-N,DL,test_rsq,0.9513428522824589,0.017952794908427147,0.9115823304548047,0.9445564627999902,0.9559623607261036,0.9652932801882571,0.9698819227141604
Streams,Nitrate-N,PLS,test_rsq,0.9291534646339838,0.019155057194947887,0.882090601,0.9141078842004668,0.9349084945,0.94369466775,0.949849705
Streams,Nitrate-N,RF-PCA,test_rsq,0.8776278334241516,0.054709284218410516,0.7791763023403682,0.8232242760844614,0.8935625705771633,0.9166844650938224,0.962561954637018
Streams,Nitrate-N,XGB-PCA,test_rsq,0.8492104217753405,0.11586289996747176,0.4331757214988818,0.8020182642309364,0.8676578245410781,0.9237705315208856,0.9636646816893628
Streams,TKN,DL,test_rsq,0.33694569769338545,0.1825607054219493,-0.1308565665692209,0.2706251352707566,0.3726312772319856,0.4457036231797008,0.5619112620627358
Streams,TKN,PLS,test_rsq,0.28894303364712165,0.15071382453407411,-0.030111422,0.18267113424999998,0.3522251596976636,0.39303664655119447,0.504264761
Streams,TKN,RF-PCA,test_rsq,0.3149404518152854,0.10528032992947878,0.0981822097576504,0.2586481509236948,0.3157612008085659,0.37792404869178026,0.5436925327881182
Streams,TKN,XGB-PCA,test_rsq,0.3146227083128245,0.09731998852007862,0.0822484099855268,0.2805112775374659,0.31510118773211215,0.3602710284182197,0.5539759704276868
Streams,ON,DL,test_rsq,0.19147084328625458,0.1769475041190524,-0.1816559877522252,0.05592610518333705,0.22795801375545244,0.3532388245801609,0.4150451347462843
Streams,ON,PLS,test_rsq,0.049088427296022516,0.22216963402355733,-0.574246866,-5.1083562421349454e-05,0.1536153942402778,0.17825805260307706,0.28343869
Streams,ON,RF-PCA,test_rsq,0.1114088510157067,0.18978309091686454,-0.2754768762339454,0.03382012573904555,0.1804476489816108,0.22863734194541824,0.3470824519926654
Streams,ON,XGB-PCA,test_rsq,0.06878418885568652,0.20837632525873803,-0.326972617283928,-0.09052950213983949,0.11904976608208626,0.2204325438224466,0.3749161403204119
Streams,TN,DL,test_rsq,0.8368873385334826,0.11067883142032565,0.4606294772527771,0.8191723845937879,0.8731693318662959,0.8959163232066698,0.9584326242656204
Streams,TN,PLS,test_rsq,0.778875886507447,0.14106061503346076,0.442383986,0.7307041762500001,0.8504703685,0.8639654629880176,0.91214515
Streams,TN,RF-PCA,test_rsq,0.658385856780616,0.1808460415088442,0.1594178147721726,0.5648233510977868,0.7035448663604313,0.7648497799071183,0.9106449143582612
Streams,TN,XGB-PCA,test_rsq,0.6701138449102737,0.20309483651470858,0.0239256470337995,0.603221819597853,0.7012030702056793,0.8060125501402993,0.9250047164907286
Streams,Phosphate-P,DL,test_rsq,0.3750302907090145,0.13489921324258405,-0.032084357847878,0.33797925162922293,0.3973148047184999,0.46492605337907467,0.5428115642958701
Streams,Phosphate-P,PLS,test_rsq,0.23746920258213108,0.11037624979412416,-0.034032138,0.1580941527064885,0.26181788032340114,0.3071839856764259,0.411738192
Streams,Phosphate-P,RF-PCA,test_rsq,0.42562082844397525,0.07596227822747492,0.2704165972461437,0.39063659249665944,0.41635609744059787,0.4767182919233702,0.5647563383954541
Streams,Phosphate-P,XGB-PCA,test_rsq,0.40990282368922426,0.06262768330123178,0.3297992290360984,0.34608888772940416,0.40312892018703317,0.46178847225270586,0.5318685415998163
Streams,TP,DL,test_rsq,0.3809153698923935,0.15408408882044156,-0.0332444405132059,0.3129760929375164,0.42865740608940595,0.477564880050818,0.5484267079373758
Streams,TP,PLS,test_rsq,0.23118964669127676,0.11540592067531293,-0.10574302,0.16781859925,0.24860720522988333,0.2856798175,0.440107454
Streams,TP,RF-PCA,test_rsq,0.3545003342997123,0.12226916397415089,-0.0499179022308029,0.3342219188320925,0.35712742628323657,0.4009066838591293,0.5242487784788264
Streams,TP,XGB-PCA,test_rsq,0.4407800869879915,0.15525536457138425,-0.0131228704657542,0.38697290376405724,0.43389660049760254,0.5098185711807584,0.7012031354582007
Streams,OP,DL,test_rsq,-0.04350264154269218,0.06807352355034703,-0.3178784600468503,-0.04270421329712965,-0.026403977125636753,-0.0146662759089819,-0.0034716071720208
Streams,OP,PLS,test_rsq,-0.15663913193514872,0.25932086018456363,-1.1026593947923584,-0.20901482203832067,-0.051619112,-0.0204428839825911,0.06280215
Streams,OP,RF-PCA,test_rsq,-0.03702114262964193,0.11104343855132216,-0.2829097441425923,-0.07862796283045953,-0.010835525779163399,0.03552523351485533,0.1144109342849418
Streams,OP,XGB-PCA,test_rsq,-0.2780661722274089,0.43963112776938845,-1.483662567538924,-0.40641258749418,-0.09590126667454539,0.0207395404582113,0.1220086288940914
Hydroponics,Nitrate-N,PLS,test_rsq,-1.6206309689156033,5.332723485329964,-23.384576877693057,-0.31484803279017964,-0.11559215031768119,0.09049000359574311,0.2831483696516319
Hydroponics,Nitrate-N,RF-PCA,test_rsq,0.05535280402328886,0.3071106110980042,-0.8394507046655695,-0.16878689305255648,0.1651491856558088,0.2564451314010539,0.5002493255941228
Hydroponics,Nitrate-N,XGB-PCA,test_rsq,-0.009493283785301608,0.27052888065028624,-0.5376313368157999,-0.17027739497259597,-0.0049692945175435,0.14320532370681752,0.4605059095030962
Hydroponics,Nitrate-N,DL,test_rsq,-4.555649207795054,13.840841789590943,-60.869101519344056,-0.7854758475945856,-0.29969979898115445,-0.0217721060026582,0.4016319725588321
Hydroponics,Ammonium-N,PLS,test_rsq,0.02517149150186092,0.23264413456250496,-0.5651137316519248,-0.039524466224258197,0.0628501261166559,0.15474753927892426,0.3842245375430128
Hydroponics,Ammonium-N,RF-PCA,test_rsq,-0.02997702546717367,0.25840958003728026,-0.642338405240857,-0.12492061192974613,-0.0159714014526687,0.16310353202421357,0.3890424915939438
Hydroponics,Ammonium-N,XGB-PCA,test_rsq,-0.1779456165541814,0.41792979188698887,-1.4306551212219016,-0.33109358973275826,-0.08269947641206404,0.050356445957659646,0.4179713557658244
Hydroponics,Ammonium-N,DL,test_rsq,-0.07281280344211666,0.42171495667001596,-1.0740491877410752,-0.21379896123340814,0.07904989682306905,0.17912127275556258,0.480331076976962
Hydroponics,Phosphorus,PLS,test_rsq,-0.17605944453092165,0.3166930492301759,-1.1426526266203036,-0.2600112270980992,-0.15540374047189234,0.03656508116707825,0.2951597070702776
Hydroponics,Phosphorus,RF-PCA,test_rsq,-0.0837914725703023,0.13056527865042367,-0.3808809416566634,-0.16958247921329417,-0.0612478190559403,0.012924701233646526,0.0962824181545067
Hydroponics,Phosphorus,XGB-PCA,test_rsq,-0.27708334692016134,0.280037601363901,-0.8749529183929261,-0.38886746061287336,-0.2509198260699189,-0.06347019578515341,0.1569173440620157
Hydroponics,Phosphorus,DL,test_rsq,-0.9673717443505142,1.4784610698944973,-6.865216394901941,-1.0310541687446313,-0.636623101987562,-0.2622103002254594,0.1433928001184091
Hydroponics,Potassium,PLS,test_rsq,0.374871691278236,0.7542113263086219,-2.397936012274286,0.4378810682185453,0.6404991810779608,0.7022407098635849,0.8381554859824607
Hydroponics,Potassium,RF-PCA,test_rsq,0.36423197202729257,0.13630217155315433,0.1144815691413549,0.28069729594135934,0.3769197126792787,0.44876607430272375,0.6168903875013585
Hydroponics,Potassium,XGB-PCA,test_rsq,0.29036172437321806,0.22951311727302368,-0.0699967651208175,0.0465036182005648,0.34536331988441793,0.4670994480800371,0.6186464724938479
Hydroponics,Potassium,DL,test_rsq,0.22184508756361968,0.5609379333446681,-1.3353795862918445,0.10007246657750904,0.38606582254744404,0.6115280936745788,0.745117320167217
Hydroponics,Calcium,PLS,test_rsq,0.6417307774138978,0.29397598760134575,-0.4807267241418322,0.636078764200239,0.7261134290108338,0.8040850362717604,0.8295654784106898
Hydroponics,Calcium,RF-PCA,test_rsq,0.6172518496606514,0.1594125265100099,0.1194935831232587,0.5726214914862944,0.6369390091268539,0.7214708755262863,0.7944420590423884
Hydroponics,Calcium,XGB-PCA,test_rsq,0.663790915439911,0.20660127663389552,-0.1173920717560359,0.6110919477046789,0.7115610235751332,0.7748161502090161,0.8369665848789338
Hydroponics,Calcium,DL,test_rsq,0.2599531706608432,1.669863720397917,-6.805922009135143,0.4829242605909117,0.6673062621532782,0.7308864272891621,0.8853751528828852
Hydroponics,Magnesium,PLS,test_rsq,0.7651183668442011,0.10646927856599296,0.5833992461899427,0.6668717541317946,0.7773621543155014,0.8570187121333293,0.923118333320788
Hydroponics,Magnesium,RF-PCA,test_rsq,0.6248968908586683,0.1025010624744077,0.4378731611553397,0.553899820542517,0.636717586307154,0.6783668505776481,0.820583908386785
Hydroponics,Magnesium,XGB-PCA,test_rsq,0.6907623867136686,0.1381285582841845,0.3281499712263738,0.6616962807452199,0.7155419522021722,0.7607464322731288,0.8824202918697662
Hydroponics,Magnesium,DL,test_rsq,0.4013996825140591,0.9480336500573094,-3.0417341109287017,0.5149708454701526,0.7238818012574273,0.8319394911318956,0.9012929484647028
Hydroponics,Sulfate,PLS,test_rsq,0.7227284821240182,0.1955901517535505,0.2663819780633245,0.5762045817848866,0.8151942872062434,0.8612432217720885,0.9253605532081168
Hydroponics,Sulfate,RF-PCA,test_rsq,0.6035422324692927,0.1400103602791095,0.387508000188236,0.4813724219372828,0.6357330704909739,0.6727173145758558,0.8514235141776716
Hydroponics,Sulfate,XGB-PCA,test_rsq,0.6763816369503151,0.13216983649042335,0.3055807398890708,0.628106987671563,0.6979033880817224,0.756423240816644,0.9001360080770633
Hydroponics,Sulfate,DL,test_rsq,0.08446436243381834,2.5016394946428138,-10.41777224986069,0.6029185060951262,0.7095207369562236,0.8608513123114514,0.9015131069415002
Hydroponics,Boron,PLS,test_rsq,0.03449619845821867,0.2359031764704043,-0.5415643588896091,-0.07302643605774232,0.04311220513274345,0.17553946569007228,0.4725667199045007
Hydroponics,Boron,RF-PCA,test_rsq,-0.02875558626270138,0.2906392169784011,-1.1073082600220312,-0.1028931457666883,0.01624799463333795,0.06419043846783071,0.369290052025522
Hydroponics,Boron,XGB-PCA,test_rsq,-0.6683759797491592,1.541289586663387,-4.720533875555355,-0.5291081085849083,-0.08908383862373764,0.21634618250270507,0.6837187046540719
Hydroponics,Boron,DL,test_rsq,-0.6941841189249959,1.4635796116396675,-5.496394323932625,-1.1331712733571786,-0.1032099639754957,0.031210522305089576,0.5200580218616048
Hydroponics,Zinc,PLS,test_rsq,-0.2787542272384464,0.48393835228965854,-1.9337457793383408,-0.3098385751003063,-0.16494905413707245,-0.03844688906170035,0.2649255573807657
Hydroponics,Zinc,RF-PCA,test_rsq,-0.06233624426632502,0.4243825589173662,-1.7110518584353889,-0.0924024736111576,0.0246244125879974,0.13421094182568172,0.2886568201790563
Hydroponics,Zinc,XGB-PCA,test_rsq,-0.4420501853660396,0.8137910016944137,-2.440849921814044,-0.3692751848507728,-0.0598740209492949,0.043903471451610755,0.1852540911943633
Hydroponics,Zinc,DL,test_rsq,-0.7552305719512658,0.8440397109843474,-3.08696097472408,-1.1329782739156373,-0.5262000873960403,-0.11820733097773763,0.1703180839933632
Hydroponics,Manganese,PLS,test_rsq,-0.27876222844005333,0.3395331752775856,-1.4835437136633547,-0.3111951807691715,-0.14959009694766465,-0.11822129902393723,-0.0072630959005326
Hydroponics,Manganese,RF-PCA,test_rsq,-0.19853369423794434,0.16845809694344652,-0.6097093438225418,-0.3412203312473313,-0.1539670452390326,-0.092697920078463,0.0332469695279595
Hydroponics,Manganese,XGB-PCA,test_rsq,-0.35998686706293326,0.3052793380395289,-1.2679658309412876,-0.4915808435558849,-0.24106438200584462,-0.18480737282642634,0.0795316138578074
Hydroponics,Manganese,DL,test_rsq,-0.8203902439130731,0.5772383108391016,-2.0996453812343576,-1.101791293500747,-0.7151184341438831,-0.3783894945644338,-0.0491605491654034
Hydroponics,Iron,PLS,test_rsq,0.7114679654956222,0.2623469948880443,-0.2478278958687256,0.59967146053135,0.7990575348065743,0.8633777223501323,0.9345283407727254
Hydroponics,Iron,RF-PCA,test_rsq,0.7370220261222635,0.08244304540278612,0.5867613887696485,0.6746522505031557,0.756131284665861,0.801334324196115,0.8690535656008617
Hydroponics,Iron,XGB-PCA,test_rsq,0.7606345971406447,0.09578127426414206,0.6242986303548803,0.697469535082893,0.7541456981191653,0.8210805284446806,0.9217320783828592
