output,species,iteration,value
y_hat_test,Ammonium-N,0,0.3224764354515559
y_hat_test,Ammonium-N,0,0.0020375453530765628
y_hat_test,Ammonium-N,0,0.00274865016560958
y_hat_test,Ammonium-N,0,-0.005010534983706509
y_hat_test,Ammonium-N,0,0.12927060926950829
y_hat_test,Ammonium-N,0,-0.011457141429074703
y_hat_test,Ammonium-N,0,0.008958315280280953
y_hat_test,Ammonium-N,0,0.07676386903698143
y_hat_test,Ammonium-N,0,0.018277156849245836
y_hat_test,Ammonium-N,0,0.029596311245491953
y_hat_test,Ammonium-N,0,0.13467811663462842
y_hat_test,Ammonium-N,0,0.016188625199370303
y_hat_test,Ammonium-N,0,-0.007864643912732415
y_hat_test,Ammonium-N,0,-0.027889601524217482
y_hat_test,Ammonium-N,0,0.13306476912174153
y_hat_test,Ammonium-N,0,0.010907186780335566
y_hat_test,Ammonium-N,0,-0.01669606617157087
y_hat_test,Ammonium-N,0,0.04923702353039445
y_hat_test,Ammonium-N,0,-0.027598039887232993
y_hat_test,Ammonium-N,0,0.13503687945362017
y_hat_test,Ammonium-N,0,0.04770270634994718
y_hat_test,Ammonium-N,0,-0.013924624157332942
y_hat_test,Ammonium-N,0,0.03259870912744589
y_hat_test,Ammonium-N,0,0.013953890814251003
y_hat_test,Ammonium-N,0,0.023913242065649716
y_hat_test,Ammonium-N,0,0.0009728663105856086
y_hat_test,Ammonium-N,0,0.10079997825958448
y_hat_test,Ammonium-N,0,0.045865988924412855
y_hat_test,Ammonium-N,0,0.1778467200860973
y_hat_test,Ammonium-N,0,0.17247524662583977
y_hat_test,Ammonium-N,0,-0.038290536958962874
y_hat_test,Ammonium-N,0,-0.001440716462231692
y_hat_test,Ammonium-N,0,0.1179739182760478
y_hat_test,Ammonium-N,0,0.03821869733549319
y_hat_test,Ammonium-N,0,0.0113287246864529
y_hat_test,Ammonium-N,0,-0.012608367899028923
y_hat_test,Ammonium-N,0,0.02077204106887206
y_hat_test,Ammonium-N,0,0.0537861069714788
y_hat_test,Ammonium-N,0,-0.005308538970442152
y_hat_test,Ammonium-N,0,0.1181579991419685
y_hat_test,Ammonium-N,0,0.10010345087217722
y_hat_test,Ammonium-N,0,0.004150055800346143
y_hat_test,Ammonium-N,0,0.07310776041660527
y_hat_test,Ammonium-N,0,-0.02302366901113647
y_hat_test,Ammonium-N,0,0.051913247838616
y_hat_test,Ammonium-N,0,-0.009650261472329273
y_hat_test,Ammonium-N,0,0.10634615727320007
y_hat_test,Ammonium-N,0,0.06814498106369057
y_hat_test,Ammonium-N,0,0.07229249625939341
y_hat_test,Ammonium-N,0,0.09714427992399277
y_hat_test,Ammonium-N,0,0.041866973840161976
y_hat_test,Ammonium-N,0,-0.05228319871573118
