wavelength,band,device
203.8432197,band_78,StellarNet
204.0240475,band_79,StellarNet
204.2049138,band_80,StellarNet
204.3858186,band_81,StellarNet
204.5667619,band_82,StellarNet
204.7477437,band_83,StellarNet
204.928764,band_84,StellarNet
205.1098228,band_85,StellarNet
205.29092,band_86,StellarNet
205.4720557,band_87,StellarNet
205.6532299,band_88,StellarNet
205.8344425,band_89,StellarNet
206.0156935,band_90,StellarNet
206.1969829,band_91,StellarNet
206.3783108,band_92,StellarNet
206.5596771,band_93,StellarNet
206.7410817,band_94,StellarNet
206.9225248,band_95,StellarNet
207.1040062,band_96,StellarNet
207.2855261,band_97,StellarNet
207.4670842,band_98,StellarNet
207.6486808,band_99,StellarNet
207.8303156,band_100,StellarNet
208.0119888,band_101,StellarNet
208.1937004,band_102,StellarNet
208.3754502,band_103,StellarNet
208.5572384,band_104,StellarNet
208.7390649,band_105,StellarNet
208.9209296,band_106,StellarNet
209.1028326,band_107,StellarNet
209.2847739,band_108,StellarNet
209.4667535,band_109,StellarNet
209.6487713,band_110,StellarNet
209.8308274,band_111,StellarNet
210.0129217,band_112,StellarNet
210.1950543,band_113,StellarNet
210.377225,band_114,StellarNet
210.559434,band_115,StellarNet
210.7416812,band_116,StellarNet
210.9239666,band_117,StellarNet
211.1062901,band_118,StellarNet
211.2886518,band_119,StellarNet
211.4710517,band_120,StellarNet
211.6534898,band_121,StellarNet
211.835966,band_122,StellarNet
212.0184803,band_123,StellarNet
212.2010328,band_124,StellarNet
212.3836234,band_125,StellarNet
212.5662521,band_126,StellarNet
212.7489189,band_127,StellarNet
212.9316238,band_128,StellarNet
213.1143668,band_129,StellarNet
213.2971479,band_130,StellarNet
213.479967,band_131,StellarNet
213.6628242,band_132,StellarNet
213.8457195,band_133,StellarNet
214.0286528,band_134,StellarNet
214.2116241,band_135,StellarNet
214.3946334,band_136,StellarNet
214.5776808,band_137,StellarNet
214.7607662,band_138,StellarNet
214.9438895,band_139,StellarNet
215.1270509,band_140,StellarNet
215.3102502,band_141,StellarNet
215.4934876,band_142,StellarNet
215.6767628,band_143,StellarNet
215.8600761,band_144,StellarNet
216.0434272,band_145,StellarNet
216.2268163,band_146,StellarNet
216.4102434,band_147,StellarNet
216.5937083,band_148,StellarNet
216.7772112,band_149,StellarNet
216.9607519,band_150,StellarNet
217.1443306,band_151,StellarNet
217.3279471,band_152,StellarNet
217.5116015,band_153,StellarNet
217.6952938,band_154,StellarNet
217.8790239,band_155,StellarNet
218.0627919,band_156,StellarNet
218.2465977,band_157,StellarNet
218.4304413,band_158,StellarNet
218.6143228,band_159,StellarNet
218.798242,band_160,StellarNet
218.9821991,band_161,StellarNet
219.166194,band_162,StellarNet
219.3502266,band_163,StellarNet
219.534297,band_164,StellarNet
219.7184052,band_165,StellarNet
219.9025512,band_166,StellarNet
220.0867349,band_167,StellarNet
220.2709563,band_168,StellarNet
220.4552154,band_169,StellarNet
220.6395123,band_170,StellarNet
220.8238469,band_171,StellarNet
221.0082192,band_172,StellarNet
221.1926292,band_173,StellarNet
221.3770769,band_174,StellarNet
221.5615623,band_175,StellarNet
221.7460853,band_176,StellarNet
221.930646,band_177,StellarNet
222.1152443,band_178,StellarNet
222.2998803,band_179,StellarNet
222.4845539,band_180,StellarNet
222.6692652,band_181,StellarNet
222.854014,band_182,StellarNet
223.0388005,band_183,StellarNet
223.2236246,band_184,StellarNet
223.4084862,band_185,StellarNet
223.5933854,band_186,StellarNet
223.7783222,band_187,StellarNet
223.9632966,band_188,StellarNet
224.1483085,band_189,StellarNet
224.333358,band_190,StellarNet
224.518445,band_191,StellarNet
224.7035695,band_192,StellarNet
224.8887315,band_193,StellarNet
225.0739311,band_194,StellarNet
225.2591681,band_195,StellarNet
225.4444426,band_196,StellarNet
225.6297547,band_197,StellarNet
225.8151041,band_198,StellarNet
226.0004911,band_199,StellarNet
226.1859155,band_200,StellarNet
226.3713774,band_201,StellarNet
226.5568767,band_202,StellarNet
226.7424134,band_203,StellarNet
226.9279875,band_204,StellarNet
227.1135991,band_205,StellarNet
227.299248,band_206,StellarNet
227.4849344,band_207,StellarNet
227.6706581,band_208,StellarNet
227.8564192,band_209,StellarNet
228.0422177,band_210,StellarNet
228.2280535,band_211,StellarNet
228.4139267,band_212,StellarNet
228.5998372,band_213,StellarNet
228.785785,band_214,StellarNet
228.9717702,band_215,StellarNet
229.1577927,band_216,StellarNet
229.3438525,band_217,StellarNet
229.5299496,band_218,StellarNet
229.7160839,band_219,StellarNet
229.9022556,band_220,StellarNet
230.0884645,band_221,StellarNet
230.2747106,band_222,StellarNet
230.4609941,band_223,StellarNet
230.6473147,band_224,StellarNet
230.8336726,band_225,StellarNet
231.0200677,band_226,StellarNet
231.2065001,band_227,StellarNet
231.3929696,band_228,StellarNet
231.5794764,band_229,StellarNet
231.7660203,band_230,StellarNet
231.9526014,band_231,StellarNet
232.1392197,band_232,StellarNet
232.3258751,band_233,StellarNet
232.5125677,band_234,StellarNet
232.6992974,band_235,StellarNet
232.8860643,band_236,StellarNet
233.0728683,band_237,StellarNet
233.2597094,band_238,StellarNet
233.4465876,band_239,StellarNet
233.633503,band_240,StellarNet
233.8204554,band_241,StellarNet
234.0074449,band_242,StellarNet
234.1944714,band_243,StellarNet
234.3815351,band_244,StellarNet
234.5686358,band_245,StellarNet
234.7557735,band_246,StellarNet
234.9429483,band_247,StellarNet
235.13016,band_248,StellarNet
235.3174089,band_249,StellarNet
235.5046947,band_250,StellarNet
235.6920175,band_251,StellarNet
235.8793773,band_252,StellarNet
236.0667741,band_253,StellarNet
236.2542079,band_254,StellarNet
236.4416787,band_255,StellarNet
236.6291864,band_256,StellarNet
236.816731,band_257,StellarNet
237.0043126,band_258,StellarNet
237.1919311,band_259,StellarNet
237.3795866,band_260,StellarNet
237.5672789,band_261,StellarNet
237.7550082,band_262,StellarNet
237.9427743,band_263,StellarNet
238.1305774,band_264,StellarNet
238.3184173,band_265,StellarNet
238.5062941,band_266,StellarNet
238.6942077,band_267,StellarNet
238.8821582,band_268,StellarNet
239.0701456,band_269,StellarNet
239.2581697,band_270,StellarNet
239.4462307,band_271,StellarNet
239.6343285,band_272,StellarNet
239.8224631,band_273,StellarNet
240.0106345,band_274,StellarNet
240.1988427,band_275,StellarNet
240.3870877,band_276,StellarNet
240.5753695,band_277,StellarNet
240.763688,band_278,StellarNet
240.9520432,band_279,StellarNet
241.1404352,band_280,StellarNet
241.328864,band_281,StellarNet
241.5173294,band_282,StellarNet
241.7058316,band_283,StellarNet
241.8943705,band_284,StellarNet
242.0829461,band_285,StellarNet
242.2715584,band_286,StellarNet
242.4602073,band_287,StellarNet
242.648893,band_288,StellarNet
242.8376153,band_289,StellarNet
243.0263742,band_290,StellarNet
243.2151698,band_291,StellarNet
243.4040021,band_292,StellarNet
243.5928709,band_293,StellarNet
243.7817764,band_294,StellarNet
243.9707185,band_295,StellarNet
244.1596972,band_296,StellarNet
244.3487125,band_297,StellarNet
244.5377643,band_298,StellarNet
244.7268528,band_299,StellarNet
244.9159778,band_300,StellarNet
245.1051394,band_301,StellarNet
245.2943375,band_302,StellarNet
245.4835721,band_303,StellarNet
245.6728433,band_304,StellarNet
245.862151,band_305,StellarNet
246.0514952,band_306,StellarNet
246.240876,band_307,StellarNet
246.4302932,band_308,StellarNet
246.6197469,band_309,StellarNet
246.8092371,band_310,StellarNet
246.9987637,band_311,StellarNet
247.1883268,band_312,StellarNet
247.3779264,band_313,StellarNet
247.5675624,band_314,StellarNet
247.7572348,band_315,StellarNet
247.9469437,band_316,StellarNet
248.1366889,band_317,StellarNet
248.3264706,band_318,StellarNet
248.5162887,band_319,StellarNet
248.7061431,band_320,StellarNet
248.896034,band_321,StellarNet
249.0859612,band_322,StellarNet
249.2759247,band_323,StellarNet
249.4659247,band_324,StellarNet
249.6559609,band_325,StellarNet
249.8460335,band_326,StellarNet
250.0361424,band_327,StellarNet
250.2262877,band_328,StellarNet
250.4164692,band_329,StellarNet
250.6066871,band_330,StellarNet
250.7969412,band_331,StellarNet
250.9872316,band_332,StellarNet
251.1775583,band_333,StellarNet
251.3679213,band_334,StellarNet
251.5583205,band_335,StellarNet
251.748756,band_336,StellarNet
251.9392276,band_337,StellarNet
252.1297356,band_338,StellarNet
252.3202797,band_339,StellarNet
252.5108601,band_340,StellarNet
252.7014766,band_341,StellarNet
252.8921293,band_342,StellarNet
253.0828183,band_343,StellarNet
253.2735434,band_344,StellarNet
253.4643046,band_345,StellarNet
253.6551021,band_346,StellarNet
253.8459356,band_347,StellarNet
254.0368053,band_348,StellarNet
254.2277112,band_349,StellarNet
254.4186531,band_350,StellarNet
254.6096312,band_351,StellarNet
254.8006454,band_352,StellarNet
254.9916957,band_353,StellarNet
255.182782,band_354,StellarNet
255.3739044,band_355,StellarNet
255.5650629,band_356,StellarNet
255.7562575,band_357,StellarNet
255.9474881,band_358,StellarNet
256.1387548,band_359,StellarNet
256.3300574,band_360,StellarNet
256.5213961,band_361,StellarNet
256.7127709,band_362,StellarNet
256.9041816,band_363,StellarNet
257.0956283,band_364,StellarNet
257.287111,band_365,StellarNet
257.4786297,band_366,StellarNet
257.6701844,band_367,StellarNet
257.861775,band_368,StellarNet
258.0534016,band_369,StellarNet
258.2450641,band_370,StellarNet
258.4367625,band_371,StellarNet
258.6284969,band_372,StellarNet
258.8202672,band_373,StellarNet
259.0120734,band_374,StellarNet
259.2039155,band_375,StellarNet
259.3957935,band_376,StellarNet
259.5877073,band_377,StellarNet
259.7796571,band_378,StellarNet
259.9716427,band_379,StellarNet
260.1636641,band_380,StellarNet
260.3557215,band_381,StellarNet
260.5478146,band_382,StellarNet
260.7399436,band_383,StellarNet
260.9321083,band_384,StellarNet
261.1243089,band_385,StellarNet
261.3165453,band_386,StellarNet
261.5088175,band_387,StellarNet
261.7011255,band_388,StellarNet
261.8934692,band_389,StellarNet
262.0858488,band_390,StellarNet
262.278264,band_391,StellarNet
262.470715,band_392,StellarNet
262.6632018,band_393,StellarNet
262.8557243,band_394,StellarNet
263.0482825,band_395,StellarNet
263.2408764,band_396,StellarNet
263.433506,band_397,StellarNet
263.6261713,band_398,StellarNet
263.8188723,band_399,StellarNet
264.011609,band_400,StellarNet
264.2043814,band_401,StellarNet
264.3971894,band_402,StellarNet
264.590033,band_403,StellarNet
264.7829123,band_404,StellarNet
264.9758272,band_405,StellarNet
265.1687778,band_406,StellarNet
265.3617639,band_407,StellarNet
265.5547857,band_408,StellarNet
265.7478431,band_409,StellarNet
265.940936,band_410,StellarNet
266.1340646,band_411,StellarNet
266.3272287,band_412,StellarNet
266.5204283,band_413,StellarNet
266.7136635,band_414,StellarNet
266.9069343,band_415,StellarNet
267.1002406,band_416,StellarNet
267.2935824,band_417,StellarNet
267.4869597,band_418,StellarNet
267.6803726,band_419,StellarNet
267.8738209,band_420,StellarNet
268.0673047,band_421,StellarNet
268.260824,band_422,StellarNet
268.4543788,band_423,StellarNet
268.6479691,band_424,StellarNet
268.8415948,band_425,StellarNet
269.0352559,band_426,StellarNet
269.2289525,band_427,StellarNet
269.4226845,band_428,StellarNet
269.6164519,band_429,StellarNet
269.8102547,band_430,StellarNet
270.004093,band_431,StellarNet
270.1979666,band_432,StellarNet
270.3918756,band_433,StellarNet
270.58582,band_434,StellarNet
270.7797997,band_435,StellarNet
270.9738149,band_436,StellarNet
271.1678653,band_437,StellarNet
271.3619511,band_438,StellarNet
271.5560722,band_439,StellarNet
271.7502287,band_440,StellarNet
271.9444204,band_441,StellarNet
272.1386475,band_442,StellarNet
272.3329098,band_443,StellarNet
272.5272075,band_444,StellarNet
272.7215404,band_445,StellarNet
272.9159085,band_446,StellarNet
273.110312,band_447,StellarNet
273.3047507,band_448,StellarNet
273.4992246,band_449,StellarNet
273.6937338,band_450,StellarNet
273.8882781,band_451,StellarNet
274.0828577,band_452,StellarNet
274.2774725,band_453,StellarNet
274.4721225,band_454,StellarNet
274.6668077,band_455,StellarNet
274.8615281,band_456,StellarNet
275.0562836,band_457,StellarNet
275.2510743,band_458,StellarNet
275.4459001,band_459,StellarNet
275.6407611,band_460,StellarNet
275.8356573,band_461,StellarNet
276.0305885,band_462,StellarNet
276.2255549,band_463,StellarNet
276.4205563,band_464,StellarNet
276.6155929,band_465,StellarNet
276.8106646,band_466,StellarNet
277.0057713,band_467,StellarNet
277.2009131,band_468,StellarNet
277.39609,band_469,StellarNet
277.5913019,band_470,StellarNet
277.7865489,band_471,StellarNet
277.9818309,band_472,StellarNet
278.1771479,band_473,StellarNet
278.3725,band_474,StellarNet
278.567887,band_475,StellarNet
278.7633091,band_476,StellarNet
278.9587662,band_477,StellarNet
279.1542582,band_478,StellarNet
279.3497852,band_479,StellarNet
279.5453472,band_480,StellarNet
279.7409441,band_481,StellarNet
279.936576,band_482,StellarNet
280.1322428,band_483,StellarNet
280.3279446,band_484,StellarNet
280.5236812,band_485,StellarNet
280.7194528,band_486,StellarNet
280.9152593,band_487,StellarNet
281.1111007,band_488,StellarNet
281.3069769,band_489,StellarNet
281.5028881,band_490,StellarNet
281.6988341,band_491,StellarNet
281.8948149,band_492,StellarNet
282.0908306,band_493,StellarNet
282.2868812,band_494,StellarNet
282.4829666,band_495,StellarNet
282.6790868,band_496,StellarNet
282.8752418,band_497,StellarNet
283.0714316,band_498,StellarNet
283.2676563,band_499,StellarNet
283.4639157,band_500,StellarNet
283.6602098,band_501,StellarNet
283.8565388,band_502,StellarNet
284.0529025,band_503,StellarNet
284.249301,band_504,StellarNet
284.4457342,band_505,StellarNet
284.6422021,band_506,StellarNet
284.8387048,band_507,StellarNet
285.0352422,band_508,StellarNet
285.2318143,band_509,StellarNet
285.4284211,band_510,StellarNet
285.6250626,band_511,StellarNet
285.8217387,band_512,StellarNet
286.0184495,band_513,StellarNet
286.215195,band_514,StellarNet
286.4119752,band_515,StellarNet
286.60879,band_516,StellarNet
286.8056394,band_517,StellarNet
287.0025235,band_518,StellarNet
287.1994421,band_519,StellarNet
287.3963954,band_520,StellarNet
287.5933833,band_521,StellarNet
287.7904058,band_522,StellarNet
287.9874628,band_523,StellarNet
288.1845545,band_524,StellarNet
288.3816807,band_525,StellarNet
288.5788414,band_526,StellarNet
288.7760367,band_527,StellarNet
288.9732665,band_528,StellarNet
289.1705309,band_529,StellarNet
289.3678298,band_530,StellarNet
289.5651632,band_531,StellarNet
289.7625311,band_532,StellarNet
289.9599335,band_533,StellarNet
290.1573704,band_534,StellarNet
290.3548417,band_535,StellarNet
290.5523475,band_536,StellarNet
290.7498878,band_537,StellarNet
290.9474625,band_538,StellarNet
291.1450717,band_539,StellarNet
291.3427153,band_540,StellarNet
291.5403933,band_541,StellarNet
291.7381058,band_542,StellarNet
291.9358526,band_543,StellarNet
292.1336338,band_544,StellarNet
292.3314494,band_545,StellarNet
292.5292994,band_546,StellarNet
292.7271838,band_547,StellarNet
292.9251025,band_548,StellarNet
293.1230556,band_549,StellarNet
293.3210431,band_550,StellarNet
293.5190648,band_551,StellarNet
293.7171209,band_552,StellarNet
293.9152113,band_553,StellarNet
294.113336,band_554,StellarNet
294.311495,band_555,StellarNet
294.5096883,band_556,StellarNet
294.7079159,band_557,StellarNet
294.9061777,band_558,StellarNet
295.1044738,band_559,StellarNet
295.3028042,band_560,StellarNet
295.5011688,band_561,StellarNet
295.6995676,band_562,StellarNet
295.8980007,band_563,StellarNet
296.0964679,band_564,StellarNet
296.2949694,band_565,StellarNet
296.4935051,band_566,StellarNet
296.692075,band_567,StellarNet
296.8906791,band_568,StellarNet
297.0893173,band_569,StellarNet
297.2879897,band_570,StellarNet
297.4866963,band_571,StellarNet
297.685437,band_572,StellarNet
297.8842118,band_573,StellarNet
298.0830208,band_574,StellarNet
298.2818639,band_575,StellarNet
298.4807411,band_576,StellarNet
298.6796524,band_577,StellarNet
298.8785978,band_578,StellarNet
299.0775773,band_579,StellarNet
299.2765909,band_580,StellarNet
299.4756385,band_581,StellarNet
299.6747202,band_582,StellarNet
299.8738359,band_583,StellarNet
300.0729857,band_584,StellarNet
300.2721695,band_585,StellarNet
300.4713873,band_586,StellarNet
300.6706391,band_587,StellarNet
300.869925,band_588,StellarNet
301.0692448,band_589,StellarNet
301.2685987,band_590,StellarNet
301.4679865,band_591,StellarNet
301.6674082,band_592,StellarNet
301.866864,band_593,StellarNet
302.0663536,band_594,StellarNet
302.2658773,band_595,StellarNet
302.4654348,band_596,StellarNet
302.6650263,band_597,StellarNet
302.8646517,band_598,StellarNet
303.064311,band_599,StellarNet
303.2640042,band_600,StellarNet
303.4637313,band_601,StellarNet
303.6634923,band_602,StellarNet
303.8632871,band_603,StellarNet
304.0631158,band_604,StellarNet
304.2629784,band_605,StellarNet
304.4628748,band_606,StellarNet
304.6628051,band_607,StellarNet
304.8627691,band_608,StellarNet
305.062767,band_609,StellarNet
305.2627987,band_610,StellarNet
305.4628642,band_611,StellarNet
305.6629635,band_612,StellarNet
305.8630965,band_613,StellarNet
306.0632634,band_614,StellarNet
306.263464,band_615,StellarNet
306.4636983,band_616,StellarNet
306.6639664,band_617,StellarNet
306.8642683,band_618,StellarNet
307.0646039,band_619,StellarNet
307.2649731,band_620,StellarNet
307.4653762,band_621,StellarNet
307.6658129,band_622,StellarNet
307.8662833,band_623,StellarNet
308.0667873,band_624,StellarNet
308.2673251,band_625,StellarNet
308.4678965,band_626,StellarNet
308.6685016,band_627,StellarNet
308.8691403,band_628,StellarNet
309.0698127,band_629,StellarNet
309.2705187,band_630,StellarNet
309.4712583,band_631,StellarNet
309.6720316,band_632,StellarNet
309.8728384,band_633,StellarNet
310.0736788,band_634,StellarNet
310.2745529,band_635,StellarNet
310.4754605,band_636,StellarNet
310.6764016,band_637,StellarNet
310.8773764,band_638,StellarNet
311.0783846,band_639,StellarNet
311.2794265,band_640,StellarNet
311.4805018,band_641,StellarNet
311.6816107,band_642,StellarNet
311.8827531,band_643,StellarNet
312.083929,band_644,StellarNet
312.2851384,band_645,StellarNet
312.4863813,band_646,StellarNet
312.6876576,band_647,StellarNet
312.8889675,band_648,StellarNet
313.0903108,band_649,StellarNet
313.2916875,band_650,StellarNet
313.4930977,band_651,StellarNet
313.6945413,band_652,StellarNet
313.8960184,band_653,StellarNet
314.0975289,band_654,StellarNet
314.2990728,band_655,StellarNet
314.50065,band_656,StellarNet
314.7022607,band_657,StellarNet
314.9039048,band_658,StellarNet
315.1055822,band_659,StellarNet
315.307293,band_660,StellarNet
315.5090372,band_661,StellarNet
315.7108146,band_662,StellarNet
315.9126255,band_663,StellarNet
316.1144696,band_664,StellarNet
316.3163471,band_665,StellarNet
316.5182579,band_666,StellarNet
316.720202,band_667,StellarNet
316.9221794,band_668,StellarNet
317.1241901,band_669,StellarNet
317.326234,band_670,StellarNet
317.5283112,band_671,StellarNet
317.7304217,band_672,StellarNet
317.9325654,band_673,StellarNet
318.1347424,band_674,StellarNet
318.3369526,band_675,StellarNet
318.539196,band_676,StellarNet
318.7414726,band_677,StellarNet
318.9437824,band_678,StellarNet
319.1461254,band_679,StellarNet
319.3485016,band_680,StellarNet
319.550911,band_681,StellarNet
319.7533536,band_682,StellarNet
319.9558293,band_683,StellarNet
320.1583382,band_684,StellarNet
320.3608802,band_685,StellarNet
320.5634553,band_686,StellarNet
320.7660636,band_687,StellarNet
320.9687049,band_688,StellarNet
321.1713794,band_689,StellarNet
321.374087,band_690,StellarNet
321.5768277,band_691,StellarNet
321.7796014,band_692,StellarNet
321.9824083,band_693,StellarNet
322.1852481,band_694,StellarNet
322.3881211,band_695,StellarNet
322.591027,band_696,StellarNet
322.7939661,band_697,StellarNet
322.9969381,band_698,StellarNet
323.1999432,band_699,StellarNet
323.4029812,band_700,StellarNet
323.6060523,band_701,StellarNet
323.8091563,band_702,StellarNet
324.0122934,band_703,StellarNet
324.2154634,band_704,StellarNet
324.4186664,band_705,StellarNet
324.6219023,band_706,StellarNet
324.8251712,band_707,StellarNet
325.028473,band_708,StellarNet
325.2318077,band_709,StellarNet
325.4351754,band_710,StellarNet
325.638576,band_711,StellarNet
325.8420094,band_712,StellarNet
326.0454758,band_713,StellarNet
326.248975,band_714,StellarNet
326.4525072,band_715,StellarNet
326.6560722,band_716,StellarNet
326.85967,band_717,StellarNet
327.0633007,band_718,StellarNet
327.2669642,band_719,StellarNet
327.4706606,band_720,StellarNet
327.6743898,band_721,StellarNet
327.8781518,band_722,StellarNet
328.0819466,band_723,StellarNet
328.2857742,band_724,StellarNet
328.4896346,band_725,StellarNet
328.6935277,band_726,StellarNet
328.8974537,band_727,StellarNet
329.1014124,band_728,StellarNet
329.3054038,band_729,StellarNet
329.509428,band_730,StellarNet
329.7134849,band_731,StellarNet
329.9175745,band_732,StellarNet
330.1216969,band_733,StellarNet
330.325852,band_734,StellarNet
330.5300397,band_735,StellarNet
330.7342602,band_736,StellarNet
330.9385133,band_737,StellarNet
331.1427991,band_738,StellarNet
331.3471175,band_739,StellarNet
331.5514686,band_740,StellarNet
331.7558524,band_741,StellarNet
331.9602688,band_742,StellarNet
332.1647178,band_743,StellarNet
332.3691994,band_744,StellarNet
332.5737137,band_745,StellarNet
332.7782605,band_746,StellarNet
332.9828399,band_747,StellarNet
333.1874519,band_748,StellarNet
333.3920965,band_749,StellarNet
333.5967737,band_750,StellarNet
333.8014834,band_751,StellarNet
334.0062256,band_752,StellarNet
334.2110004,band_753,StellarNet
334.4158077,band_754,StellarNet
334.6206475,band_755,StellarNet
334.8255199,band_756,StellarNet
335.0304247,band_757,StellarNet
335.2353621,band_758,StellarNet
335.4403319,band_759,StellarNet
335.6453342,band_760,StellarNet
335.8503689,band_761,StellarNet
336.0554361,band_762,StellarNet
336.2605358,band_763,StellarNet
336.4656679,band_764,StellarNet
336.6708325,band_765,StellarNet
336.8760294,band_766,StellarNet
337.0812588,band_767,StellarNet
337.2865205,band_768,StellarNet
337.4918147,band_769,StellarNet
337.6971413,band_770,StellarNet
337.9025002,band_771,StellarNet
338.1078915,band_772,StellarNet
338.3133151,band_773,StellarNet
338.5187712,band_774,StellarNet
338.7242595,band_775,StellarNet
338.9297802,band_776,StellarNet
339.1353332,band_777,StellarNet
339.3409185,band_778,StellarNet
339.5465361,band_779,StellarNet
339.7521861,band_780,StellarNet
339.9578683,band_781,StellarNet
340.1635828,band_782,StellarNet
340.3693295,band_783,StellarNet
340.5751085,band_784,StellarNet
340.7809198,band_785,StellarNet
340.9867633,band_786,StellarNet
341.1926391,band_787,StellarNet
341.3985471,band_788,StellarNet
341.6044872,band_789,StellarNet
341.8104596,band_790,StellarNet
342.0164642,band_791,StellarNet
342.222501,band_792,StellarNet
342.42857,band_793,StellarNet
342.6346712,band_794,StellarNet
342.8408045,band_795,StellarNet
343.0469699,band_796,StellarNet
343.2531675,band_797,StellarNet
343.4593973,band_798,StellarNet
343.6656592,band_799,StellarNet
343.8719531,band_800,StellarNet
344.0782792,band_801,StellarNet
344.2846375,band_802,StellarNet
344.4910277,band_803,StellarNet
344.6974501,band_804,StellarNet
344.9039046,band_805,StellarNet
345.1103911,band_806,StellarNet
345.3169097,band_807,StellarNet
345.5234603,band_808,StellarNet
345.730043,band_809,StellarNet
345.9366577,band_810,StellarNet
346.1433044,band_811,StellarNet
346.3499831,band_812,StellarNet
346.5566938,band_813,StellarNet
346.7634366,band_814,StellarNet
346.9702113,band_815,StellarNet
347.177018,band_816,StellarNet
347.3838566,band_817,StellarNet
347.5907272,band_818,StellarNet
347.7976298,band_819,StellarNet
348.0045643,band_820,StellarNet
348.2115307,band_821,StellarNet
348.4185291,band_822,StellarNet
348.6255594,band_823,StellarNet
348.8326215,band_824,StellarNet
349.0397156,band_825,StellarNet
349.2468416,band_826,StellarNet
349.4539994,band_827,StellarNet
349.6611892,band_828,StellarNet
349.8684107,band_829,StellarNet
350.0756642,band_830,StellarNet
350.2829494,band_831,StellarNet
350.4902665,band_832,StellarNet
350.6976155,band_833,StellarNet
350.9049962,band_834,StellarNet
351.1124088,band_835,StellarNet
351.3198531,band_836,StellarNet
351.5273293,band_837,StellarNet
351.7348372,band_838,StellarNet
351.9423769,band_839,StellarNet
352.1499483,band_840,StellarNet
352.3575516,band_841,StellarNet
352.5651865,band_842,StellarNet
352.7728532,band_843,StellarNet
352.9805516,band_844,StellarNet
353.1882818,band_845,StellarNet
353.3960436,band_846,StellarNet
353.6038372,band_847,StellarNet
353.8116624,band_848,StellarNet
354.0195194,band_849,StellarNet
354.227408,band_850,StellarNet
354.4353283,band_851,StellarNet
354.6432802,band_852,StellarNet
354.8512638,band_853,StellarNet
355.059279,band_854,StellarNet
355.2673258,band_855,StellarNet
355.4754043,band_856,StellarNet
355.6835144,band_857,StellarNet
355.891656,band_858,StellarNet
356.0998293,band_859,StellarNet
356.3080342,band_860,StellarNet
356.5162706,band_861,StellarNet
356.7245386,band_862,StellarNet
356.9328382,band_863,StellarNet
357.1411693,band_864,StellarNet
357.3495319,band_865,StellarNet
357.5579261,band_866,StellarNet
357.7663518,band_867,StellarNet
357.974809,band_868,StellarNet
358.1832978,band_869,StellarNet
358.391818,band_870,StellarNet
358.6003697,band_871,StellarNet
358.8089529,band_872,StellarNet
359.0175676,band_873,StellarNet
359.2262137,band_874,StellarNet
359.4348913,band_875,StellarNet
359.6436003,band_876,StellarNet
359.8523407,band_877,StellarNet
360.0611126,band_878,StellarNet
360.2699159,band_879,StellarNet
360.4787506,band_880,StellarNet
360.6876167,band_881,StellarNet
360.8965142,band_882,StellarNet
361.1054431,band_883,StellarNet
361.3144033,band_884,StellarNet
361.5233949,band_885,StellarNet
361.7324179,band_886,StellarNet
361.9414722,band_887,StellarNet
362.1505578,band_888,StellarNet
362.3596748,band_889,StellarNet
362.5688231,band_890,StellarNet
362.7780027,band_891,StellarNet
362.9872135,band_892,StellarNet
363.1964557,band_893,StellarNet
363.4057292,band_894,StellarNet
363.615034,band_895,StellarNet
363.82437,band_896,StellarNet
364.0337372,band_897,StellarNet
364.2431358,band_898,StellarNet
364.4525655,band_899,StellarNet
364.6620265,band_900,StellarNet
364.8715187,band_901,StellarNet
365.0810421,band_902,StellarNet
365.2905967,band_903,StellarNet
365.5001825,band_904,StellarNet
365.7097995,band_905,StellarNet
365.9194477,band_906,StellarNet
366.1291271,band_907,StellarNet
366.3388376,band_908,StellarNet
366.5485792,band_909,StellarNet
366.758352,band_910,StellarNet
366.9681559,band_911,StellarNet
367.177991,band_912,StellarNet
367.3878571,band_913,StellarNet
367.5977544,band_914,StellarNet
367.8076828,band_915,StellarNet
368.0176422,band_916,StellarNet
368.2276327,band_917,StellarNet
368.4376543,band_918,StellarNet
368.647707,band_919,StellarNet
368.8577907,band_920,StellarNet
369.0679055,band_921,StellarNet
369.2780512,band_922,StellarNet
369.4882281,band_923,StellarNet
369.6984359,band_924,StellarNet
369.9086747,band_925,StellarNet
370.1189446,band_926,StellarNet
370.3292454,band_927,StellarNet
370.5395772,band_928,StellarNet
370.74994,band_929,StellarNet
370.9603337,band_930,StellarNet
371.1707584,band_931,StellarNet
371.381214,band_932,StellarNet
371.5917006,band_933,StellarNet
371.8022181,band_934,StellarNet
372.0127665,band_935,StellarNet
372.2233458,band_936,StellarNet
372.4339561,band_937,StellarNet
372.6445972,band_938,StellarNet
372.8552692,band_939,StellarNet
373.0659721,band_940,StellarNet
373.2767058,band_941,StellarNet
373.4874704,band_942,StellarNet
373.6982659,band_943,StellarNet
373.9090922,band_944,StellarNet
374.1199493,band_945,StellarNet
374.3308372,band_946,StellarNet
374.541756,band_947,StellarNet
374.7527055,band_948,StellarNet
374.9636858,band_949,StellarNet
375.174697,band_950,StellarNet
375.3857389,band_951,StellarNet
375.5968116,band_952,StellarNet
375.807915,band_953,StellarNet
376.0190492,band_954,StellarNet
376.2302141,band_955,StellarNet
376.4414097,band_956,StellarNet
