wavelength,band,device
376.6526361,band_957,StellarNet
376.8638932,band_958,StellarNet
377.075181,band_959,StellarNet
377.2864995,band_960,StellarNet
377.4978487,band_961,StellarNet
377.7092285,band_962,StellarNet
377.920639,band_963,StellarNet
378.1320802,band_964,StellarNet
378.3435521,band_965,StellarNet
378.5550545,band_966,StellarNet
378.7665877,band_967,StellarNet
378.9781514,band_968,StellarNet
379.1897457,band_969,StellarNet
379.4013707,band_970,StellarNet
379.6130263,band_971,StellarNet
379.8247124,band_972,StellarNet
380.0364291,band_973,StellarNet
380.2481764,band_974,StellarNet
380.4599543,band_975,StellarNet
380.6717627,band_976,StellarNet
380.8836017,band_977,StellarNet
381.0954712,band_978,StellarNet
381.3073712,band_979,StellarNet
381.5193018,band_980,StellarNet
381.7312628,band_981,StellarNet
381.9432544,band_982,StellarNet
382.1552764,band_983,StellarNet
382.3673289,band_984,StellarNet
382.5794119,band_985,StellarNet
382.7915254,band_986,StellarNet
383.0036693,band_987,StellarNet
383.2158437,band_988,StellarNet
383.4280485,band_989,StellarNet
383.6402837,band_990,StellarNet
383.8525494,band_991,StellarNet
384.0648455,band_992,StellarNet
384.2771719,band_993,StellarNet
384.4895288,band_994,StellarNet
384.7019161,band_995,StellarNet
384.9143337,band_996,StellarNet
385.1267817,band_997,StellarNet
385.33926,band_998,StellarNet
385.5517687,band_999,StellarNet
385.7643078,band_1000,StellarNet
385.9768771,band_1001,StellarNet
386.1894768,band_1002,StellarNet
386.4021068,band_1003,StellarNet
386.6147671,band_1004,StellarNet
386.8274578,band_1005,StellarNet
387.0401786,band_1006,StellarNet
387.2529298,band_1007,StellarNet
387.4657113,band_1008,StellarNet
387.678523,band_1009,StellarNet
387.8913649,band_1010,StellarNet
388.1042371,band_1011,StellarNet
388.3171396,band_1012,StellarNet
388.5300722,band_1013,StellarNet
388.7430351,band_1014,StellarNet
388.9560282,band_1015,StellarNet
389.1690514,band_1016,StellarNet
389.3821049,band_1017,StellarNet
389.5951885,band_1018,StellarNet
389.8083024,band_1019,StellarNet
390.0214463,band_1020,StellarNet
390.2346205,band_1021,StellarNet
390.4478247,band_1022,StellarNet
390.6610592,band_1023,StellarNet
390.8743237,band_1024,StellarNet
391.0876184,band_1025,StellarNet
391.3009431,band_1026,StellarNet
391.514298,band_1027,StellarNet
391.727683,band_1028,StellarNet
391.941098,band_1029,StellarNet
392.1545431,band_1030,StellarNet
392.3680183,band_1031,StellarNet
392.5815235,band_1032,StellarNet
392.7950588,band_1033,StellarNet
393.0086241,band_1034,StellarNet
393.2222195,band_1035,StellarNet
393.4358448,band_1036,StellarNet
393.6495002,band_1037,StellarNet
393.8631856,band_1038,StellarNet
394.076901,band_1039,StellarNet
394.2906463,band_1040,StellarNet
394.5044217,band_1041,StellarNet
394.718227,band_1042,StellarNet
394.9320622,band_1043,StellarNet
395.1459275,band_1044,StellarNet
395.3598226,band_1045,StellarNet
395.5737477,band_1046,StellarNet
395.7877027,band_1047,StellarNet
396.0016876,band_1048,StellarNet
396.2157024,band_1049,StellarNet
396.4297471,band_1050,StellarNet
396.6438218,band_1051,StellarNet
396.8579262,band_1052,StellarNet
397.0720606,band_1053,StellarNet
397.2862248,band_1054,StellarNet
397.5004189,band_1055,StellarNet
397.7146428,band_1056,StellarNet
397.9288965,band_1057,StellarNet
398.1431801,band_1058,StellarNet
398.3574934,band_1059,StellarNet
398.5718366,band_1060,StellarNet
398.7862096,band_1061,StellarNet
399.0006124,band_1062,StellarNet
399.2150449,band_1063,StellarNet
399.4295073,band_1064,StellarNet
399.6439993,band_1065,StellarNet
399.8585212,band_1066,StellarNet
400.0730728,band_1067,StellarNet
400.2876541,band_1068,StellarNet
400.5022651,band_1069,StellarNet
400.7169059,band_1070,StellarNet
400.9315764,band_1071,StellarNet
401.1462765,band_1072,StellarNet
401.3610064,band_1073,StellarNet
401.5757659,band_1074,StellarNet
401.7905552,band_1075,StellarNet
402.005374,band_1076,StellarNet
402.2202226,band_1077,StellarNet
402.4351008,band_1078,StellarNet
402.6500086,band_1079,StellarNet
402.864946,band_1080,StellarNet
403.0799131,band_1081,StellarNet
403.2949098,band_1082,StellarNet
403.5099361,band_1083,StellarNet
403.724992,band_1084,StellarNet
403.9400774,band_1085,StellarNet
404.1551925,band_1086,StellarNet
404.3703371,band_1087,StellarNet
404.5855112,band_1088,StellarNet
404.8007149,band_1089,StellarNet
405.0159482,band_1090,StellarNet
405.231211,band_1091,StellarNet
405.4465033,band_1092,StellarNet
405.6618251,band_1093,StellarNet
405.8771764,band_1094,StellarNet
406.0925572,band_1095,StellarNet
406.3079675,band_1096,StellarNet
406.5234073,band_1097,StellarNet
406.7388766,band_1098,StellarNet
406.9543753,band_1099,StellarNet
407.1699035,band_1100,StellarNet
407.3854611,band_1101,StellarNet
407.6010481,band_1102,StellarNet
407.8166646,band_1103,StellarNet
408.0323104,band_1104,StellarNet
408.2479857,band_1105,StellarNet
408.4636904,band_1106,StellarNet
408.6794245,band_1107,StellarNet
408.8951879,band_1108,StellarNet
409.1109807,band_1109,StellarNet
409.3268029,band_1110,StellarNet
409.5426545,band_1111,StellarNet
409.7585353,band_1112,StellarNet
409.9744455,band_1113,StellarNet
410.1903851,band_1114,StellarNet
410.4063539,band_1115,StellarNet
410.6223521,band_1116,StellarNet
410.8383796,band_1117,StellarNet
411.0544363,band_1118,StellarNet
411.2705224,band_1119,StellarNet
411.4866377,band_1120,StellarNet
411.7027823,band_1121,StellarNet
411.9189561,band_1122,StellarNet
412.1351592,band_1123,StellarNet
412.3513915,band_1124,StellarNet
412.567653,band_1125,StellarNet
412.7839438,band_1126,StellarNet
413.0002638,band_1127,StellarNet
413.216613,band_1128,StellarNet
413.4329913,band_1129,StellarNet
413.6493989,band_1130,StellarNet
413.8658356,band_1131,StellarNet
414.0823015,band_1132,StellarNet
414.2987966,band_1133,StellarNet
414.5153208,band_1134,StellarNet
414.7318741,band_1135,StellarNet
414.9484566,band_1136,StellarNet
415.1650682,band_1137,StellarNet
415.3817089,band_1138,StellarNet
415.5983787,band_1139,StellarNet
415.8150776,band_1140,StellarNet
416.0318056,band_1141,StellarNet
416.2485627,band_1142,StellarNet
416.4653488,band_1143,StellarNet
416.682164,band_1144,StellarNet
416.8990083,band_1145,StellarNet
417.1158816,band_1146,StellarNet
417.3327839,band_1147,StellarNet
417.5497153,band_1148,StellarNet
417.7666756,band_1149,StellarNet
417.983665,band_1150,StellarNet
418.2006834,band_1151,StellarNet
418.4177307,band_1152,StellarNet
418.6348071,band_1153,StellarNet
418.8519124,band_1154,StellarNet
419.0690466,band_1155,StellarNet
419.2862099,band_1156,StellarNet
419.503402,band_1157,StellarNet
419.7206231,band_1158,StellarNet
419.9378732,band_1159,StellarNet
420.1551521,band_1160,StellarNet
420.37246,band_1161,StellarNet
420.5897967,band_1162,StellarNet
420.8071624,band_1163,StellarNet
421.0245569,band_1164,StellarNet
421.2419803,band_1165,StellarNet
421.4594325,band_1166,StellarNet
421.6769137,band_1167,StellarNet
421.8944236,band_1168,StellarNet
422.1119624,band_1169,StellarNet
422.3295301,band_1170,StellarNet
422.5471265,band_1171,StellarNet
422.7647518,band_1172,StellarNet
422.9824058,band_1173,StellarNet
423.2000887,band_1174,StellarNet
423.4178003,band_1175,StellarNet
423.6355407,band_1176,StellarNet
423.8533099,band_1177,StellarNet
424.0711079,band_1178,StellarNet
424.2889345,band_1179,StellarNet
424.50679,band_1180,StellarNet
424.7246741,band_1181,StellarNet
424.942587,band_1182,StellarNet
425.1605286,band_1183,StellarNet
425.3784989,band_1184,StellarNet
425.5964979,band_1185,StellarNet
425.8145255,band_1186,StellarNet
426.0325819,band_1187,StellarNet
426.2506669,band_1188,StellarNet
426.4687806,band_1189,StellarNet
426.6869229,band_1190,StellarNet
426.9050939,band_1191,StellarNet
427.1232935,band_1192,StellarNet
427.3415217,band_1193,StellarNet
427.5597786,band_1194,StellarNet
427.778064,band_1195,StellarNet
427.9963781,band_1196,StellarNet
428.2147207,band_1197,StellarNet
428.4330919,band_1198,StellarNet
428.6514917,band_1199,StellarNet
428.8699201,band_1200,StellarNet
429.088377,band_1201,StellarNet
429.3068624,band_1202,StellarNet
429.5253764,band_1203,StellarNet
429.7439189,band_1204,StellarNet
429.9624899,band_1205,StellarNet
430.1810895,band_1206,StellarNet
430.3997175,band_1207,StellarNet
430.618374,band_1208,StellarNet
430.837059,band_1209,StellarNet
431.0557725,band_1210,StellarNet
431.2745144,band_1211,StellarNet
431.4932848,band_1212,StellarNet
431.7120837,band_1213,StellarNet
431.9309109,band_1214,StellarNet
432.1497666,band_1215,StellarNet
432.3686508,band_1216,StellarNet
432.5875633,band_1217,StellarNet
432.8065042,band_1218,StellarNet
433.0254736,band_1219,StellarNet
433.2444713,band_1220,StellarNet
433.4634974,band_1221,StellarNet
433.6825518,band_1222,StellarNet
433.9016346,band_1223,StellarNet
434.1207458,band_1224,StellarNet
434.3398853,band_1225,StellarNet
434.5590531,band_1226,StellarNet
434.7782493,band_1227,StellarNet
434.9974737,band_1228,StellarNet
435.2167265,band_1229,StellarNet
435.4360076,band_1230,StellarNet
435.6553169,band_1231,StellarNet
435.8746545,band_1232,StellarNet
436.0940204,band_1233,StellarNet
436.3134146,band_1234,StellarNet
436.532837,band_1235,StellarNet
436.7522876,band_1236,StellarNet
436.9717665,band_1237,StellarNet
437.1912736,band_1238,StellarNet
437.4108089,band_1239,StellarNet
437.6303724,band_1240,StellarNet
437.8499642,band_1241,StellarNet
438.0695841,band_1242,StellarNet
438.2892321,band_1243,StellarNet
438.5089084,band_1244,StellarNet
438.7286128,band_1245,StellarNet
438.9483454,band_1246,StellarNet
439.1681061,band_1247,StellarNet
439.3878949,band_1248,StellarNet
439.6077119,band_1249,StellarNet
439.827557,band_1250,StellarNet
440.0474302,band_1251,StellarNet
440.2673315,band_1252,StellarNet
440.4872609,band_1253,StellarNet
440.7072184,band_1254,StellarNet
440.9272039,band_1255,StellarNet
441.1472175,band_1256,StellarNet
441.3672592,band_1257,StellarNet
441.5873289,band_1258,StellarNet
441.8074266,band_1259,StellarNet
442.0275524,band_1260,StellarNet
442.2477062,band_1261,StellarNet
442.467888,band_1262,StellarNet
442.6880978,band_1263,StellarNet
442.9083356,band_1264,StellarNet
443.1286014,band_1265,StellarNet
443.3488951,band_1266,StellarNet
443.5692168,band_1267,StellarNet
443.7895665,band_1268,StellarNet
444.0099441,band_1269,StellarNet
444.2303497,band_1270,StellarNet
444.4507832,band_1271,StellarNet
444.6712446,band_1272,StellarNet
444.8917339,band_1273,StellarNet
445.1122511,band_1274,StellarNet
445.3327963,band_1275,StellarNet
445.5533693,band_1276,StellarNet
445.7739702,band_1277,StellarNet
445.9945989,band_1278,StellarNet
446.2152555,band_1279,StellarNet
446.43594,band_1280,StellarNet
446.6566523,band_1281,StellarNet
446.8773924,band_1282,StellarNet
447.0981604,band_1283,StellarNet
447.3189562,band_1284,StellarNet
447.5397798,band_1285,StellarNet
447.7606311,band_1286,StellarNet
447.9815103,band_1287,StellarNet
448.2024173,band_1288,StellarNet
448.423352,band_1289,StellarNet
448.6443144,band_1290,StellarNet
448.8653047,band_1291,StellarNet
449.0863226,band_1292,StellarNet
449.3073684,band_1293,StellarNet
449.5284418,band_1294,StellarNet
449.7495429,band_1295,StellarNet
449.9706718,band_1296,StellarNet
450.1918283,band_1297,StellarNet
450.4130126,band_1298,StellarNet
450.6342245,band_1299,StellarNet
450.8554641,band_1300,StellarNet
451.0767314,band_1301,StellarNet
451.2980263,band_1302,StellarNet
451.5193489,band_1303,StellarNet
451.7406991,band_1304,StellarNet
451.9620769,band_1305,StellarNet
452.1834823,band_1306,StellarNet
452.4049154,band_1307,StellarNet
452.626376,band_1308,StellarNet
452.8478643,band_1309,StellarNet
453.0693801,band_1310,StellarNet
453.2909235,band_1311,StellarNet
453.5124945,band_1312,StellarNet
453.734093,band_1313,StellarNet
453.9557191,band_1314,StellarNet
454.1773727,band_1315,StellarNet
454.3990539,band_1316,StellarNet
454.6207625,band_1317,StellarNet
454.8424987,band_1318,StellarNet
455.0642624,band_1319,StellarNet
455.2860536,band_1320,StellarNet
455.5078723,band_1321,StellarNet
455.7297184,band_1322,StellarNet
455.951592,band_1323,StellarNet
456.1734931,band_1324,StellarNet
456.3954216,band_1325,StellarNet
456.6173775,band_1326,StellarNet
456.8393609,band_1327,StellarNet
457.0613717,band_1328,StellarNet
457.28341,band_1329,StellarNet
457.5054756,band_1330,StellarNet
457.7275686,band_1331,StellarNet
457.949689,band_1332,StellarNet
458.1718368,band_1333,StellarNet
458.394012,band_1334,StellarNet
458.6162145,band_1335,StellarNet
458.8384444,band_1336,StellarNet
459.0607016,band_1337,StellarNet
459.2829862,band_1338,StellarNet
459.5052981,band_1339,StellarNet
459.7276373,band_1340,StellarNet
459.9500038,band_1341,StellarNet
460.1723976,band_1342,StellarNet
460.3948187,band_1343,StellarNet
460.6172671,band_1344,StellarNet
460.8397427,band_1345,StellarNet
461.0622456,band_1346,StellarNet
461.2847758,band_1347,StellarNet
461.5073332,band_1348,StellarNet
461.7299178,band_1349,StellarNet
461.9525297,band_1350,StellarNet
462.1751688,band_1351,StellarNet
462.3978351,band_1352,StellarNet
462.6205286,band_1353,StellarNet
462.8432493,band_1354,StellarNet
463.0659972,band_1355,StellarNet
463.2887722,band_1356,StellarNet
463.5115745,band_1357,StellarNet
463.7344038,band_1358,StellarNet
463.9572604,band_1359,StellarNet
464.180144,band_1360,StellarNet
464.4030548,band_1361,StellarNet
464.6259927,band_1362,StellarNet
464.8489577,band_1363,StellarNet
465.0719499,band_1364,StellarNet
465.2949691,band_1365,StellarNet
465.5180154,band_1366,StellarNet
465.7410888,band_1367,StellarNet
465.9641892,band_1368,StellarNet
466.1873167,band_1369,StellarNet
466.4104713,band_1370,StellarNet
466.6336529,band_1371,StellarNet
466.8568615,band_1372,StellarNet
467.0800972,band_1373,StellarNet
467.3033599,band_1374,StellarNet
467.5266495,band_1375,StellarNet
467.7499662,band_1376,StellarNet
467.9733099,band_1377,StellarNet
468.1966805,band_1378,StellarNet
468.4200781,band_1379,StellarNet
468.6435027,band_1380,StellarNet
468.8669542,band_1381,StellarNet
469.0904326,band_1382,StellarNet
469.313938,band_1383,StellarNet
469.5374704,band_1384,StellarNet
469.7610296,band_1385,StellarNet
469.9846158,band_1386,StellarNet
470.2082288,band_1387,StellarNet
470.4318687,band_1388,StellarNet
470.6555355,band_1389,StellarNet
470.8792292,band_1390,StellarNet
471.1029498,band_1391,StellarNet
471.3266972,band_1392,StellarNet
471.5504714,band_1393,StellarNet
471.7742725,band_1394,StellarNet
471.9981004,band_1395,StellarNet
472.2219552,band_1396,StellarNet
472.4458367,band_1397,StellarNet
472.669745,band_1398,StellarNet
472.8936802,band_1399,StellarNet
473.1176421,band_1400,StellarNet
473.3416308,band_1401,StellarNet
473.5656462,band_1402,StellarNet
473.7896884,band_1403,StellarNet
474.0137574,band_1404,StellarNet
474.2378531,band_1405,StellarNet
474.4619755,band_1406,StellarNet
474.6861247,band_1407,StellarNet
474.9103005,band_1408,StellarNet
475.1345031,band_1409,StellarNet
475.3587324,band_1410,StellarNet
475.5829883,band_1411,StellarNet
475.8072709,band_1412,StellarNet
476.0315802,band_1413,StellarNet
476.2559161,band_1414,StellarNet
476.4802787,band_1415,StellarNet
476.704668,band_1416,StellarNet
476.9290838,band_1417,StellarNet
477.1535263,band_1418,StellarNet
477.3779954,band_1419,StellarNet
477.6024911,band_1420,StellarNet
477.8270134,band_1421,StellarNet
478.0515623,band_1422,StellarNet
478.2761378,band_1423,StellarNet
478.5007398,band_1424,StellarNet
478.7253684,band_1425,StellarNet
478.9500236,band_1426,StellarNet
479.1747053,band_1427,StellarNet
479.3994135,band_1428,StellarNet
479.6241482,band_1429,StellarNet
479.8489095,band_1430,StellarNet
480.0736973,band_1431,StellarNet
480.2985116,band_1432,StellarNet
480.5233523,band_1433,StellarNet
480.7482196,band_1434,StellarNet
480.9731133,band_1435,StellarNet
481.1980335,band_1436,StellarNet
481.4229801,band_1437,StellarNet
481.6479532,band_1438,StellarNet
481.8729527,band_1439,StellarNet
482.0979786,band_1440,StellarNet
482.323031,band_1441,StellarNet
482.5481098,band_1442,StellarNet
482.7732149,band_1443,StellarNet
482.9983465,band_1444,StellarNet
483.2235044,band_1445,StellarNet
483.4486887,band_1446,StellarNet
483.6738994,band_1447,StellarNet
483.8991365,band_1448,StellarNet
484.1243999,band_1449,StellarNet
484.3496896,band_1450,StellarNet
484.5750056,band_1451,StellarNet
484.800348,band_1452,StellarNet
485.0257167,band_1453,StellarNet
485.2511117,band_1454,StellarNet
485.476533,band_1455,StellarNet
485.7019805,band_1456,StellarNet
485.9274544,band_1457,StellarNet
486.1529545,band_1458,StellarNet
486.3784808,band_1459,StellarNet
486.6040335,band_1460,StellarNet
486.8296123,band_1461,StellarNet
487.0552174,band_1462,StellarNet
487.2808487,band_1463,StellarNet
487.5065062,band_1464,StellarNet
487.73219,band_1465,StellarNet
487.9578999,band_1466,StellarNet
488.183636,band_1467,StellarNet
488.4093983,band_1468,StellarNet
488.6351868,band_1469,StellarNet
488.8610014,band_1470,StellarNet
489.0868422,band_1471,StellarNet
489.3127091,band_1472,StellarNet
489.5386021,band_1473,StellarNet
489.7645213,band_1474,StellarNet
489.9904666,band_1475,StellarNet
490.216438,band_1476,StellarNet
490.4424355,band_1477,StellarNet
490.6684591,band_1478,StellarNet
490.8945087,band_1479,StellarNet
491.1205845,band_1480,StellarNet
491.3466863,band_1481,StellarNet
491.5728141,band_1482,StellarNet
491.798968,band_1483,StellarNet
492.0251479,band_1484,StellarNet
492.2513539,band_1485,StellarNet
492.4775859,band_1486,StellarNet
492.7038439,band_1487,StellarNet
492.9301278,band_1488,StellarNet
493.1564378,band_1489,StellarNet
493.3827738,band_1490,StellarNet
493.6091357,band_1491,StellarNet
493.8355236,band_1492,StellarNet
494.0619375,band_1493,StellarNet
494.2883773,band_1494,StellarNet
494.514843,band_1495,StellarNet
494.7413347,band_1496,StellarNet
494.9678523,band_1497,StellarNet
495.1943958,band_1498,StellarNet
495.4209652,band_1499,StellarNet
495.6475605,band_1500,StellarNet
495.8741817,band_1501,StellarNet
496.1008287,band_1502,StellarNet
496.3275016,band_1503,StellarNet
496.5542004,band_1504,StellarNet
496.7809251,band_1505,StellarNet
497.0076755,band_1506,StellarNet
497.2344518,band_1507,StellarNet
497.461254,band_1508,StellarNet
497.6880819,band_1509,StellarNet
497.9149356,band_1510,StellarNet
498.1418152,band_1511,StellarNet
498.3687205,band_1512,StellarNet
498.5956516,band_1513,StellarNet
498.8226085,band_1514,StellarNet
499.0495911,band_1515,StellarNet
499.2765995,band_1516,StellarNet
499.5036336,band_1517,StellarNet
499.7306935,band_1518,StellarNet
499.9577791,band_1519,StellarNet
500.1848904,band_1520,StellarNet
500.4120274,band_1521,StellarNet
500.6391901,band_1522,StellarNet
500.8663785,band_1523,StellarNet
501.0935926,band_1524,StellarNet
501.3208323,band_1525,StellarNet
501.5480977,band_1526,StellarNet
501.7753888,band_1527,StellarNet
502.0027055,band_1528,StellarNet
502.2300478,band_1529,StellarNet
502.4574158,band_1530,StellarNet
502.6848094,band_1531,StellarNet
502.9122286,band_1532,StellarNet
503.1396734,band_1533,StellarNet
503.3671438,band_1534,StellarNet
503.5946397,band_1535,StellarNet
503.8221613,band_1536,StellarNet
504.0497084,band_1537,StellarNet
504.2772811,band_1538,StellarNet
504.5048793,band_1539,StellarNet
504.732503,band_1540,StellarNet
504.9601523,band_1541,StellarNet
505.1878271,band_1542,StellarNet
505.4155274,band_1543,StellarNet
505.6432532,band_1544,StellarNet
505.8710045,band_1545,StellarNet
506.0987813,band_1546,StellarNet
506.3265836,band_1547,StellarNet
506.5544113,band_1548,StellarNet
506.7822645,band_1549,StellarNet
507.0101431,band_1550,StellarNet
507.2380472,band_1551,StellarNet
507.4659767,band_1552,StellarNet
507.6939316,band_1553,StellarNet
507.921912,band_1554,StellarNet
508.1499177,band_1555,StellarNet
508.3779489,band_1556,StellarNet
508.6060054,band_1557,StellarNet
508.8340873,band_1558,StellarNet
509.0621946,band_1559,StellarNet
509.2903272,band_1560,StellarNet
509.5184852,band_1561,StellarNet
509.7466685,band_1562,StellarNet
509.9748772,band_1563,StellarNet
510.2031112,band_1564,StellarNet
510.4313705,band_1565,StellarNet
510.6596551,band_1566,StellarNet
510.887965,band_1567,StellarNet
511.1163002,band_1568,StellarNet
511.3446607,band_1569,StellarNet
511.5730464,band_1570,StellarNet
511.8014575,band_1571,StellarNet
512.0298937,band_1572,StellarNet
512.2583552,band_1573,StellarNet
512.486842,band_1574,StellarNet
512.7153539,band_1575,StellarNet
512.9438911,band_1576,StellarNet
513.1724535,band_1577,StellarNet
513.4010411,band_1578,StellarNet
513.6296539,band_1579,StellarNet
513.8582919,band_1580,StellarNet
514.086955,band_1581,StellarNet
514.3156433,band_1582,StellarNet
514.5443568,band_1583,StellarNet
514.7730954,band_1584,StellarNet
515.0018591,band_1585,StellarNet
515.230648,band_1586,StellarNet
515.459462,band_1587,StellarNet
515.6883011,band_1588,StellarNet
515.9171653,band_1589,StellarNet
516.1460546,band_1590,StellarNet
516.374969,band_1591,StellarNet
516.6039085,band_1592,StellarNet
516.832873,band_1593,StellarNet
517.0618626,band_1594,StellarNet
517.2908772,band_1595,StellarNet
517.5199169,band_1596,StellarNet
517.7489816,band_1597,StellarNet
517.9780713,band_1598,StellarNet
518.2071861,band_1599,StellarNet
518.4363258,band_1600,StellarNet
518.6654905,band_1601,StellarNet
518.8946803,band_1602,StellarNet
519.123895,band_1603,StellarNet
519.3531346,band_1604,StellarNet
519.5823993,band_1605,StellarNet
519.8116889,band_1606,StellarNet
520.0410034,band_1607,StellarNet
520.2703428,band_1608,StellarNet
520.4997072,band_1609,StellarNet
520.7290965,band_1610,StellarNet
520.9585107,band_1611,StellarNet
521.1879498,band_1612,StellarNet
521.4174138,band_1613,StellarNet
521.6469027,band_1614,StellarNet
521.8764164,band_1615,StellarNet
522.105955,band_1616,StellarNet
522.3355185,band_1617,StellarNet
522.5651068,band_1618,StellarNet
522.7947199,band_1619,StellarNet
523.0243579,band_1620,StellarNet
523.2540206,band_1621,StellarNet
523.4837082,band_1622,StellarNet
523.7134206,band_1623,StellarNet
523.9431578,band_1624,StellarNet
524.1729198,band_1625,StellarNet
524.4027065,band_1626,StellarNet
524.632518,band_1627,StellarNet
524.8623542,band_1628,StellarNet
525.0922152,band_1629,StellarNet
525.322101,band_1630,StellarNet
525.5520114,band_1631,StellarNet
525.7819466,band_1632,StellarNet
526.0119065,band_1633,StellarNet
526.2418911,band_1634,StellarNet
526.4719004,band_1635,StellarNet
526.7019344,band_1636,StellarNet
526.931993,band_1637,StellarNet
527.1620763,band_1638,StellarNet
527.3921843,band_1639,StellarNet
527.6223169,band_1640,StellarNet
527.8524742,band_1641,StellarNet
528.0826561,band_1642,StellarNet
528.3128626,band_1643,StellarNet
528.5430937,band_1644,StellarNet
528.7733494,band_1645,StellarNet
529.0036298,band_1646,StellarNet
529.2339347,band_1647,StellarNet
529.4642642,band_1648,StellarNet
529.6946182,band_1649,StellarNet
529.9249968,band_1650,StellarNet
530.1554,band_1651,StellarNet
530.3858277,band_1652,StellarNet
530.61628,band_1653,StellarNet
530.8467567,band_1654,StellarNet
531.077258,band_1655,StellarNet
531.3077838,band_1656,StellarNet
531.5383341,band_1657,StellarNet
531.7689088,band_1658,StellarNet
531.9995081,band_1659,StellarNet
532.2301318,band_1660,StellarNet
532.46078,band_1661,StellarNet
532.6914526,band_1662,StellarNet
532.9221497,band_1663,StellarNet
533.1528712,band_1664,StellarNet
533.3836172,band_1665,StellarNet
533.6143875,band_1666,StellarNet
533.8451823,band_1667,StellarNet
534.0760015,band_1668,StellarNet
534.306845,band_1669,StellarNet
534.537713,band_1670,StellarNet
534.7686053,band_1671,StellarNet
534.999522,band_1672,StellarNet
535.230463,band_1673,StellarNet
535.4614284,band_1674,StellarNet
535.6924181,band_1675,StellarNet
535.9234321,band_1676,StellarNet
536.1544705,band_1677,StellarNet
536.3855332,band_1678,StellarNet
536.6166201,band_1679,StellarNet
536.8477314,band_1680,StellarNet
537.078867,band_1681,StellarNet
537.3100268,band_1682,StellarNet
537.5412109,band_1683,StellarNet
537.7724192,band_1684,StellarNet
538.0036518,band_1685,StellarNet
538.2349087,band_1686,StellarNet
538.4661897,band_1687,StellarNet
538.697495,band_1688,StellarNet
538.9288245,band_1689,StellarNet
539.1601782,band_1690,StellarNet
539.3915561,band_1691,StellarNet
539.6229582,band_1692,StellarNet
539.8543845,band_1693,StellarNet
540.0858349,band_1694,StellarNet
540.3173095,band_1695,StellarNet
540.5488083,band_1696,StellarNet
540.7803311,band_1697,StellarNet
541.0118782,band_1698,StellarNet
541.2434493,band_1699,StellarNet
541.4750445,band_1700,StellarNet
541.7066639,band_1701,StellarNet
541.9383074,band_1702,StellarNet
542.1699749,band_1703,StellarNet
542.4016665,band_1704,StellarNet
542.6333822,band_1705,StellarNet
542.865122,band_1706,StellarNet
543.0968858,band_1707,StellarNet
543.3286737,band_1708,StellarNet
543.5604855,band_1709,StellarNet
543.7923215,band_1710,StellarNet
544.0241814,band_1711,StellarNet
544.2560653,band_1712,StellarNet
544.4879733,band_1713,StellarNet
544.7199052,band_1714,StellarNet
544.9518611,band_1715,StellarNet
545.183841,band_1716,StellarNet
545.4158448,band_1717,StellarNet
545.6478726,band_1718,StellarNet
545.8799244,band_1719,StellarNet
546.1120001,band_1720,StellarNet
546.3440997,band_1721,StellarNet
546.5762232,band_1722,StellarNet
546.8083707,band_1723,StellarNet
547.040542,band_1724,StellarNet
547.2727372,band_1725,StellarNet
547.5049564,band_1726,StellarNet
547.7371994,band_1727,StellarNet
547.9694662,band_1728,StellarNet
548.2017569,band_1729,StellarNet
548.4340715,band_1730,StellarNet
548.6664099,band_1731,StellarNet
548.8987722,band_1732,StellarNet
549.1311582,band_1733,StellarNet
549.3635681,band_1734,StellarNet
549.5960017,band_1735,StellarNet
549.8284592,band_1736,StellarNet
550.0609405,band_1737,StellarNet
550.2934455,band_1738,StellarNet
550.5259743,band_1739,StellarNet
550.7585269,band_1740,StellarNet
550.9911032,band_1741,StellarNet
551.2237032,band_1742,StellarNet
551.456327,band_1743,StellarNet
551.6889745,band_1744,StellarNet
551.9216457,band_1745,StellarNet
552.1543407,band_1746,StellarNet
552.3870593,band_1747,StellarNet
552.6198016,band_1748,StellarNet
552.8525676,band_1749,StellarNet
553.0853572,band_1750,StellarNet
553.3181706,band_1751,StellarNet
553.5510075,band_1752,StellarNet
553.7838681,band_1753,StellarNet
554.0167524,band_1754,StellarNet
554.2496603,band_1755,StellarNet
554.4825918,band_1756,StellarNet
554.7155469,band_1757,StellarNet
554.9485256,band_1758,StellarNet
555.1815279,band_1759,StellarNet
555.4145537,band_1760,StellarNet
555.6476032,band_1761,StellarNet
555.8806762,band_1762,StellarNet
556.1137728,band_1763,StellarNet
556.3468929,band_1764,StellarNet
556.5800365,band_1765,StellarNet
556.8132037,band_1766,StellarNet
557.0463944,band_1767,StellarNet
557.2796086,band_1768,StellarNet
557.5128463,band_1769,StellarNet
557.7461075,band_1770,StellarNet
557.9793922,band_1771,StellarNet
558.2127003,band_1772,StellarNet
558.4460319,band_1773,StellarNet
558.679387,band_1774,StellarNet
558.9127655,band_1775,StellarNet
559.1461675,band_1776,StellarNet
559.3795929,band_1777,StellarNet
559.6130417,band_1778,StellarNet
559.8465139,band_1779,StellarNet
560.0800096,band_1780,StellarNet
560.3135286,band_1781,StellarNet
560.547071,band_1782,StellarNet
560.7806368,band_1783,StellarNet
561.014226,band_1784,StellarNet
561.2478385,band_1785,StellarNet
561.4814743,band_1786,StellarNet
