OBJECTID,FID_LULC_s,LANDUSE_CO,LANDUSE_DE,LEVEL1_LAN,LEVEL1_L_1,LEVEL2_LAN,LEVEL2_L_1,LANDCOVER_,LANDCOVER1,WATER_MANA,LANDUSE_YE,FID_waters,Id,Name,Area,Area_sq_ft,Shape_Leng,Shape_Area
722,8477,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,10828.02807590000,1548490.86661000000
723,8487,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,713.30016843200,23245.74361090000
724,8495,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,2944.64070985000,152485.14679800000
725,8496,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,4206.99971503000,303830.42555900000
726,8498,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,453.88194151500,9943.20707848000
727,8499,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,34322.28273800000,2713802.51733000000
728,8500,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,2581.19262041000,73359.66043050000
729,8506,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,684.24377457200,29296.20618280000
730,8543,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,689.22268570000,25361.29679320000
731,8557,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,952.65588751000,14996.11371140000
732,8558,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,355.74368864500,2169.78199583000
733,8559,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,894.79642949600,8590.14677332000
734,8563,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,718.42530583500,33677.19864480000
735,8564,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,1444.13353639000,57930.87226740000
736,8567,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,516.85103917500,3643.57283634000
737,8573,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,568.78373941200,15749.14241870000
738,8574,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,3855.30721907000,238911.12270600000
739,8575,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,1099.91295503000,51644.98397010000
740,8577,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,934.01229113300,25569.80742910000
741,8585,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,1080.15516922000,46261.80219510000
742,8586,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,3118.10023645000,130074.43506100000
743,8587,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,1451.35360656000,59591.62794120000
744,8589,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,541.24614792000,18300.02556480000
745,8591,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,585.80751229600,18962.65669030000
746,8593,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,560.93401444200,13539.51310400000
747,8597,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,1823.67261621000,97777.13162650000
748,8598,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,328.92978764600,5788.79023457000
749,8599,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,727.84911053500,19721.22077930000
750,8600,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,533.26027308300,10043.15238410000
751,8601,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,1663.64018990000,164536.47515800000
752,8602,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,2692.03347448000,95995.77775030000
753,8624,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SR,2019-2020,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,698.99392106000,12407.66637020000
754,8654,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SR,2019-2020,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,684.96401871800,7642.30786929000
755,8672,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SR,2019-2020,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,897.33328366800,17157.84468100000
756,8681,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SR,2019-2020,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,1445.54474869000,66938.15286170000
757,8697,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SR,2019-2020,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,1165.10801350000,41034.70919470000
758,8701,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SR,2019-2020,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,1284.29823451000,84408.03955980000
759,8706,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SR,2019-2020,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,1154.22347557000,21033.91508760000
760,8721,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SR,2019-2020,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,1544.53471925000,23968.84995130000
761,8722,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SR,2019-2020,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,747.98777447900,15225.36258870000
762,8723,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SR,2019-2020,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,1940.19353245000,28995.44272870000
763,8729,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,417.64396599700,12031.98022340000
764,8741,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,595.19233206700,18012.97064920000
765,8743,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,2046.32124457000,59006.04582060000
766,8752,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,2753.71662490000,69476.77794230000
767,8760,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,492.32374172100,14811.78648790000
768,8761,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,958.23616546400,28576.74742200000
769,8768,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,4629.75733580000,398191.61616700000
770,8769,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,479.65612165100,15110.71613360000
771,8770,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,1020.34197465000,25710.15324430000
772,8771,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,949.57755330100,16624.80209740000
773,8772,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,1310.85392791000,48535.03732830000
774,8773,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,8918.44430120000,485594.05545100000
775,8774,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,992.60285592300,30963.40076160000
776,8787,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,871.20084538100,27715.25324040000
777,8791,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,669.21683141500,17804.66114090000
778,8793,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,735.24225265500,20943.54471420000
779,8795,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,259.36651107700,1584.52566522000
780,8796,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,376.24968855500,8464.91913144000
781,8798,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,627.84740137400,12050.10233100000
782,8800,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,414.21789219800,4628.13673176000
783,8823,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,6768.23893184000,598924.57356600000
784,8826,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,640.08194332600,10811.87312340000
785,8828,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,789.39747348800,27875.69488030000
786,8831,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,3527.69110609000,308638.57467400000
787,8832,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,6870.72018249000,670212.23523600000
788,8833,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,390.38761184700,9558.74177269000
789,8834,4110,4110: Pine Flatwoods,4000,Upland Forest,4100,Upland Coniferous Forests,4110,4110: Pine Flatwoods,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,179.69649295500,1090.77882964000
790,8849,4120,4120: Longleaf Pine - Xeric Oak,4000,Upland Forest,4100,Upland Coniferous Forests,4120,4120: Longleaf Pine - Xeric Oak,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,1133.45930903000,52455.10290360000
791,8850,4120,4120: Longleaf Pine - Xeric Oak,4000,Upland Forest,4100,Upland Coniferous Forests,4120,4120: Longleaf Pine - Xeric Oak,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,2276.54757695000,233971.31915400000
792,8851,4120,4120: Longleaf Pine - Xeric Oak,4000,Upland Forest,4100,Upland Coniferous Forests,4120,4120: Longleaf Pine - Xeric Oak,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,690.79134861200,25296.57558380000
793,8901,4120,4120: Longleaf Pine - Xeric Oak,4000,Upland Forest,4100,Upland Coniferous Forests,4120,4120: Longleaf Pine - Xeric Oak,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,3555.99037170000,330712.24623300000
794,8902,4120,4120: Longleaf Pine - Xeric Oak,4000,Upland Forest,4100,Upland Coniferous Forests,4120,4120: Longleaf Pine - Xeric Oak,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,987.12103350200,48295.50169420000
795,8927,1130,"1130: Low Density, Mixed Units (Fixed and Mobile Home Units)",1000,Urban and Built-Up,1100,Residential Low Density,4200,4200: Upland Hardwood Forests,SR,2019-2020,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,1876.02947454000,91645.41107000000
796,8937,1120,"1120: Low Density, Mobile Home Units",1000,Urban and Built-Up,1100,Residential Low Density,4200,4200: Upland Hardwood Forests,SR,2019-2020,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,177.49777375400,1705.25327158000
797,8968,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SJR,2013-2016,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,1111.02297956000,23127.12240320000
798,8969,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SJR,2013-2016,2,0,Tumblin Creek,31490336.74040000000,31490336.74040000000,417.01233516900,6840.15895340000
799,8980,1180,"1180: Residential, rural - one unit on 2 or more acres",1000,Urban and Built-Up,1100,Residential Low Density,4200,4200: Upland Hardwood Forests,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,414.54921617300,9278.41921365000
800,8981,1180,"1180: Residential, rural - one unit on 2 or more acres",1000,Urban and Built-Up,1100,Residential Low Density,4200,4200: Upland Hardwood Forests,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,464.92752166900,8703.72080217000
801,8988,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SJR,2013-2016,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,1294.97949943000,69150.83187120000
802,8989,1180,"1180: Residential, rural - one unit on 2 or more acres",1000,Urban and Built-Up,1100,Residential Low Density,4200,4200: Upland Hardwood Forests,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,647.70462971300,17308.93723360000
803,8990,1180,"1180: Residential, rural - one unit on 2 or more acres",1000,Urban and Built-Up,1100,Residential Low Density,4200,4200: Upland Hardwood Forests,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,121.37711344100,343.30518190900
804,9009,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,828.70878872900,46580.92282070000
805,9021,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SJR,2013-2016,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,832.77573307300,21328.83008700000
806,9024,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,890.24783098000,16122.84481430000
807,9035,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,814.84218185400,20678.09121360000
808,9038,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SJR,2013-2016,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,1035.03256600000,38315.02047360000
809,9279,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SR,2019-2020,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,1847.92240148000,61667.87696560000
810,9296,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SR,2019-2020,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,230.09010773200,3624.58420107000
811,9298,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SR,2019-2020,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,256.29550517900,4472.77847027000
812,9301,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SR,2019-2020,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,3431.94225363000,97453.27333930000
813,9303,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SR,2019-2020,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,496.43414265300,10086.79119860000
814,9311,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SR,2019-2020,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,316.70160778600,6597.29855594000
815,9327,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SR,2019-2020,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,2453.23056918000,96584.73462190000
816,9408,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SR,2019-2020,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,2.74888801815,0.36267582988
817,9548,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SR,2019-2020,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,1034.28362784000,26930.14450730000
818,9550,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SR,2019-2020,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,625.79108809100,11554.97338370000
819,9556,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SR,2019-2020,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,633.17636345100,18050.33853690000
820,9566,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SR,2019-2020,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,468.04557593300,10092.45637860000
821,9567,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SR,2019-2020,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,467.16351626600,8222.01186948000
822,9572,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SR,2019-2020,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,557.01895443000,13662.49697620000
823,9576,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SR,2019-2020,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,406.50475949500,9189.19751281000
824,9586,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SR,2019-2020,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,837.99082229800,35736.85553390000
825,9618,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SR,2019-2020,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,6922.27453229000,1585622.51940000000
826,9644,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SR,2019-2020,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,1251.36209354000,41069.34754310000
827,9646,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SR,2019-2020,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,1225.26016811000,38929.92799930000
828,9702,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SR,2019-2020,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,981.41609954800,14935.53046630000
829,9872,4200,4200: Upland Hardwood Forests,4000,Upland Forest,4200,Upland Hardwood Forests,4200,4200: Upland Hardwood Forests,SR,2019-2020,6,0,Hogtown Creek Downstream,0.00000000000,1035612802.64000000000,1798.13348791000,40022.13270100000
830,9949,1110,"1110: Low Density, Fixed Single Family Units",1000,Urban and Built-Up,1100,Residential Low Density,4200,4200: Upland Hardwood Forests,SR,2019-2020,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,369.34977208800,8518.89536101000
831,10070,4270,4270: Live Oak,4000,Upland Forest,4200,Upland Hardwood Forests,4270,4270: Live Oak,SR,2019-2020,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,235.78906921200,2916.90719849000
832,10183,4340,4340: Hardwood Coniferous - Mixed,4000,Upland Forest,4300,Upland Mixed Forests,4340,4340: Hardwood Coniferous - Mixed,SR,2019-2020,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,75.15965621700,204.85854245400
833,10219,4340,4340: Hardwood Coniferous - Mixed,4000,Upland Forest,4300,Upland Mixed Forests,4340,4340: Hardwood Coniferous - Mixed,SR,2019-2020,5,0,Hatchet Creek,1671797400.58000000000,1671797400.58000000000,405.57811109300,9922.73762433000
