"comparison","p","comp1","comp2"
"Boron - Copper",0.497269868779817,"Boron","Copper"
"Ammonium-N - Magnesium",0.110198849115833,"Ammonium-N","Magnesium"
"Iron - Manganese",0.130238752407041,"Iron","Manganese"
"Calcium - Phosphorus",0.21635702199023,"Calcium","Phosphorus"
"Nitrate-N - Potassium",0.326546384545473,"Nitrate-N","Potassium"
"Calcium - Sulfate",0.0584249323984601,"Calcium","Sulfate"
"Iron - Zinc",0.368135020797317,"Iron","Zinc"
"Manganese - Zinc",0.215211979670557,"Manganese","Zinc"
