perf_met,species,model,syn1,syn2,meandiff,pvalue,reject
test_rmse,Ammonium-N,DL,False,True,0.1387617512542505,0.008558283447861803,True
test_rmse,Ammonium-N,PLS,False,True,0.2822738590578264,9.37581082196548e-05,True
test_rmse,Ammonium-N,RF-PCA,False,True,0.34571349370878757,2.8194659917879505e-07,True
test_rmse,Ammonium-N,XGB-PCA,False,True,0.265307399912428,5.9759763536226806e-05,True
test_rmse,Boron,DL,False,True,0.36185761781427206,5.0967850908634205e-06,True
test_rmse,Boron,PLS,False,True,-0.15498038528115243,0.18445789940946233,False
test_rmse,Boron,RF-PCA,False,True,0.0023831955011193173,0.9825913366783483,False
test_rmse,Boron,XGB-PCA,False,True,-0.17730698064060268,0.0799253844876795,False
test_rmse,Calcium,DL,False,True,0.27682197856271973,0.0021522542599978767,True
test_rmse,Calcium,PLS,False,True,0.11683669363893445,0.10895747141458811,False
test_rmse,Calcium,RF-PCA,False,True,0.09664399594760509,0.19980261771053442,False
test_rmse,Calcium,XGB-PCA,False,True,0.1641369544032112,0.026713766295778707,True
test_rmse,Copper,DL,False,True,0.14661219444469653,0.048258349987013505,True
test_rmse,Copper,PLS,False,True,-0.03210326738019509,0.6202315084353095,False
test_rmse,Copper,RF-PCA,False,True,0.004721688163341842,0.9220776769135174,False
test_rmse,Copper,XGB-PCA,False,True,-0.04825721562971497,0.30761938146519674,False
test_rmse,Iron,DL,False,True,0.7462076220850826,2.2814938827053766e-10,True
test_rmse,Iron,PLS,False,True,0.610329817029862,4.83104151349778e-07,True
test_rmse,Iron,RF-PCA,False,True,0.10463177346638264,0.1534070543321273,False
test_rmse,Iron,XGB-PCA,False,True,0.3092819850580346,4.883166525027072e-06,True
test_rmse,Magnesium,DL,False,True,0.5359699968940461,6.896632165354077e-08,True
test_rmse,Magnesium,PLS,False,True,0.07352291473774919,0.28038489947497913,False
test_rmse,Magnesium,RF-PCA,False,True,0.0038621248534318475,0.9387433526840375,False
test_rmse,Magnesium,XGB-PCA,False,True,0.050620095509108065,0.3757149242921004,False
test_rmse,Manganese,DL,False,True,0.41874710465525955,3.768006906490484e-08,True
test_rmse,Manganese,PLS,False,True,0.5602785222233067,4.754278082330643e-10,True
test_rmse,Manganese,RF-PCA,False,True,0.45324518938445,3.977151941114698e-12,True
test_rmse,Manganese,XGB-PCA,False,True,0.36290110085622973,5.88267212719984e-11,True
test_rmse,Molybdenum,DL,False,True,0.7742521672734166,0.0,True
test_rmse,Molybdenum,PLS,False,True,0.4898267980476749,1.8383872202321072e-10,True
test_rmse,Molybdenum,RF-PCA,False,True,0.07039451439719535,0.08831654763459484,False
test_rmse,Molybdenum,XGB-PCA,False,True,0.06130380298187532,0.17321523477804512,False
test_rmse,Nitrate-N,DL,False,True,-0.2080544654404135,0.09956266884170728,False
test_rmse,Nitrate-N,PLS,False,True,-0.11609269702081582,0.1134901269517885,False
test_rmse,Nitrate-N,RF-PCA,False,True,0.12487074404318177,0.07706227072192551,False
test_rmse,Nitrate-N,XGB-PCA,False,True,0.1829085262863286,0.006137983704576744,True
test_rmse,Phosphorus,DL,False,True,0.29388850791519294,0.0004915790231183603,True
