perf_met,species,model,syn1,syn2,meandiff,pvalue,reject
test_rmse,Phosphorus,PLS,False,True,0.176036185202455,0.054333989491255674,False
test_rmse,Phosphorus,RF-PCA,False,True,0.061008786933407944,0.5527468533815965,False
test_rmse,Phosphorus,XGB-PCA,False,True,0.12033389395250982,0.2380283453895059,False
test_rmse,Potassium,DL,False,True,0.2552720551800114,0.0013935335931618553,True
test_rmse,Potassium,PLS,False,True,0.12065748147612698,0.06490855111262894,False
test_rmse,Potassium,RF-PCA,False,True,0.22187971881957758,0.001033110548124272,True
test_rmse,Potassium,XGB-PCA,False,True,0.18408003981237098,0.018515004976093374,True
test_rmse,Sulfate,DL,False,True,0.46350838170086206,0.0001736002977479334,True
test_rmse,Sulfate,PLS,False,True,0.16546601611217993,0.04078210445447805,True
test_rmse,Sulfate,RF-PCA,False,True,0.02248857561088702,0.6757469298969356,False
test_rmse,Sulfate,XGB-PCA,False,True,0.06677847833783135,0.2655868233335483,False
test_rmse,Zinc,DL,False,True,0.30562459676039366,0.0001686709289648869,True
test_rmse,Zinc,PLS,False,True,0.41787589110956547,1.1058952920084408e-07,True
test_rmse,Zinc,RF-PCA,False,True,0.34120583870199206,0.00023402602513522552,True
test_rmse,Zinc,XGB-PCA,False,True,0.48502916950512787,4.417479404494884e-08,True
test_rmse,pH,DL,False,True,0.5572569213775646,1.5042258549868848e-09,True
test_rmse,pH,PLS,False,True,0.03627371456222406,0.6386471201846056,False
test_rmse,pH,RF-PCA,False,True,0.08050641197341091,0.38782356340929336,False
test_rmse,pH,XGB-PCA,False,True,0.2182803557481492,0.00941300363754205,True
test_rsq,Ammonium-N,DL,False,True,0.27752350250850066,0.35426301157755313,False
test_rsq,Ammonium-N,PLS,False,True,0.5645477181156531,0.07178411173549781,False
test_rsq,Ammonium-N,RF-PCA,False,True,0.6914269874175749,0.02579493593717297,True
test_rsq,Ammonium-N,XGB-PCA,False,True,0.5306147998176389,0.09077287949515322,False
test_rsq,Boron,DL,False,True,0.7237152356285446,0.006449864022704643,True
test_rsq,Boron,PLS,False,True,-0.3099607705623051,0.11632886264634945,False
test_rsq,Boron,RF-PCA,False,True,0.004766391002238857,0.9547239722896402,False
test_rsq,Boron,XGB-PCA,False,True,-0.3546139620237036,0.04747594798869614,True
test_rsq,Calcium,DL,False,True,0.5536439571254395,0.0011031712111055914,True
test_rsq,Calcium,PLS,False,True,0.23367338727786924,0.10157059778617805,False
test_rsq,Calcium,RF-PCA,False,True,0.1932879918952115,0.039195188373507106,True
test_rsq,Calcium,XGB-PCA,False,True,0.3282739088366593,0.004784966827861448,True
test_rsq,Copper,DL,False,True,0.2932243888893931,0.0507193652413922,False
test_rsq,Copper,PLS,False,True,-0.06420653476039084,0.6093050424851829,False
test_rsq,Copper,RF-PCA,False,True,0.00944337632668174,0.9029937684734965,False
test_rsq,Copper,XGB-PCA,False,True,-0.09651443182654618,0.29877568301475854,False
test_rsq,Iron,DL,False,True,1.4924152441701655,9.739963280352981e-10,True
test_rsq,Iron,PLS,False,True,1.2206596340597238,5.814523602154509e-06,True
test_rsq,Iron,RF-PCA,False,True,0.2092635469327654,0.13075651055547277,False
test_rsq,Iron,XGB-PCA,False,True,0.6185639697125833,1.535432464216946e-05,True
test_rsq,Magnesium,DL,False,True,1.071939993788091,1.3526958171361514e-06,True
test_rsq,Magnesium,PLS,False,True,0.14704582947549807,0.29132613998824164,False
test_rsq,Magnesium,RF-PCA,False,True,0.007724249706864833,0.9335429559231246,False
test_rsq,Magnesium,XGB-PCA,False,True,0.10124019102321774,0.4422293983429425,False
test_rsq,Manganese,DL,False,True,0.8374942093105187,2.2112135888985307e-07,True
test_rsq,Manganese,PLS,False,True,1.1205570444466126,1.2965406526177503e-10,True
test_rsq,Manganese,RF-PCA,False,True,0.9064903787688985,1.9122481376143696e-12,True
test_rsq,Manganese,XGB-PCA,False,True,0.7258022018081041,1.3966328094028313e-10,True
test_rsq,Molybdenum,DL,False,True,1.5485043345468323,0.0,True
test_rsq,Molybdenum,PLS,False,True,0.9796535960953493,1.9170975917859323e-10,True
test_rsq,Molybdenum,RF-PCA,False,True,0.1407890287943907,0.015426594156782492,True
test_rsq,Molybdenum,XGB-PCA,False,True,0.12260760337569779,0.21124442045137692,False
test_rsq,Nitrate-N,DL,False,True,-0.41610893088082873,0.05553388673942705,False
test_rsq,Nitrate-N,PLS,False,True,-0.23218539404163113,0.04969070784164353,True
test_rsq,Nitrate-N,RF-PCA,False,True,0.2497414880863635,0.005326442490195538,True
test_rsq,Nitrate-N,XGB-PCA,False,True,0.3658170524816383,0.0015289615241769194,True
test_rsq,Phosphorus,DL,False,True,0.5877770158303864,0.01688216932249742,True
test_rsq,Phosphorus,PLS,False,True,0.3520723704049114,0.03195765941576445,True
test_rsq,Phosphorus,RF-PCA,False,True,0.12201757386681616,0.18555369656254195,False
test_rsq,Phosphorus,XGB-PCA,False,True,0.24066778780760406,0.15803652195573037,False
test_rsq,Potassium,DL,False,True,0.5105441103600232,0.00450524740068492,True
test_rsq,Potassium,PLS,False,True,0.2413149629522549,0.07920027255208373,False
test_rsq,Potassium,RF-PCA,False,True,0.4437594376391558,1.6322574458493833e-05,True
test_rsq,Potassium,XGB-PCA,False,True,0.36816007957947944,0.011957770319045102,True
test_rsq,Sulfate,DL,False,True,0.9270167634017243,0.0005731509378134048,True
test_rsq,Sulfate,PLS,False,True,0.3309320322243601,0.06445321291644412,False
test_rsq,Sulfate,RF-PCA,False,True,0.04497715122177502,0.5686147507292407,False
test_rsq,Sulfate,XGB-PCA,False,True,0.13355695667566203,0.22723339781946605,False
test_rsq,Zinc,DL,False,True,0.6112491935207867,0.007727736810535291,True
test_rsq,Zinc,PLS,False,True,0.8357517822191314,4.660918262455738e-08,True
test_rsq,Zinc,RF-PCA,False,True,0.6824116774039831,9.508993535911614e-07,True
test_rsq,Zinc,XGB-PCA,False,True,0.970058338530036,8.896081937770361e-08,True
test_rsq,pH,DL,False,True,1.1145138427551293,1.021782930510362e-05,True
test_rsq,pH,PLS,False,True,0.07254742912444878,0.5935850808396832,False
test_rsq,pH,RF-PCA,False,True,0.1610128239468217,0.11704421212737881,False
test_rsq,pH,XGB-PCA,False,True,0.43656071140761815,0.0035415403125617084,True
