"comparison","p","comp1","comp2"
"PLS - RF-PCA",0.305794083876525,"PLS","RF-PCA"
"PLS - XGB-PCA",0.168241503971853,"PLS","XGB-PCA"
"RF-PCA - XGB-PCA",0.0709238109610464,"RF-PCA","XGB-PCA"
