"comparison","p","comp1","comp2","sp1","sp2","mod1","mod2"
"Calcium_RF-PCA - Molybdenum_DL",3.73837801622015e-15,"Calcium_RF-PCA","Molybdenum_DL","Calcium","Molybdenum","RF-PCA","DL"
"Calcium_XGB-PCA - Molybdenum_DL",3.00683871021927e-14,"Calcium_XGB-PCA","Molybdenum_DL","Calcium","Molybdenum","XGB-PCA","DL"
"Copper_DL - Molybdenum_DL",0.110844443248365,"Copper_DL","Molybdenum_DL","Copper","Molybdenum","DL","DL"
"Copper_PLS - Molybdenum_DL",0.124730509679843,"Copper_PLS","Molybdenum_DL","Copper","Molybdenum","PLS","DL"
"Copper_RF-PCA - Molybdenum_DL",0.156505514402433,"Copper_RF-PCA","Molybdenum_DL","Copper","Molybdenum","RF-PCA","DL"
"Copper_XGB-PCA - Molybdenum_DL",0.129206210534378,"Copper_XGB-PCA","Molybdenum_DL","Copper","Molybdenum","XGB-PCA","DL"
"Iron_DL - Molybdenum_DL",0.00661830813717026,"Iron_DL","Molybdenum_DL","Iron","Molybdenum","DL","DL"
"Iron_PLS - Molybdenum_DL",0.00155142843307123,"Iron_PLS","Molybdenum_DL","Iron","Molybdenum","PLS","DL"
"Iron_RF-PCA - Molybdenum_DL",0.0011451715389835,"Iron_RF-PCA","Molybdenum_DL","Iron","Molybdenum","RF-PCA","DL"
"Iron_XGB-PCA - Molybdenum_DL",0.00237206954300077,"Iron_XGB-PCA","Molybdenum_DL","Iron","Molybdenum","XGB-PCA","DL"
"Magnesium_DL - Molybdenum_DL",3.53515813001887e-10,"Magnesium_DL","Molybdenum_DL","Magnesium","Molybdenum","DL","DL"
"Magnesium_PLS - Molybdenum_DL",2.24094409565091e-09,"Magnesium_PLS","Molybdenum_DL","Magnesium","Molybdenum","PLS","DL"
"Magnesium_RF-PCA - Molybdenum_DL",1.78726165281256e-10,"Magnesium_RF-PCA","Molybdenum_DL","Magnesium","Molybdenum","RF-PCA","DL"
"Magnesium_XGB-PCA - Molybdenum_DL",5.27165756956743e-10,"Magnesium_XGB-PCA","Molybdenum_DL","Magnesium","Molybdenum","XGB-PCA","DL"
"Manganese_DL - Molybdenum_DL",5.08276871365737e-05,"Manganese_DL","Molybdenum_DL","Manganese","Molybdenum","DL","DL"
"Manganese_PLS - Molybdenum_DL",0.000720954912956521,"Manganese_PLS","Molybdenum_DL","Manganese","Molybdenum","PLS","DL"
"Manganese_RF-PCA - Molybdenum_DL",0.00101628783514202,"Manganese_RF-PCA","Molybdenum_DL","Manganese","Molybdenum","RF-PCA","DL"
"Manganese_XGB-PCA - Molybdenum_DL",0.000336043754228982,"Manganese_XGB-PCA","Molybdenum_DL","Manganese","Molybdenum","XGB-PCA","DL"
"Ammonium-N_DL - Molybdenum_PLS",6.35707636826049e-09,"Ammonium-N_DL","Molybdenum_PLS","Ammonium-N","Molybdenum","DL","PLS"
"Ammonium-N_PLS - Molybdenum_PLS",1.03072593664452e-08,"Ammonium-N_PLS","Molybdenum_PLS","Ammonium-N","Molybdenum","PLS","PLS"
"Ammonium-N_RF-PCA - Molybdenum_PLS",7.4596544005599e-09,"Ammonium-N_RF-PCA","Molybdenum_PLS","Ammonium-N","Molybdenum","RF-PCA","PLS"
"Ammonium-N_XGB-PCA - Molybdenum_PLS",4.09132088742244e-09,"Ammonium-N_XGB-PCA","Molybdenum_PLS","Ammonium-N","Molybdenum","XGB-PCA","PLS"
"Boron_DL - Molybdenum_PLS",0.0746485803514248,"Boron_DL","Molybdenum_PLS","Boron","Molybdenum","DL","PLS"
"Boron_PLS - Molybdenum_PLS",0.123329417874968,"Boron_PLS","Molybdenum_PLS","Boron","Molybdenum","PLS","PLS"
"Boron_RF-PCA - Molybdenum_PLS",0.112610417385736,"Boron_RF-PCA","Molybdenum_PLS","Boron","Molybdenum","RF-PCA","PLS"
"Boron_XGB-PCA - Molybdenum_PLS",0.0687026090254269,"Boron_XGB-PCA","Molybdenum_PLS","Boron","Molybdenum","XGB-PCA","PLS"
"Calcium_DL - Molybdenum_PLS",5.83673125862125e-16,"Calcium_DL","Molybdenum_PLS","Calcium","Molybdenum","DL","PLS"
"Calcium_PLS - Molybdenum_PLS",7.23873973294971e-15,"Calcium_PLS","Molybdenum_PLS","Calcium","Molybdenum","PLS","PLS"
"Calcium_RF-PCA - Molybdenum_PLS",7.98333007098372e-16,"Calcium_RF-PCA","Molybdenum_PLS","Calcium","Molybdenum","RF-PCA","PLS"
"Calcium_XGB-PCA - Molybdenum_PLS",6.75727865110616e-15,"Calcium_XGB-PCA","Molybdenum_PLS","Calcium","Molybdenum","XGB-PCA","PLS"
"Copper_DL - Molybdenum_PLS",0.0785146951734567,"Copper_DL","Molybdenum_PLS","Copper","Molybdenum","DL","PLS"
"Copper_PLS - Molybdenum_PLS",0.0893540676754244,"Copper_PLS","Molybdenum_PLS","Copper","Molybdenum","PLS","PLS"
"Copper_RF-PCA - Molybdenum_PLS",0.114680224836486,"Copper_RF-PCA","Molybdenum_PLS","Copper","Molybdenum","RF-PCA","PLS"
"Copper_XGB-PCA - Molybdenum_PLS",0.0928785764969307,"Copper_XGB-PCA","Molybdenum_PLS","Copper","Molybdenum","XGB-PCA","PLS"
"Iron_DL - Molybdenum_PLS",0.00378779067139409,"Iron_DL","Molybdenum_PLS","Iron","Molybdenum","DL","PLS"
"Iron_PLS - Molybdenum_PLS",0.000815113195275433,"Iron_PLS","Molybdenum_PLS","Iron","Molybdenum","PLS","PLS"
"Iron_RF-PCA - Molybdenum_PLS",0.00059174254975848,"Iron_RF-PCA","Molybdenum_PLS","Iron","Molybdenum","RF-PCA","PLS"
"Iron_XGB-PCA - Molybdenum_PLS",0.00127646611539712,"Iron_XGB-PCA","Molybdenum_PLS","Iron","Molybdenum","XGB-PCA","PLS"
"Magnesium_DL - Molybdenum_PLS",1.02471384677923e-10,"Magnesium_DL","Molybdenum_PLS","Magnesium","Molybdenum","DL","PLS"
"Magnesium_PLS - Molybdenum_PLS",6.8727035735405e-10,"Magnesium_PLS","Molybdenum_PLS","Magnesium","Molybdenum","PLS","PLS"
"Magnesium_RF-PCA - Molybdenum_PLS",5.07693993583611e-11,"Magnesium_RF-PCA","Molybdenum_PLS","Magnesium","Molybdenum","RF-PCA","PLS"
"Magnesium_XGB-PCA - Molybdenum_PLS",1.5464999992783e-10,"Magnesium_XGB-PCA","Molybdenum_PLS","Magnesium","Molybdenum","XGB-PCA","PLS"
"Manganese_DL - Molybdenum_PLS",2.25478753419415e-05,"Manganese_DL","Molybdenum_PLS","Manganese","Molybdenum","DL","PLS"
"Manganese_PLS - Molybdenum_PLS",0.00036347038093693,"Manganese_PLS","Molybdenum_PLS","Manganese","Molybdenum","PLS","PLS"
"Manganese_RF-PCA - Molybdenum_PLS",0.000521774912479512,"Manganese_RF-PCA","Molybdenum_PLS","Manganese","Molybdenum","RF-PCA","PLS"
"Manganese_XGB-PCA - Molybdenum_PLS",0.000162942922380088,"Manganese_XGB-PCA","Molybdenum_PLS","Manganese","Molybdenum","XGB-PCA","PLS"
"Molybdenum_DL - Molybdenum_PLS",0.423446657995923,"Molybdenum_DL","Molybdenum_PLS","Molybdenum","Molybdenum","DL","PLS"
"Ammonium-N_DL - Molybdenum_RF-PCA",1.53112602153709e-08,"Ammonium-N_DL","Molybdenum_RF-PCA","Ammonium-N","Molybdenum","DL","RF-PCA"
"Ammonium-N_PLS - Molybdenum_RF-PCA",2.45222201983075e-08,"Ammonium-N_PLS","Molybdenum_RF-PCA","Ammonium-N","Molybdenum","PLS","RF-PCA"
"Ammonium-N_RF-PCA - Molybdenum_RF-PCA",1.78942602977783e-08,"Ammonium-N_RF-PCA","Molybdenum_RF-PCA","Ammonium-N","Molybdenum","RF-PCA","RF-PCA"
"Ammonium-N_XGB-PCA - Molybdenum_RF-PCA",9.96376521977552e-09,"Ammonium-N_XGB-PCA","Molybdenum_RF-PCA","Ammonium-N","Molybdenum","XGB-PCA","RF-PCA"
"Boron_DL - Molybdenum_RF-PCA",0.0985261078738838,"Boron_DL","Molybdenum_RF-PCA","Boron","Molybdenum","DL","RF-PCA"
"Boron_PLS - Molybdenum_RF-PCA",0.157092359923586,"Boron_PLS","Molybdenum_RF-PCA","Boron","Molybdenum","PLS","RF-PCA"
"Boron_RF-PCA - Molybdenum_RF-PCA",0.144404261666456,"Boron_RF-PCA","Molybdenum_RF-PCA","Boron","Molybdenum","RF-PCA","RF-PCA"
"Boron_XGB-PCA - Molybdenum_RF-PCA",0.0911838093657818,"Boron_XGB-PCA","Molybdenum_RF-PCA","Boron","Molybdenum","XGB-PCA","RF-PCA"
"Calcium_DL - Molybdenum_RF-PCA",1.98577195819394e-15,"Calcium_DL","Molybdenum_RF-PCA","Calcium","Molybdenum","DL","RF-PCA"
"Calcium_PLS - Molybdenum_RF-PCA",2.34903259227087e-14,"Calcium_PLS","Molybdenum_RF-PCA","Calcium","Molybdenum","PLS","RF-PCA"
"Calcium_RF-PCA - Molybdenum_RF-PCA",2.70042082008366e-15,"Calcium_RF-PCA","Molybdenum_RF-PCA","Calcium","Molybdenum","RF-PCA","RF-PCA"
"Calcium_XGB-PCA - Molybdenum_RF-PCA",2.19568345763059e-14,"Calcium_XGB-PCA","Molybdenum_RF-PCA","Calcium","Molybdenum","XGB-PCA","RF-PCA"
"Copper_DL - Molybdenum_RF-PCA",0.103274749265482,"Copper_DL","Molybdenum_RF-PCA","Copper","Molybdenum","DL","RF-PCA"
"Copper_PLS - Molybdenum_RF-PCA",0.116489452818968,"Copper_PLS","Molybdenum_RF-PCA","Copper","Molybdenum","PLS","RF-PCA"
"Copper_RF-PCA - Molybdenum_RF-PCA",0.146862509117034,"Copper_RF-PCA","Molybdenum_RF-PCA","Copper","Molybdenum","RF-PCA","RF-PCA"
"Copper_XGB-PCA - Molybdenum_RF-PCA",0.120756726881307,"Copper_XGB-PCA","Molybdenum_RF-PCA","Copper","Molybdenum","XGB-PCA","RF-PCA"
"Iron_DL - Molybdenum_RF-PCA",0.00589447223155377,"Iron_DL","Molybdenum_RF-PCA","Iron","Molybdenum","DL","RF-PCA"
"Iron_PLS - Molybdenum_RF-PCA",0.00135691342519474,"Iron_PLS","Molybdenum_RF-PCA","Iron","Molybdenum","PLS","RF-PCA"
"Iron_RF-PCA - Molybdenum_RF-PCA",0.000998064174516576,"Iron_RF-PCA","Molybdenum_RF-PCA","Iron","Molybdenum","RF-PCA","RF-PCA"
"Iron_XGB-PCA - Molybdenum_RF-PCA",0.00208522409888709,"Iron_XGB-PCA","Molybdenum_RF-PCA","Iron","Molybdenum","XGB-PCA","RF-PCA"
"Magnesium_DL - Molybdenum_RF-PCA",2.7249908978468e-10,"Magnesium_DL","Molybdenum_RF-PCA","Magnesium","Molybdenum","DL","RF-PCA"
"Magnesium_PLS - Molybdenum_RF-PCA",1.74821662646874e-09,"Magnesium_PLS","Molybdenum_RF-PCA","Magnesium","Molybdenum","PLS","RF-PCA"
"Magnesium_RF-PCA - Molybdenum_RF-PCA",1.37175998584788e-10,"Magnesium_RF-PCA","Molybdenum_RF-PCA","Magnesium","Molybdenum","RF-PCA","RF-PCA"
"Magnesium_XGB-PCA - Molybdenum_RF-PCA",4.07390206680119e-10,"Magnesium_XGB-PCA","Molybdenum_RF-PCA","Magnesium","Molybdenum","XGB-PCA","RF-PCA"
"Manganese_DL - Molybdenum_RF-PCA",4.28868799630492e-05,"Manganese_DL","Molybdenum_RF-PCA","Manganese","Molybdenum","DL","RF-PCA"
"Manganese_PLS - Molybdenum_RF-PCA",0.000625065431514178,"Manganese_PLS","Molybdenum_RF-PCA","Manganese","Molybdenum","PLS","RF-PCA"
"Manganese_RF-PCA - Molybdenum_RF-PCA",0.000884527820946981,"Manganese_RF-PCA","Molybdenum_RF-PCA","Manganese","Molybdenum","RF-PCA","RF-PCA"
"Manganese_XGB-PCA - Molybdenum_RF-PCA",0.000288949618757392,"Manganese_XGB-PCA","Molybdenum_RF-PCA","Manganese","Molybdenum","XGB-PCA","RF-PCA"
"Molybdenum_DL - Molybdenum_RF-PCA",0.483623686676751,"Molybdenum_DL","Molybdenum_RF-PCA","Molybdenum","Molybdenum","DL","RF-PCA"
"Molybdenum_PLS - Molybdenum_RF-PCA",0.439584411337777,"Molybdenum_PLS","Molybdenum_RF-PCA","Molybdenum","Molybdenum","PLS","RF-PCA"
"Ammonium-N_DL - Molybdenum_XGB-PCA",1.46422950196677e-08,"Ammonium-N_DL","Molybdenum_XGB-PCA","Ammonium-N","Molybdenum","DL","XGB-PCA"
"Ammonium-N_PLS - Molybdenum_XGB-PCA",2.34656398205016e-08,"Ammonium-N_PLS","Molybdenum_XGB-PCA","Ammonium-N","Molybdenum","PLS","XGB-PCA"
"Ammonium-N_RF-PCA - Molybdenum_XGB-PCA",1.71160039442571e-08,"Ammonium-N_RF-PCA","Molybdenum_XGB-PCA","Ammonium-N","Molybdenum","RF-PCA","XGB-PCA"
"Ammonium-N_XGB-PCA - Molybdenum_XGB-PCA",9.52301731551702e-09,"Ammonium-N_XGB-PCA","Molybdenum_XGB-PCA","Ammonium-N","Molybdenum","XGB-PCA","XGB-PCA"
"Boron_DL - Molybdenum_XGB-PCA",0.0971751766792267,"Boron_DL","Molybdenum_XGB-PCA","Boron","Molybdenum","DL","XGB-PCA"
"Boron_PLS - Molybdenum_XGB-PCA",0.155219541698571,"Boron_PLS","Molybdenum_XGB-PCA","Boron","Molybdenum","PLS","XGB-PCA"
"Boron_RF-PCA - Molybdenum_XGB-PCA",0.142633960197758,"Boron_RF-PCA","Molybdenum_XGB-PCA","Boron","Molybdenum","RF-PCA","XGB-PCA"
"Boron_XGB-PCA - Molybdenum_XGB-PCA",0.0899080306599624,"Boron_XGB-PCA","Molybdenum_XGB-PCA","Boron","Molybdenum","XGB-PCA","XGB-PCA"
"Calcium_DL - Molybdenum_XGB-PCA",1.86557744606591e-15,"Calcium_DL","Molybdenum_XGB-PCA","Calcium","Molybdenum","DL","XGB-PCA"
"Calcium_PLS - Molybdenum_XGB-PCA",2.21222382475917e-14,"Calcium_PLS","Molybdenum_XGB-PCA","Calcium","Molybdenum","PLS","XGB-PCA"
"Calcium_RF-PCA - Molybdenum_XGB-PCA",2.53772510119065e-15,"Calcium_RF-PCA","Molybdenum_XGB-PCA","Calcium","Molybdenum","RF-PCA","XGB-PCA"
"Calcium_XGB-PCA - Molybdenum_XGB-PCA",2.06766578966571e-14,"Calcium_XGB-PCA","Molybdenum_XGB-PCA","Calcium","Molybdenum","XGB-PCA","XGB-PCA"
"Copper_DL - Molybdenum_XGB-PCA",0.101876502235618,"Copper_DL","Molybdenum_XGB-PCA","Copper","Molybdenum","DL","XGB-PCA"
"Copper_PLS - Molybdenum_XGB-PCA",0.114964555334184,"Copper_PLS","Molybdenum_XGB-PCA","Copper","Molybdenum","PLS","XGB-PCA"
"Copper_RF-PCA - Molybdenum_XGB-PCA",0.145071926143,"Copper_RF-PCA","Molybdenum_XGB-PCA","Copper","Molybdenum","RF-PCA","XGB-PCA"
"Copper_XGB-PCA - Molybdenum_XGB-PCA",0.119192435420895,"Copper_XGB-PCA","Molybdenum_XGB-PCA","Copper","Molybdenum","XGB-PCA","XGB-PCA"
"Iron_DL - Molybdenum_XGB-PCA",0.00576484884464507,"Iron_DL","Molybdenum_XGB-PCA","Iron","Molybdenum","DL","XGB-PCA"
"Iron_PLS - Molybdenum_XGB-PCA",0.00132249239245407,"Iron_PLS","Molybdenum_XGB-PCA","Iron","Molybdenum","PLS","XGB-PCA"
"Iron_RF-PCA - Molybdenum_XGB-PCA",0.000972092011024945,"Iron_RF-PCA","Molybdenum_XGB-PCA","Iron","Molybdenum","RF-PCA","XGB-PCA"
"Iron_XGB-PCA - Molybdenum_XGB-PCA",0.00203429592994666,"Iron_XGB-PCA","Molybdenum_XGB-PCA","Iron","Molybdenum","XGB-PCA","XGB-PCA"
"Magnesium_DL - Molybdenum_XGB-PCA",2.59269703669261e-10,"Magnesium_DL","Molybdenum_XGB-PCA","Magnesium","Molybdenum","DL","XGB-PCA"
"Magnesium_PLS - Molybdenum_XGB-PCA",1.66714791536843e-09,"Magnesium_PLS","Molybdenum_XGB-PCA","Magnesium","Molybdenum","PLS","XGB-PCA"
"Magnesium_RF-PCA - Molybdenum_XGB-PCA",1.30409527023346e-10,"Magnesium_RF-PCA","Molybdenum_XGB-PCA","Magnesium","Molybdenum","RF-PCA","XGB-PCA"
"Magnesium_XGB-PCA - Molybdenum_XGB-PCA",3.87800376228246e-10,"Magnesium_XGB-PCA","Molybdenum_XGB-PCA","Magnesium","Molybdenum","XGB-PCA","XGB-PCA"
"Manganese_DL - Molybdenum_XGB-PCA",4.15138377840283e-05,"Manganese_DL","Molybdenum_XGB-PCA","Manganese","Molybdenum","DL","XGB-PCA"
"Manganese_PLS - Molybdenum_XGB-PCA",0.000608193224155193,"Manganese_PLS","Molybdenum_XGB-PCA","Manganese","Molybdenum","PLS","XGB-PCA"
"Manganese_RF-PCA - Molybdenum_XGB-PCA",0.000861285895652731,"Manganese_RF-PCA","Molybdenum_XGB-PCA","Manganese","Molybdenum","RF-PCA","XGB-PCA"
"Manganese_XGB-PCA - Molybdenum_XGB-PCA",0.000280707323511477,"Manganese_XGB-PCA","Molybdenum_XGB-PCA","Manganese","Molybdenum","XGB-PCA","XGB-PCA"
"Molybdenum_DL - Molybdenum_XGB-PCA",0.480506673855494,"Molybdenum_DL","Molybdenum_XGB-PCA","Molybdenum","Molybdenum","DL","XGB-PCA"
"Molybdenum_PLS - Molybdenum_XGB-PCA",0.442670540899812,"Molybdenum_PLS","Molybdenum_XGB-PCA","Molybdenum","Molybdenum","PLS","XGB-PCA"
"Molybdenum_RF-PCA - Molybdenum_XGB-PCA",0.496879857489451,"Molybdenum_RF-PCA","Molybdenum_XGB-PCA","Molybdenum","Molybdenum","RF-PCA","XGB-PCA"
"Ammonium-N_DL - Nitrate-N_DL",1.0605099526279e-05,"Ammonium-N_DL","Nitrate-N_DL","Ammonium-N","Nitrate-N","DL","DL"
"Ammonium-N_PLS - Nitrate-N_DL",7.29283832160954e-06,"Ammonium-N_PLS","Nitrate-N_DL","Ammonium-N","Nitrate-N","PLS","DL"
"Ammonium-N_RF-PCA - Nitrate-N_DL",9.3813162676734e-06,"Ammonium-N_RF-PCA","Nitrate-N_DL","Ammonium-N","Nitrate-N","RF-PCA","DL"
"Ammonium-N_XGB-PCA - Nitrate-N_DL",1.47711977437657e-05,"Ammonium-N_XGB-PCA","Nitrate-N_DL","Ammonium-N","Nitrate-N","XGB-PCA","DL"
"Boron_DL - Nitrate-N_DL",9.51233008808688e-18,"Boron_DL","Nitrate-N_DL","Boron","Nitrate-N","DL","DL"
"Boron_PLS - Nitrate-N_DL",7.95045196685489e-19,"Boron_PLS","Nitrate-N_DL","Boron","Nitrate-N","PLS","DL"
"Boron_RF-PCA - Nitrate-N_DL",1.28631233776591e-18,"Boron_RF-PCA","Nitrate-N_DL","Boron","Nitrate-N","RF-PCA","DL"
"Boron_XGB-PCA - Nitrate-N_DL",1.38241231921508e-17,"Boron_XGB-PCA","Nitrate-N_DL","Boron","Nitrate-N","XGB-PCA","DL"
"Calcium_DL - Nitrate-N_DL",0.0265706313350124,"Calcium_DL","Nitrate-N_DL","Calcium","Nitrate-N","DL","DL"
"Calcium_PLS - Nitrate-N_DL",0.0122388000011213,"Calcium_PLS","Nitrate-N_DL","Calcium","Nitrate-N","PLS","DL"
"Calcium_RF-PCA - Nitrate-N_DL",0.0242826660680725,"Calcium_RF-PCA","Nitrate-N_DL","Calcium","Nitrate-N","RF-PCA","DL"
"Calcium_XGB-PCA - Nitrate-N_DL",0.0125211344050374,"Calcium_XGB-PCA","Nitrate-N_DL","Calcium","Nitrate-N","XGB-PCA","DL"
"Copper_DL - Nitrate-N_DL",7.5431400283923e-18,"Copper_DL","Nitrate-N_DL","Copper","Nitrate-N","DL","DL"
"Copper_PLS - Nitrate-N_DL",4.0958337635512e-18,"Copper_PLS","Nitrate-N_DL","Copper","Nitrate-N","PLS","DL"
"Copper_RF-PCA - Nitrate-N_DL",1.16958655444998e-18,"Copper_RF-PCA","Nitrate-N_DL","Copper","Nitrate-N","RF-PCA","DL"
"Copper_XGB-PCA - Nitrate-N_DL",3.39533146606297e-18,"Copper_XGB-PCA","Nitrate-N_DL","Copper","Nitrate-N","XGB-PCA","DL"
"Iron_DL - Nitrate-N_DL",1.78160734788481e-13,"Iron_DL","Nitrate-N_DL","Iron","Nitrate-N","DL","DL"
"Iron_PLS - Nitrate-N_DL",5.56124141623677e-12,"Iron_PLS","Nitrate-N_DL","Iron","Nitrate-N","PLS","DL"
"Iron_RF-PCA - Nitrate-N_DL",1.05078425877387e-11,"Iron_RF-PCA","Nitrate-N_DL","Iron","Nitrate-N","RF-PCA","DL"
"Iron_XGB-PCA - Nitrate-N_DL",2.18571177422744e-12,"Iron_XGB-PCA","Nitrate-N_DL","Iron","Nitrate-N","XGB-PCA","DL"
"Magnesium_DL - Nitrate-N_DL",0.000169168579902009,"Magnesium_DL","Nitrate-N_DL","Magnesium","Nitrate-N","DL","DL"
"Magnesium_PLS - Nitrate-N_DL",5.15486019867221e-05,"Magnesium_PLS","Nitrate-N_DL","Magnesium","Nitrate-N","PLS","DL"
"Magnesium_RF-PCA - Nitrate-N_DL",0.000253552168165533,"Magnesium_RF-PCA","Nitrate-N_DL","Magnesium","Nitrate-N","RF-PCA","DL"
"Magnesium_XGB-PCA - Nitrate-N_DL",0.000132364286694248,"Magnesium_XGB-PCA","Nitrate-N_DL","Magnesium","Nitrate-N","XGB-PCA","DL"
"Manganese_DL - Nitrate-N_DL",2.28762643895676e-09,"Manganese_DL","Nitrate-N_DL","Manganese","Nitrate-N","DL","DL"
"Manganese_PLS - Nitrate-N_DL",2.64731861367901e-11,"Manganese_PLS","Nitrate-N_DL","Manganese","Nitrate-N","PLS","DL"
"Manganese_RF-PCA - Nitrate-N_DL",1.34052799581151e-11,"Manganese_RF-PCA","Nitrate-N_DL","Manganese","Nitrate-N","RF-PCA","DL"
"Manganese_XGB-PCA - Nitrate-N_DL",1.09197790490132e-10,"Manganese_XGB-PCA","Nitrate-N_DL","Manganese","Nitrate-N","XGB-PCA","DL"
"Molybdenum_DL - Nitrate-N_DL",9.35758814205907e-23,"Molybdenum_DL","Nitrate-N_DL","Molybdenum","Nitrate-N","DL","DL"
"Molybdenum_PLS - Nitrate-N_DL",1.37167846184485e-23,"Molybdenum_PLS","Nitrate-N_DL","Molybdenum","Nitrate-N","PLS","DL"
"Molybdenum_RF-PCA - Nitrate-N_DL",6.2397616910149e-23,"Molybdenum_RF-PCA","Nitrate-N_DL","Molybdenum","Nitrate-N","RF-PCA","DL"
"Molybdenum_XGB-PCA - Nitrate-N_DL",5.77514337432288e-23,"Molybdenum_XGB-PCA","Nitrate-N_DL","Molybdenum","Nitrate-N","XGB-PCA","DL"
"Ammonium-N_DL - Nitrate-N_PLS",2.1167277140346e-05,"Ammonium-N_DL","Nitrate-N_PLS","Ammonium-N","Nitrate-N","DL","PLS"
"Ammonium-N_PLS - Nitrate-N_PLS",1.47394992230684e-05,"Ammonium-N_PLS","Nitrate-N_PLS","Ammonium-N","Nitrate-N","PLS","PLS"
"Ammonium-N_RF-PCA - Nitrate-N_PLS",1.88019909192343e-05,"Ammonium-N_RF-PCA","Nitrate-N_PLS","Ammonium-N","Nitrate-N","RF-PCA","PLS"
"Ammonium-N_XGB-PCA - Nitrate-N_PLS",2.91527968622927e-05,"Ammonium-N_XGB-PCA","Nitrate-N_PLS","Ammonium-N","Nitrate-N","XGB-PCA","PLS"
"Boron_DL - Nitrate-N_PLS",3.64607687411519e-17,"Boron_DL","Nitrate-N_PLS","Boron","Nitrate-N","DL","PLS"
"Boron_PLS - Nitrate-N_PLS",3.18468387793444e-18,"Boron_PLS","Nitrate-N_PLS","Boron","Nitrate-N","PLS","PLS"
"Boron_RF-PCA - Nitrate-N_PLS",5.10925564796792e-18,"Boron_RF-PCA","Nitrate-N_PLS","Boron","Nitrate-N","RF-PCA","PLS"
"Boron_XGB-PCA - Nitrate-N_PLS",5.26309898487041e-17,"Boron_XGB-PCA","Nitrate-N_PLS","Boron","Nitrate-N","XGB-PCA","PLS"
"Calcium_DL - Nitrate-N_PLS",0.0378358742645879,"Calcium_DL","Nitrate-N_PLS","Calcium","Nitrate-N","DL","PLS"
"Calcium_PLS - Nitrate-N_PLS",0.0182126014980853,"Calcium_PLS","Nitrate-N_PLS","Calcium","Nitrate-N","PLS","PLS"
"Calcium_RF-PCA - Nitrate-N_PLS",0.0347628765057175,"Calcium_RF-PCA","Nitrate-N_PLS","Calcium","Nitrate-N","RF-PCA","PLS"
"Calcium_XGB-PCA - Nitrate-N_PLS",0.0186096621743257,"Calcium_XGB-PCA","Nitrate-N_PLS","Calcium","Nitrate-N","XGB-PCA","PLS"
"Copper_DL - Nitrate-N_PLS",2.90338753174869e-17,"Copper_DL","Nitrate-N_PLS","Copper","Nitrate-N","DL","PLS"
"Copper_PLS - Nitrate-N_PLS",1.59384108229945e-17,"Copper_PLS","Nitrate-N_PLS","Copper","Nitrate-N","PLS","PLS"
"Copper_RF-PCA - Nitrate-N_PLS",4.65339142406175e-18,"Copper_RF-PCA","Nitrate-N_PLS","Copper","Nitrate-N","RF-PCA","PLS"
"Copper_XGB-PCA - Nitrate-N_PLS",1.32567298893964e-17,"Copper_XGB-PCA","Nitrate-N_PLS","Copper","Nitrate-N","XGB-PCA","PLS"
"Iron_DL - Nitrate-N_PLS",5.64474464980613e-13,"Iron_DL","Nitrate-N_PLS","Iron","Nitrate-N","DL","PLS"
"Iron_PLS - Nitrate-N_PLS",1.63605550328673e-11,"Iron_PLS","Nitrate-N_PLS","Iron","Nitrate-N","PLS","PLS"
"Iron_RF-PCA - Nitrate-N_PLS",3.04754649746715e-11,"Iron_RF-PCA","Nitrate-N_PLS","Iron","Nitrate-N","RF-PCA","PLS"
"Iron_XGB-PCA - Nitrate-N_PLS",6.56394490930394e-12,"Iron_XGB-PCA","Nitrate-N_PLS","Iron","Nitrate-N","XGB-PCA","PLS"
"Magnesium_DL - Nitrate-N_PLS",0.00030556399704968,"Magnesium_DL","Nitrate-N_PLS","Magnesium","Nitrate-N","DL","PLS"
"Magnesium_PLS - Nitrate-N_PLS",9.73542765205079e-05,"Magnesium_PLS","Nitrate-N_PLS","Magnesium","Nitrate-N","PLS","PLS"
"Magnesium_RF-PCA - Nitrate-N_PLS",0.000450772242457364,"Magnesium_RF-PCA","Nitrate-N_PLS","Magnesium","Nitrate-N","RF-PCA","PLS"
"Magnesium_XGB-PCA - Nitrate-N_PLS",0.00024135349041223,"Magnesium_XGB-PCA","Nitrate-N_PLS","Magnesium","Nitrate-N","XGB-PCA","PLS"
"Manganese_DL - Nitrate-N_PLS",5.83331846531946e-09,"Manganese_DL","Nitrate-N_PLS","Manganese","Nitrate-N","DL","PLS"
"Manganese_PLS - Nitrate-N_PLS",7.51816622965559e-11,"Manganese_PLS","Nitrate-N_PLS","Manganese","Nitrate-N","PLS","PLS"
"Manganese_RF-PCA - Nitrate-N_PLS",3.8665431084615e-11,"Manganese_RF-PCA","Nitrate-N_PLS","Manganese","Nitrate-N","RF-PCA","PLS"
"Manganese_XGB-PCA - Nitrate-N_PLS",3.00031537677968e-10,"Manganese_XGB-PCA","Nitrate-N_PLS","Manganese","Nitrate-N","XGB-PCA","PLS"
"Molybdenum_DL - Nitrate-N_PLS",4.35611679253976e-22,"Molybdenum_DL","Nitrate-N_PLS","Molybdenum","Nitrate-N","DL","PLS"
"Molybdenum_PLS - Nitrate-N_PLS",6.5804613449141e-23,"Molybdenum_PLS","Nitrate-N_PLS","Molybdenum","Nitrate-N","PLS","PLS"
