"comparison","p","comp1","comp2","sp1","sp2","mod1","mod2"
"Nitrate-N_RF-PCA - pH_XGB-PCA",5.66012506750369e-07,"Nitrate-N_RF-PCA","pH_XGB-PCA","Nitrate-N","pH","RF-PCA","XGB-PCA"
"Nitrate-N_XGB-PCA - pH_XGB-PCA",3.32531347827928e-07,"Nitrate-N_XGB-PCA","pH_XGB-PCA","Nitrate-N","pH","XGB-PCA","XGB-PCA"
"pH_DL - pH_XGB-PCA",0.418285332541272,"pH_DL","pH_XGB-PCA","pH","pH","DL","XGB-PCA"
"pH_PLS - pH_XGB-PCA",0.465720374769407,"pH_PLS","pH_XGB-PCA","pH","pH","PLS","XGB-PCA"
"pH_RF-PCA - pH_XGB-PCA",0.411996188722,"pH_RF-PCA","pH_XGB-PCA","pH","pH","RF-PCA","XGB-PCA"
"Ammonium-N_DL - Phosphorus_DL",0.0165340935460237,"Ammonium-N_DL","Phosphorus_DL","Ammonium-N","Phosphorus","DL","DL"
"Ammonium-N_PLS - Phosphorus_DL",0.0134022252008811,"Ammonium-N_PLS","Phosphorus_DL","Ammonium-N","Phosphorus","PLS","DL"
"Ammonium-N_RF-PCA - Phosphorus_DL",0.0154395061498355,"Ammonium-N_RF-PCA","Phosphorus_DL","Ammonium-N","Phosphorus","RF-PCA","DL"
"Ammonium-N_XGB-PCA - Phosphorus_DL",0.0198688584398889,"Ammonium-N_XGB-PCA","Phosphorus_DL","Ammonium-N","Phosphorus","XGB-PCA","DL"
"Boron_DL - Phosphorus_DL",8.90666084685104e-11,"Boron_DL","Phosphorus_DL","Boron","Phosphorus","DL","DL"
"Boron_PLS - Phosphorus_DL",1.34499578738246e-11,"Boron_PLS","Phosphorus_DL","Boron","Phosphorus","PLS","DL"
"Boron_RF-PCA - Phosphorus_DL",1.94306701533905e-11,"Boron_RF-PCA","Phosphorus_DL","Boron","Phosphorus","RF-PCA","DL"
"Boron_XGB-PCA - Phosphorus_DL",1.18214515220016e-10,"Boron_XGB-PCA","Phosphorus_DL","Boron","Phosphorus","XGB-PCA","DL"
"Calcium_DL - Phosphorus_DL",0.425936491010672,"Calcium_DL","Phosphorus_DL","Calcium","Phosphorus","DL","DL"
"Calcium_PLS - Phosphorus_DL",0.448659662462739,"Calcium_PLS","Phosphorus_DL","Calcium","Phosphorus","PLS","DL"
"Calcium_RF-PCA - Phosphorus_DL",0.441127029246085,"Calcium_RF-PCA","Phosphorus_DL","Calcium","Phosphorus","RF-PCA","DL"
"Calcium_XGB-PCA - Phosphorus_DL",0.452142683525775,"Calcium_XGB-PCA","Phosphorus_DL","Calcium","Phosphorus","XGB-PCA","DL"
"Copper_DL - Phosphorus_DL",7.47014217254447e-11,"Copper_DL","Phosphorus_DL","Copper","Phosphorus","DL","DL"
"Copper_PLS - Phosphorus_DL",4.69765510535038e-11,"Copper_PLS","Phosphorus_DL","Copper","Phosphorus","PLS","DL"
"Copper_RF-PCA - Phosphorus_DL",1.80684885706121e-11,"Copper_RF-PCA","Phosphorus_DL","Copper","Phosphorus","RF-PCA","DL"
"Copper_XGB-PCA - Phosphorus_DL",4.07293513997297e-11,"Copper_XGB-PCA","Phosphorus_DL","Copper","Phosphorus","XGB-PCA","DL"
"Iron_DL - Phosphorus_DL",1.29761831117961e-07,"Iron_DL","Phosphorus_DL","Iron","Phosphorus","DL","DL"
"Iron_PLS - Phosphorus_DL",1.50106960028935e-06,"Iron_PLS","Phosphorus_DL","Iron","Phosphorus","PLS","DL"
"Iron_RF-PCA - Phosphorus_DL",2.34400197350542e-06,"Iron_RF-PCA","Phosphorus_DL","Iron","Phosphorus","RF-PCA","DL"
"Iron_XGB-PCA - Phosphorus_DL",7.77163212013167e-07,"Iron_XGB-PCA","Phosphorus_DL","Iron","Phosphorus","XGB-PCA","DL"
"Magnesium_DL - Phosphorus_DL",0.0716616769511454,"Magnesium_DL","Phosphorus_DL","Magnesium","Phosphorus","DL","DL"
"Magnesium_PLS - Phosphorus_DL",0.0389768765201963,"Magnesium_PLS","Phosphorus_DL","Magnesium","Phosphorus","PLS","DL"
"Magnesium_RF-PCA - Phosphorus_DL",0.0874740406745829,"Magnesium_RF-PCA","Phosphorus_DL","Magnesium","Phosphorus","RF-PCA","DL"
"Magnesium_XGB-PCA - Phosphorus_DL",0.0633714140629013,"Magnesium_XGB-PCA","Phosphorus_DL","Magnesium","Phosphorus","XGB-PCA","DL"
"Manganese_DL - Phosphorus_DL",9.14891909422941e-05,"Manganese_DL","Phosphorus_DL","Manganese","Phosphorus","DL","DL"
"Manganese_PLS - Phosphorus_DL",4.45828118837672e-06,"Manganese_PLS","Phosphorus_DL","Manganese","Phosphorus","PLS","DL"
"Manganese_RF-PCA - Phosphorus_DL",2.77819666414031e-06,"Manganese_RF-PCA","Phosphorus_DL","Manganese","Phosphorus","RF-PCA","DL"
"Manganese_XGB-PCA - Phosphorus_DL",1.18248852455803e-05,"Manganese_XGB-PCA","Phosphorus_DL","Manganese","Phosphorus","XGB-PCA","DL"
"Molybdenum_DL - Phosphorus_DL",1.19180960550057e-14,"Molybdenum_DL","Phosphorus_DL","Molybdenum","Phosphorus","DL","DL"
"Molybdenum_PLS - Phosphorus_DL",2.61782904961274e-15,"Molybdenum_PLS","Phosphorus_DL","Molybdenum","Phosphorus","PLS","DL"
"Molybdenum_RF-PCA - Phosphorus_DL",8.66075919177954e-15,"Molybdenum_RF-PCA","Phosphorus_DL","Molybdenum","Phosphorus","RF-PCA","DL"
"Molybdenum_XGB-PCA - Phosphorus_DL",8.14825356213024e-15,"Molybdenum_XGB-PCA","Phosphorus_DL","Molybdenum","Phosphorus","XGB-PCA","DL"
"Nitrate-N_DL - Phosphorus_DL",0.0169819341866392,"Nitrate-N_DL","Phosphorus_DL","Nitrate-N","Phosphorus","DL","DL"
"Nitrate-N_PLS - Phosphorus_DL",0.0248172539385374,"Nitrate-N_PLS","Phosphorus_DL","Nitrate-N","Phosphorus","PLS","DL"
"Nitrate-N_RF-PCA - Phosphorus_DL",0.0557925771609059,"Nitrate-N_RF-PCA","Phosphorus_DL","Nitrate-N","Phosphorus","RF-PCA","DL"
"Nitrate-N_XGB-PCA - Phosphorus_DL",0.0450161694547806,"Nitrate-N_XGB-PCA","Phosphorus_DL","Nitrate-N","Phosphorus","XGB-PCA","DL"
"pH_DL - Phosphorus_DL",0.001071052065445,"pH_DL","Phosphorus_DL","pH","Phosphorus","DL","DL"
"pH_PLS - Phosphorus_DL",0.000711270026625831,"pH_PLS","Phosphorus_DL","pH","Phosphorus","PLS","DL"
"pH_RF-PCA - Phosphorus_DL",0.000233956041712224,"pH_RF-PCA","Phosphorus_DL","pH","Phosphorus","RF-PCA","DL"
"pH_XGB-PCA - Phosphorus_DL",0.000526311489114852,"pH_XGB-PCA","Phosphorus_DL","pH","Phosphorus","XGB-PCA","DL"
"Ammonium-N_DL - Phosphorus_PLS",0.052150750065755,"Ammonium-N_DL","Phosphorus_PLS","Ammonium-N","Phosphorus","DL","PLS"
"Ammonium-N_PLS - Phosphorus_PLS",0.0438694407347304,"Ammonium-N_PLS","Phosphorus_PLS","Ammonium-N","Phosphorus","PLS","PLS"
"Ammonium-N_RF-PCA - Phosphorus_PLS",0.0492955991971788,"Ammonium-N_RF-PCA","Phosphorus_PLS","Ammonium-N","Phosphorus","RF-PCA","PLS"
"Ammonium-N_XGB-PCA - Phosphorus_PLS",0.0606237192832861,"Ammonium-N_XGB-PCA","Phosphorus_PLS","Ammonium-N","Phosphorus","XGB-PCA","PLS"
"Boron_DL - Phosphorus_PLS",2.15034418473054e-09,"Boron_DL","Phosphorus_PLS","Boron","Phosphorus","DL","PLS"
"Boron_PLS - Phosphorus_PLS",3.73714048518766e-10,"Boron_PLS","Phosphorus_PLS","Boron","Phosphorus","PLS","PLS"
"Boron_RF-PCA - Phosphorus_PLS",5.25555783953893e-10,"Boron_RF-PCA","Phosphorus_PLS","Boron","Phosphorus","RF-PCA","PLS"
"Boron_XGB-PCA - Phosphorus_PLS",2.79324901375948e-09,"Boron_XGB-PCA","Phosphorus_PLS","Boron","Phosphorus","XGB-PCA","PLS"
"Calcium_DL - Phosphorus_PLS",0.243955465990022,"Calcium_DL","Phosphorus_PLS","Calcium","Phosphorus","DL","PLS"
"Calcium_PLS - Phosphorus_PLS",0.352768144951802,"Calcium_PLS","Phosphorus_PLS","Calcium","Phosphorus","PLS","PLS"
"Calcium_RF-PCA - Phosphorus_PLS",0.256227901175326,"Calcium_RF-PCA","Phosphorus_PLS","Calcium","Phosphorus","RF-PCA","PLS"
"Calcium_XGB-PCA - Phosphorus_PLS",0.349505269302814,"Calcium_XGB-PCA","Phosphorus_PLS","Calcium","Phosphorus","XGB-PCA","PLS"
"Copper_DL - Phosphorus_PLS",1.82769619200061e-09,"Copper_DL","Phosphorus_PLS","Copper","Phosphorus","DL","PLS"
"Copper_PLS - Phosphorus_PLS",1.19014450942045e-09,"Copper_PLS","Phosphorus_PLS","Copper","Phosphorus","PLS","PLS"
"Copper_RF-PCA - Phosphorus_PLS",4.91325145616488e-10,"Copper_RF-PCA","Phosphorus_PLS","Copper","Phosphorus","RF-PCA","PLS"
"Copper_XGB-PCA - Phosphorus_PLS",1.04292869029296e-09,"Copper_XGB-PCA","Phosphorus_PLS","Copper","Phosphorus","XGB-PCA","PLS"
"Iron_DL - Phosphorus_PLS",1.71039023927044e-06,"Iron_DL","Phosphorus_PLS","Iron","Phosphorus","DL","PLS"
"Iron_PLS - Phosphorus_PLS",1.56519610361296e-05,"Iron_PLS","Phosphorus_PLS","Iron","Phosphorus","PLS","PLS"
"Iron_RF-PCA - Phosphorus_PLS",2.33676873610286e-05,"Iron_RF-PCA","Phosphorus_PLS","Iron","Phosphorus","RF-PCA","PLS"
"Iron_XGB-PCA - Phosphorus_PLS",8.64786842788322e-06,"Iron_XGB-PCA","Phosphorus_PLS","Iron","Phosphorus","XGB-PCA","PLS"
"Magnesium_DL - Phosphorus_PLS",0.169379445622838,"Magnesium_DL","Phosphorus_PLS","Magnesium","Phosphorus","DL","PLS"
"Magnesium_PLS - Phosphorus_PLS",0.104598212182634,"Magnesium_PLS","Phosphorus_PLS","Magnesium","Phosphorus","PLS","PLS"
"Magnesium_RF-PCA - Phosphorus_PLS",0.197782417449401,"Magnesium_RF-PCA","Phosphorus_PLS","Magnesium","Phosphorus","RF-PCA","PLS"
"Magnesium_XGB-PCA - Phosphorus_PLS",0.153824639518584,"Magnesium_XGB-PCA","Phosphorus_PLS","Magnesium","Phosphorus","XGB-PCA","PLS"
"Manganese_DL - Phosphorus_PLS",0.00060923528739834,"Manganese_DL","Phosphorus_PLS","Manganese","Phosphorus","DL","PLS"
"Manganese_PLS - Phosphorus_PLS",4.15984212010256e-05,"Manganese_PLS","Phosphorus_PLS","Manganese","Phosphorus","PLS","PLS"
"Manganese_RF-PCA - Phosphorus_PLS",2.72202813123314e-05,"Manganese_RF-PCA","Phosphorus_PLS","Manganese","Phosphorus","RF-PCA","PLS"
"Manganese_XGB-PCA - Phosphorus_PLS",9.945072265989e-05,"Manganese_XGB-PCA","Phosphorus_PLS","Manganese","Phosphorus","XGB-PCA","PLS"
"Molybdenum_DL - Phosphorus_PLS",5.35239749378174e-13,"Molybdenum_DL","Phosphorus_PLS","Molybdenum","Phosphorus","DL","PLS"
"Molybdenum_PLS - Phosphorus_PLS",1.2944901366482e-13,"Molybdenum_PLS","Phosphorus_PLS","Molybdenum","Phosphorus","PLS","PLS"
"Molybdenum_RF-PCA - Phosphorus_PLS",3.96996992369063e-13,"Molybdenum_RF-PCA","Phosphorus_PLS","Molybdenum","Phosphorus","RF-PCA","PLS"
"Molybdenum_XGB-PCA - Phosphorus_PLS",3.7496372030428e-13,"Molybdenum_XGB-PCA","Phosphorus_PLS","Molybdenum","Phosphorus","XGB-PCA","PLS"
"Nitrate-N_DL - Phosphorus_PLS",0.00430192352569522,"Nitrate-N_DL","Phosphorus_PLS","Nitrate-N","Phosphorus","DL","PLS"
"Nitrate-N_PLS - Phosphorus_PLS",0.0067555285854879,"Nitrate-N_PLS","Phosphorus_PLS","Nitrate-N","Phosphorus","PLS","PLS"
"Nitrate-N_RF-PCA - Phosphorus_PLS",0.0179519242247574,"Nitrate-N_RF-PCA","Phosphorus_PLS","Nitrate-N","Phosphorus","RF-PCA","PLS"
"Nitrate-N_XGB-PCA - Phosphorus_PLS",0.0138279467882662,"Nitrate-N_XGB-PCA","Phosphorus_PLS","Nitrate-N","Phosphorus","XGB-PCA","PLS"
"pH_DL - Phosphorus_PLS",0.00519036113518734,"pH_DL","Phosphorus_PLS","pH","Phosphorus","DL","PLS"
"pH_PLS - Phosphorus_PLS",0.00364680969503896,"pH_PLS","Phosphorus_PLS","pH","Phosphorus","PLS","PLS"
"pH_RF-PCA - Phosphorus_PLS",0.00138770122907779,"pH_RF-PCA","Phosphorus_PLS","pH","Phosphorus","RF-PCA","PLS"
"pH_XGB-PCA - Phosphorus_PLS",0.00281001433554275,"pH_XGB-PCA","Phosphorus_PLS","pH","Phosphorus","XGB-PCA","PLS"
"Phosphorus_DL - Phosphorus_PLS",0.306110332768355,"Phosphorus_DL","Phosphorus_PLS","Phosphorus","Phosphorus","DL","PLS"
"Ammonium-N_DL - Phosphorus_RF-PCA",0.0606237192832861,"Ammonium-N_DL","Phosphorus_RF-PCA","Ammonium-N","Phosphorus","DL","RF-PCA"
"Ammonium-N_PLS - Phosphorus_RF-PCA",0.0512704506254558,"Ammonium-N_PLS","Phosphorus_RF-PCA","Ammonium-N","Phosphorus","PLS","RF-PCA"
"Ammonium-N_RF-PCA - Phosphorus_RF-PCA",0.057405499942789,"Ammonium-N_RF-PCA","Phosphorus_RF-PCA","Ammonium-N","Phosphorus","RF-PCA","RF-PCA"
"Ammonium-N_XGB-PCA - Phosphorus_RF-PCA",0.0701372743830687,"Ammonium-N_XGB-PCA","Phosphorus_RF-PCA","Ammonium-N","Phosphorus","XGB-PCA","RF-PCA"
"Boron_DL - Phosphorus_RF-PCA",3.36748349928535e-09,"Boron_DL","Phosphorus_RF-PCA","Boron","Phosphorus","DL","RF-PCA"
"Boron_PLS - Phosphorus_RF-PCA",5.97479740699743e-10,"Boron_PLS","Phosphorus_RF-PCA","Boron","Phosphorus","PLS","RF-PCA"
"Boron_RF-PCA - Phosphorus_RF-PCA",8.36915079750802e-10,"Boron_RF-PCA","Phosphorus_RF-PCA","Boron","Phosphorus","RF-PCA","RF-PCA"
"Boron_XGB-PCA - Phosphorus_RF-PCA",4.36043574650963e-09,"Boron_XGB-PCA","Phosphorus_RF-PCA","Boron","Phosphorus","XGB-PCA","RF-PCA"
"Calcium_DL - Phosphorus_RF-PCA",0.221117436858519,"Calcium_DL","Phosphorus_RF-PCA","Calcium","Phosphorus","DL","RF-PCA"
"Calcium_PLS - Phosphorus_RF-PCA",0.325401418353186,"Calcium_PLS","Phosphorus_RF-PCA","Calcium","Phosphorus","PLS","RF-PCA"
"Calcium_RF-PCA - Phosphorus_RF-PCA",0.232753778029538,"Calcium_RF-PCA","Phosphorus_RF-PCA","Calcium","Phosphorus","RF-PCA","RF-PCA"
"Calcium_XGB-PCA - Phosphorus_RF-PCA",0.322239358750087,"Calcium_XGB-PCA","Phosphorus_RF-PCA","Calcium","Phosphorus","XGB-PCA","RF-PCA"
"Copper_DL - Phosphorus_RF-PCA",2.86782634591957e-09,"Copper_DL","Phosphorus_RF-PCA","Copper","Phosphorus","DL","RF-PCA"
"Copper_PLS - Phosphorus_RF-PCA",1.87706076830556e-09,"Copper_PLS","Phosphorus_RF-PCA","Copper","Phosphorus","PLS","RF-PCA"
"Copper_RF-PCA - Phosphorus_RF-PCA",7.83019629978433e-10,"Copper_RF-PCA","Phosphorus_RF-PCA","Copper","Phosphorus","RF-PCA","RF-PCA"
"Copper_XGB-PCA - Phosphorus_RF-PCA",1.64745972689134e-09,"Copper_XGB-PCA","Phosphorus_RF-PCA","Copper","Phosphorus","XGB-PCA","RF-PCA"
"Iron_DL - Phosphorus_RF-PCA",2.4502969053238e-06,"Iron_DL","Phosphorus_RF-PCA","Iron","Phosphorus","DL","RF-PCA"
"Iron_PLS - Phosphorus_RF-PCA",2.16639135864355e-05,"Iron_PLS","Phosphorus_RF-PCA","Iron","Phosphorus","PLS","RF-PCA"
"Iron_RF-PCA - Phosphorus_RF-PCA",3.21306098130642e-05,"Iron_RF-PCA","Phosphorus_RF-PCA","Iron","Phosphorus","RF-PCA","RF-PCA"
"Iron_XGB-PCA - Phosphorus_RF-PCA",1.20843576734111e-05,"Iron_XGB-PCA","Phosphorus_RF-PCA","Iron","Phosphorus","XGB-PCA","RF-PCA"
"Magnesium_DL - Phosphorus_RF-PCA",0.188934112936332,"Magnesium_DL","Phosphorus_RF-PCA","Magnesium","Phosphorus","DL","RF-PCA"
"Magnesium_PLS - Phosphorus_RF-PCA",0.118803607528642,"Magnesium_PLS","Phosphorus_RF-PCA","Magnesium","Phosphorus","PLS","RF-PCA"
"Magnesium_RF-PCA - Phosphorus_RF-PCA",0.219235006034653,"Magnesium_RF-PCA","Phosphorus_RF-PCA","Magnesium","Phosphorus","RF-PCA","RF-PCA"
"Magnesium_XGB-PCA - Phosphorus_RF-PCA",0.172233082692336,"Magnesium_XGB-PCA","Phosphorus_RF-PCA","Magnesium","Phosphorus","XGB-PCA","RF-PCA"
"Manganese_DL - Phosphorus_RF-PCA",0.000789573399134248,"Manganese_DL","Phosphorus_RF-PCA","Manganese","Phosphorus","DL","RF-PCA"
"Manganese_PLS - Phosphorus_RF-PCA",5.66447770193478e-05,"Manganese_PLS","Phosphorus_RF-PCA","Manganese","Phosphorus","PLS","RF-PCA"
"Manganese_RF-PCA - Phosphorus_RF-PCA",3.7332801020063e-05,"Manganese_RF-PCA","Phosphorus_RF-PCA","Manganese","Phosphorus","RF-PCA","RF-PCA"
"Manganese_XGB-PCA - Phosphorus_RF-PCA",0.000133374863220087,"Manganese_XGB-PCA","Phosphorus_RF-PCA","Manganese","Phosphorus","XGB-PCA","RF-PCA"
"Molybdenum_DL - Phosphorus_RF-PCA",9.18440390215333e-13,"Molybdenum_DL","Phosphorus_RF-PCA","Molybdenum","Phosphorus","DL","RF-PCA"
"Molybdenum_PLS - Phosphorus_RF-PCA",2.25301160071725e-13,"Molybdenum_PLS","Phosphorus_RF-PCA","Molybdenum","Phosphorus","PLS","RF-PCA"
"Molybdenum_RF-PCA - Phosphorus_RF-PCA",6.83281714592172e-13,"Molybdenum_RF-PCA","Phosphorus_RF-PCA","Molybdenum","Phosphorus","RF-PCA","RF-PCA"
"Molybdenum_XGB-PCA - Phosphorus_RF-PCA",6.45730614223565e-13,"Molybdenum_XGB-PCA","Phosphorus_RF-PCA","Molybdenum","Phosphorus","XGB-PCA","RF-PCA"
"Nitrate-N_DL - Phosphorus_RF-PCA",0.00344415733015639,"Nitrate-N_DL","Phosphorus_RF-PCA","Nitrate-N","Phosphorus","DL","RF-PCA"
"Nitrate-N_PLS - Phosphorus_RF-PCA",0.00546707980532802,"Nitrate-N_PLS","Phosphorus_RF-PCA","Nitrate-N","Phosphorus","PLS","RF-PCA"
"Nitrate-N_RF-PCA - Phosphorus_RF-PCA",0.0148975317491699,"Nitrate-N_RF-PCA","Phosphorus_RF-PCA","Nitrate-N","Phosphorus","RF-PCA","RF-PCA"
"Nitrate-N_XGB-PCA - Phosphorus_RF-PCA",0.0113954199286347,"Nitrate-N_XGB-PCA","Phosphorus_RF-PCA","Nitrate-N","Phosphorus","XGB-PCA","RF-PCA"
"pH_DL - Phosphorus_RF-PCA",0.00642150898269517,"pH_DL","Phosphorus_RF-PCA","pH","Phosphorus","DL","RF-PCA"
"pH_PLS - Phosphorus_RF-PCA",0.00454909247115984,"pH_PLS","Phosphorus_RF-PCA","pH","Phosphorus","PLS","RF-PCA"
"pH_RF-PCA - Phosphorus_RF-PCA",0.00176828094139557,"pH_RF-PCA","Phosphorus_RF-PCA","pH","Phosphorus","RF-PCA","RF-PCA"
"pH_XGB-PCA - Phosphorus_RF-PCA",0.00352604005529424,"pH_XGB-PCA","Phosphorus_RF-PCA","pH","Phosphorus","XGB-PCA","RF-PCA"
"Phosphorus_DL - Phosphorus_RF-PCA",0.280385871347099,"Phosphorus_DL","Phosphorus_RF-PCA","Phosphorus","Phosphorus","DL","RF-PCA"
"Phosphorus_PLS - Phosphorus_RF-PCA",0.470191124769951,"Phosphorus_PLS","Phosphorus_RF-PCA","Phosphorus","Phosphorus","PLS","RF-PCA"
"Ammonium-N_DL - Phosphorus_XGB-PCA",0.0412564608813254,"Ammonium-N_DL","Phosphorus_XGB-PCA","Ammonium-N","Phosphorus","DL","XGB-PCA"
"Ammonium-N_PLS - Phosphorus_XGB-PCA",0.0344261751654944,"Ammonium-N_PLS","Phosphorus_XGB-PCA","Ammonium-N","Phosphorus","PLS","XGB-PCA"
"Ammonium-N_RF-PCA - Phosphorus_XGB-PCA",0.0388944577670005,"Ammonium-N_RF-PCA","Phosphorus_XGB-PCA","Ammonium-N","Phosphorus","RF-PCA","XGB-PCA"
"Ammonium-N_XGB-PCA - Phosphorus_XGB-PCA",0.0483066769889433,"Ammonium-N_XGB-PCA","Phosphorus_XGB-PCA","Ammonium-N","Phosphorus","XGB-PCA","XGB-PCA"
"Boron_DL - Phosphorus_XGB-PCA",1.08773234775623e-09,"Boron_DL","Phosphorus_XGB-PCA","Boron","Phosphorus","DL","XGB-PCA"
"Boron_PLS - Phosphorus_XGB-PCA",1.83271360642514e-10,"Boron_PLS","Phosphorus_XGB-PCA","Boron","Phosphorus","PLS","XGB-PCA"
"Boron_RF-PCA - Phosphorus_XGB-PCA",2.59269703669262e-10,"Boron_RF-PCA","Phosphorus_XGB-PCA","Boron","Phosphorus","RF-PCA","XGB-PCA"
"Boron_XGB-PCA - Phosphorus_XGB-PCA",1.41966725043315e-09,"Boron_XGB-PCA","Phosphorus_XGB-PCA","Boron","Phosphorus","XGB-PCA","XGB-PCA"
"Calcium_DL - Phosphorus_XGB-PCA",0.280385871347099,"Calcium_DL","Phosphorus_XGB-PCA","Calcium","Phosphorus","DL","XGB-PCA"
"Calcium_PLS - Phosphorus_XGB-PCA",0.395151187229378,"Calcium_PLS","Phosphorus_XGB-PCA","Calcium","Phosphorus","PLS","XGB-PCA"
"Calcium_RF-PCA - Phosphorus_XGB-PCA",0.293537766079295,"Calcium_RF-PCA","Phosphorus_XGB-PCA","Calcium","Phosphorus","RF-PCA","XGB-PCA"
"Calcium_XGB-PCA - Phosphorus_XGB-PCA",0.391766934306991,"Calcium_XGB-PCA","Phosphorus_XGB-PCA","Calcium","Phosphorus","XGB-PCA","XGB-PCA"
"Copper_DL - Phosphorus_XGB-PCA",9.21813258391589e-10,"Copper_DL","Phosphorus_XGB-PCA","Copper","Phosphorus","DL","XGB-PCA"
"Copper_PLS - Phosphorus_XGB-PCA",5.95660726773807e-10,"Copper_PLS","Phosphorus_XGB-PCA","Copper","Phosphorus","PLS","XGB-PCA"
"Copper_RF-PCA - Phosphorus_XGB-PCA",2.42097947028229e-10,"Copper_RF-PCA","Phosphorus_XGB-PCA","Copper","Phosphorus","RF-PCA","XGB-PCA"
"Copper_XGB-PCA - Phosphorus_XGB-PCA",5.20754577033833e-10,"Copper_XGB-PCA","Phosphorus_XGB-PCA","Copper","Phosphorus","XGB-PCA","XGB-PCA"
"Iron_DL - Phosphorus_XGB-PCA",9.88662467434689e-07,"Iron_DL","Phosphorus_XGB-PCA","Iron","Phosphorus","DL","XGB-PCA"
"Iron_PLS - Phosphorus_XGB-PCA",9.52658385959449e-06,"Iron_PLS","Phosphorus_XGB-PCA","Iron","Phosphorus","PLS","XGB-PCA"
"Iron_RF-PCA - Phosphorus_XGB-PCA",1.43641252826239e-05,"Iron_RF-PCA","Phosphorus_XGB-PCA","Iron","Phosphorus","RF-PCA","XGB-PCA"
"Iron_XGB-PCA - Phosphorus_XGB-PCA",5.18874134203708e-06,"Iron_XGB-PCA","Phosphorus_XGB-PCA","Iron","Phosphorus","XGB-PCA","XGB-PCA"
"Magnesium_DL - Phosphorus_XGB-PCA",0.142633960197758,"Magnesium_DL","Phosphorus_XGB-PCA","Magnesium","Phosphorus","DL","XGB-PCA"
"Magnesium_PLS - Phosphorus_XGB-PCA",0.0857002027507959,"Magnesium_PLS","Phosphorus_XGB-PCA","Magnesium","Phosphorus","PLS","XGB-PCA"
"Magnesium_RF-PCA - Phosphorus_XGB-PCA",0.168148253615362,"Magnesium_RF-PCA","Phosphorus_XGB-PCA","Magnesium","Phosphorus","RF-PCA","XGB-PCA"
"Magnesium_XGB-PCA - Phosphorus_XGB-PCA",0.128794786931888,"Magnesium_XGB-PCA","Phosphorus_XGB-PCA","Magnesium","Phosphorus","XGB-PCA","XGB-PCA"
"Manganese_DL - Phosphorus_XGB-PCA",0.000409251685271995,"Manganese_DL","Phosphorus_XGB-PCA","Manganese","Phosphorus","DL","XGB-PCA"
"Manganese_PLS - Phosphorus_XGB-PCA",2.59458433690144e-05,"Manganese_PLS","Phosphorus_XGB-PCA","Manganese","Phosphorus","PLS","XGB-PCA"
"Manganese_RF-PCA - Phosphorus_XGB-PCA",1.67962814725283e-05,"Manganese_RF-PCA","Phosphorus_XGB-PCA","Manganese","Phosphorus","RF-PCA","XGB-PCA"
"Manganese_XGB-PCA - Phosphorus_XGB-PCA",6.34631617788199e-05,"Manganese_XGB-PCA","Phosphorus_XGB-PCA","Manganese","Phosphorus","XGB-PCA","XGB-PCA"
"Molybdenum_DL - Phosphorus_XGB-PCA",2.36103271176887e-13,"Molybdenum_DL","Phosphorus_XGB-PCA","Molybdenum","Phosphorus","DL","XGB-PCA"
"Molybdenum_PLS - Phosphorus_XGB-PCA",5.59017819858494e-14,"Molybdenum_PLS","Phosphorus_XGB-PCA","Molybdenum","Phosphorus","PLS","XGB-PCA"
"Molybdenum_RF-PCA - Phosphorus_XGB-PCA",1.74332905362881e-13,"Molybdenum_RF-PCA","Phosphorus_XGB-PCA","Molybdenum","Phosphorus","RF-PCA","XGB-PCA"
"Molybdenum_XGB-PCA - Phosphorus_XGB-PCA",1.64515848846732e-13,"Molybdenum_XGB-PCA","Phosphorus_XGB-PCA","Molybdenum","Phosphorus","XGB-PCA","XGB-PCA"
"Nitrate-N_DL - Phosphorus_XGB-PCA",0.00594374345790631,"Nitrate-N_DL","Phosphorus_XGB-PCA","Nitrate-N","Phosphorus","DL","XGB-PCA"
"Nitrate-N_PLS - Phosphorus_XGB-PCA",0.00918519277316492,"Nitrate-N_PLS","Phosphorus_XGB-PCA","Nitrate-N","Phosphorus","PLS","XGB-PCA"
"Nitrate-N_RF-PCA - Phosphorus_XGB-PCA",0.0235125015784377,"Nitrate-N_RF-PCA","Phosphorus_XGB-PCA","Nitrate-N","Phosphorus","RF-PCA","XGB-PCA"
"Nitrate-N_XGB-PCA - Phosphorus_XGB-PCA",0.0183002077027315,"Nitrate-N_XGB-PCA","Phosphorus_XGB-PCA","Nitrate-N","Phosphorus","XGB-PCA","XGB-PCA"
"pH_DL - Phosphorus_XGB-PCA",0.00373844600137882,"pH_DL","Phosphorus_XGB-PCA","pH","Phosphorus","DL","XGB-PCA"
"pH_PLS - Phosphorus_XGB-PCA",0.00259440988599012,"pH_PLS","Phosphorus_XGB-PCA","pH","Phosphorus","PLS","XGB-PCA"
"pH_RF-PCA - Phosphorus_XGB-PCA",0.000956176051467236,"pH_RF-PCA","Phosphorus_XGB-PCA","pH","Phosphorus","RF-PCA","XGB-PCA"
"pH_XGB-PCA - Phosphorus_XGB-PCA",0.00198142404436061,"pH_XGB-PCA","Phosphorus_XGB-PCA","pH","Phosphorus","XGB-PCA","XGB-PCA"
