"comparison","p","comp1","comp2"
"DL - PLS",0.000276241531662372,"DL","PLS"
"DL - RF-PCA",3.72032943151709e-05,"DL","RF-PCA"
"PLS - RF-PCA",0.305794083876525,"PLS","RF-PCA"
"DL - XGB-PCA",0.00633716560523152,"DL","XGB-PCA"
"PLS - XGB-PCA",0.168241503971853,"PLS","XGB-PCA"
"RF-PCA - XGB-PCA",0.0709238109610464,"RF-PCA","XGB-PCA"
