"comparison","p","comp1","comp2"
"DL - PLS",0.175093874046921,"DL","PLS"
"DL - RF-PCA",0.251366266617217,"DL","RF-PCA"
"PLS - RF-PCA",0.395878909388496,"PLS","RF-PCA"
"DL - XGB-PCA",0.327180470003447,"DL","XGB-PCA"
"PLS - XGB-PCA",0.313301739397344,"PLS","XGB-PCA"
"RF-PCA - XGB-PCA",0.411968432904193,"RF-PCA","XGB-PCA"
