"comparison","p","comp1","comp2","sp1","sp2","mod1","mod2"
"Boron_RF-PCA - Molybdenum_DL",0.240899600592641,"Boron_RF-PCA","Molybdenum_DL","Boron","Molybdenum","RF-PCA","DL"
"Boron_XGB-PCA - Molybdenum_DL",0.479922360858177,"Boron_XGB-PCA","Molybdenum_DL","Boron","Molybdenum","XGB-PCA","DL"
"Calcium_DL - Molybdenum_DL",6.37166413666289e-07,"Calcium_DL","Molybdenum_DL","Calcium","Molybdenum","DL","DL"
"Calcium_PLS - Molybdenum_DL",3.39632981451293e-08,"Calcium_PLS","Molybdenum_DL","Calcium","Molybdenum","PLS","DL"
"Calcium_RF-PCA - Molybdenum_DL",1.50490450877622e-07,"Calcium_RF-PCA","Molybdenum_DL","Calcium","Molybdenum","RF-PCA","DL"
"Calcium_XGB-PCA - Molybdenum_DL",1.97182031083882e-08,"Calcium_XGB-PCA","Molybdenum_DL","Calcium","Molybdenum","XGB-PCA","DL"
"Copper_DL - Molybdenum_DL",0.00539102684649785,"Copper_DL","Molybdenum_DL","Copper","Molybdenum","DL","DL"
"Copper_PLS - Molybdenum_DL",0.00300114529624099,"Copper_PLS","Molybdenum_DL","Copper","Molybdenum","PLS","DL"
"Copper_RF-PCA - Molybdenum_DL",0.000132616255679538,"Copper_RF-PCA","Molybdenum_DL","Copper","Molybdenum","RF-PCA","DL"
"Copper_XGB-PCA - Molybdenum_DL",0.00119651707256272,"Copper_XGB-PCA","Molybdenum_DL","Copper","Molybdenum","XGB-PCA","DL"
"Iron_DL - Molybdenum_DL",2.36290246330468e-09,"Iron_DL","Molybdenum_DL","Iron","Molybdenum","DL","DL"
"Iron_PLS - Molybdenum_DL",2.22122237590016e-09,"Iron_PLS","Molybdenum_DL","Iron","Molybdenum","PLS","DL"
"Iron_RF-PCA - Molybdenum_DL",6.85185331973021e-10,"Iron_RF-PCA","Molybdenum_DL","Iron","Molybdenum","RF-PCA","DL"
"Iron_XGB-PCA - Molybdenum_DL",2.42853814449205e-10,"Iron_XGB-PCA","Molybdenum_DL","Iron","Molybdenum","XGB-PCA","DL"
"Magnesium_DL - Molybdenum_DL",6.5303693089121e-07,"Magnesium_DL","Molybdenum_DL","Magnesium","Molybdenum","DL","DL"
"Magnesium_PLS - Molybdenum_DL",1.92099717728554e-10,"Magnesium_PLS","Molybdenum_DL","Magnesium","Molybdenum","PLS","DL"
"Magnesium_RF-PCA - Molybdenum_DL",1.34581520383431e-07,"Magnesium_RF-PCA","Molybdenum_DL","Magnesium","Molybdenum","RF-PCA","DL"
"Magnesium_XGB-PCA - Molybdenum_DL",6.17760714256944e-09,"Magnesium_XGB-PCA","Molybdenum_DL","Magnesium","Molybdenum","XGB-PCA","DL"
"Manganese_DL - Molybdenum_DL",0.00884023869197757,"Manganese_DL","Molybdenum_DL","Manganese","Molybdenum","DL","DL"
"Manganese_PLS - Molybdenum_DL",0.144849140838404,"Manganese_PLS","Molybdenum_DL","Manganese","Molybdenum","PLS","DL"
"Manganese_RF-PCA - Molybdenum_DL",0.191589305547997,"Manganese_RF-PCA","Molybdenum_DL","Manganese","Molybdenum","RF-PCA","DL"
"Manganese_XGB-PCA - Molybdenum_DL",0.0619856867044055,"Manganese_XGB-PCA","Molybdenum_DL","Manganese","Molybdenum","XGB-PCA","DL"
"Ammonium-N_DL - Molybdenum_PLS",0.0619259783828835,"Ammonium-N_DL","Molybdenum_PLS","Ammonium-N","Molybdenum","DL","PLS"
"Ammonium-N_PLS - Molybdenum_PLS",0.130031788632119,"Ammonium-N_PLS","Molybdenum_PLS","Ammonium-N","Molybdenum","PLS","PLS"
"Ammonium-N_RF-PCA - Molybdenum_PLS",0.0591699907532386,"Ammonium-N_RF-PCA","Molybdenum_PLS","Ammonium-N","Molybdenum","RF-PCA","PLS"
"Ammonium-N_XGB-PCA - Molybdenum_PLS",0.011780495741943,"Ammonium-N_XGB-PCA","Molybdenum_PLS","Ammonium-N","Molybdenum","XGB-PCA","PLS"
"Boron_DL - Molybdenum_PLS",0.0100144853841279,"Boron_DL","Molybdenum_PLS","Boron","Molybdenum","DL","PLS"
"Boron_PLS - Molybdenum_PLS",0.122633022436873,"Boron_PLS","Molybdenum_PLS","Boron","Molybdenum","PLS","PLS"
"Boron_RF-PCA - Molybdenum_PLS",0.0705985590822557,"Boron_RF-PCA","Molybdenum_PLS","Boron","Molybdenum","RF-PCA","PLS"
"Boron_XGB-PCA - Molybdenum_PLS",0.0130369999260164,"Boron_XGB-PCA","Molybdenum_PLS","Boron","Molybdenum","XGB-PCA","PLS"
"Calcium_DL - Molybdenum_PLS",0.00380436818784449,"Calcium_DL","Molybdenum_PLS","Calcium","Molybdenum","DL","PLS"
"Calcium_PLS - Molybdenum_PLS",0.000636914651148632,"Calcium_PLS","Molybdenum_PLS","Calcium","Molybdenum","PLS","PLS"
"Calcium_RF-PCA - Molybdenum_PLS",0.00159881106939109,"Calcium_RF-PCA","Molybdenum_PLS","Calcium","Molybdenum","RF-PCA","PLS"
"Calcium_XGB-PCA - Molybdenum_PLS",0.000452353206916443,"Calcium_XGB-PCA","Molybdenum_PLS","Calcium","Molybdenum","XGB-PCA","PLS"
"Copper_DL - Molybdenum_PLS",0.353858195554578,"Copper_DL","Molybdenum_PLS","Copper","Molybdenum","DL","PLS"
"Copper_PLS - Molybdenum_PLS",0.283357274547558,"Copper_PLS","Molybdenum_PLS","Copper","Molybdenum","PLS","PLS"
"Copper_RF-PCA - Molybdenum_PLS",0.0704665261560849,"Copper_RF-PCA","Molybdenum_PLS","Copper","Molybdenum","RF-PCA","PLS"
"Copper_XGB-PCA - Molybdenum_PLS",0.194401723676787,"Copper_XGB-PCA","Molybdenum_PLS","Copper","Molybdenum","XGB-PCA","PLS"
"Iron_DL - Molybdenum_PLS",0.000115800660842188,"Iron_DL","Molybdenum_PLS","Iron","Molybdenum","DL","PLS"
"Iron_PLS - Molybdenum_PLS",0.000111224178539857,"Iron_PLS","Molybdenum_PLS","Iron","Molybdenum","PLS","PLS"
"Iron_RF-PCA - Molybdenum_PLS",5.13416475748987e-05,"Iron_RF-PCA","Molybdenum_PLS","Iron","Molybdenum","RF-PCA","PLS"
"Iron_XGB-PCA - Molybdenum_PLS",2.57300563982273e-05,"Iron_XGB-PCA","Molybdenum_PLS","Iron","Molybdenum","XGB-PCA","PLS"
"Magnesium_DL - Molybdenum_PLS",0.0038600973250043,"Magnesium_DL","Molybdenum_PLS","Magnesium","Molybdenum","DL","PLS"
"Magnesium_PLS - Molybdenum_PLS",2.1985688716403e-05,"Magnesium_PLS","Molybdenum_PLS","Magnesium","Molybdenum","PLS","PLS"
"Magnesium_RF-PCA - Molybdenum_PLS",0.00149340770081708,"Magnesium_RF-PCA","Molybdenum_PLS","Magnesium","Molybdenum","RF-PCA","PLS"
"Magnesium_XGB-PCA - Molybdenum_PLS",0.000215780275466047,"Magnesium_XGB-PCA","Molybdenum_PLS","Magnesium","Molybdenum","XGB-PCA","PLS"
"Manganese_DL - Molybdenum_PLS",2.72077411149663e-06,"Manganese_DL","Molybdenum_PLS","Manganese","Molybdenum","DL","PLS"
"Manganese_PLS - Molybdenum_PLS",0.000611324362965421,"Manganese_PLS","Molybdenum_PLS","Manganese","Molybdenum","PLS","PLS"
"Manganese_RF-PCA - Molybdenum_PLS",0.00115640403622037,"Manganese_RF-PCA","Molybdenum_PLS","Manganese","Molybdenum","RF-PCA","PLS"
"Manganese_XGB-PCA - Molybdenum_PLS",0.00010237793498979,"Manganese_XGB-PCA","Molybdenum_PLS","Manganese","Molybdenum","XGB-PCA","PLS"
"Molybdenum_DL - Molybdenum_PLS",0.0148240757316703,"Molybdenum_DL","Molybdenum_PLS","Molybdenum","Molybdenum","DL","PLS"
"Ammonium-N_DL - Molybdenum_RF-PCA",0.212932476933891,"Ammonium-N_DL","Molybdenum_RF-PCA","Ammonium-N","Molybdenum","DL","RF-PCA"
"Ammonium-N_PLS - Molybdenum_RF-PCA",0.350591673822298,"Ammonium-N_PLS","Molybdenum_RF-PCA","Ammonium-N","Molybdenum","PLS","RF-PCA"
"Ammonium-N_RF-PCA - Molybdenum_RF-PCA",0.206318467247074,"Ammonium-N_RF-PCA","Molybdenum_RF-PCA","Ammonium-N","Molybdenum","RF-PCA","RF-PCA"
"Ammonium-N_XGB-PCA - Molybdenum_RF-PCA",0.0640426213843007,"Ammonium-N_XGB-PCA","Molybdenum_RF-PCA","Ammonium-N","Molybdenum","XGB-PCA","RF-PCA"
"Boron_DL - Molybdenum_RF-PCA",0.0566779858473511,"Boron_DL","Molybdenum_RF-PCA","Boron","Molybdenum","DL","RF-PCA"
"Boron_PLS - Molybdenum_RF-PCA",0.337459205360597,"Boron_PLS","Molybdenum_RF-PCA","Boron","Molybdenum","PLS","RF-PCA"
"Boron_RF-PCA - Molybdenum_RF-PCA",0.233052719965463,"Boron_RF-PCA","Molybdenum_RF-PCA","Boron","Molybdenum","RF-PCA","RF-PCA"
"Boron_XGB-PCA - Molybdenum_RF-PCA",0.069091618135985,"Boron_XGB-PCA","Molybdenum_RF-PCA","Boron","Molybdenum","XGB-PCA","RF-PCA"
"Calcium_DL - Molybdenum_RF-PCA",0.000323063851921389,"Calcium_DL","Molybdenum_RF-PCA","Calcium","Molybdenum","DL","RF-PCA"
"Calcium_PLS - Molybdenum_RF-PCA",3.68013783319128e-05,"Calcium_PLS","Molybdenum_RF-PCA","Calcium","Molybdenum","PLS","RF-PCA"
"Calcium_RF-PCA - Molybdenum_RF-PCA",0.000111867401727209,"Calcium_RF-PCA","Molybdenum_RF-PCA","Calcium","Molybdenum","RF-PCA","RF-PCA"
"Calcium_XGB-PCA - Molybdenum_RF-PCA",2.44194430899096e-05,"Calcium_XGB-PCA","Molybdenum_RF-PCA","Calcium","Molybdenum","XGB-PCA","RF-PCA"
"Copper_DL - Molybdenum_RF-PCA",0.131902668003376,"Copper_DL","Molybdenum_RF-PCA","Copper","Molybdenum","DL","RF-PCA"
"Copper_PLS - Molybdenum_RF-PCA",0.0941853771802361,"Copper_PLS","Molybdenum_RF-PCA","Copper","Molybdenum","PLS","RF-PCA"
"Copper_RF-PCA - Molybdenum_RF-PCA",0.0133854343717408,"Copper_RF-PCA","Molybdenum_RF-PCA","Copper","Molybdenum","RF-PCA","RF-PCA"
"Copper_XGB-PCA - Molybdenum_RF-PCA",0.0543232368832429,"Copper_XGB-PCA","Molybdenum_RF-PCA","Copper","Molybdenum","XGB-PCA","RF-PCA"
"Iron_DL - Molybdenum_RF-PCA",4.83759033605596e-06,"Iron_DL","Molybdenum_RF-PCA","Iron","Molybdenum","DL","RF-PCA"
"Iron_PLS - Molybdenum_RF-PCA",4.61273845754699e-06,"Iron_PLS","Molybdenum_RF-PCA","Iron","Molybdenum","PLS","RF-PCA"
"Iron_RF-PCA - Molybdenum_RF-PCA",1.85787304473783e-06,"Iron_RF-PCA","Molybdenum_RF-PCA","Iron","Molybdenum","RF-PCA","RF-PCA"
"Iron_XGB-PCA - Molybdenum_RF-PCA",8.28058656523865e-07,"Iron_XGB-PCA","Molybdenum_RF-PCA","Iron","Molybdenum","XGB-PCA","RF-PCA"
"Magnesium_DL - Molybdenum_RF-PCA",0.000328904899779014,"Magnesium_DL","Molybdenum_RF-PCA","Magnesium","Molybdenum","DL","RF-PCA"
"Magnesium_PLS - Molybdenum_RF-PCA",6.89301436936037e-07,"Magnesium_PLS","Molybdenum_RF-PCA","Magnesium","Molybdenum","PLS","RF-PCA"
"Magnesium_RF-PCA - Molybdenum_RF-PCA",0.000102973006765082,"Magnesium_RF-PCA","Molybdenum_RF-PCA","Magnesium","Molybdenum","RF-PCA","RF-PCA"
"Magnesium_XGB-PCA - Molybdenum_RF-PCA",1.01072240919405e-05,"Magnesium_XGB-PCA","Molybdenum_RF-PCA","Magnesium","Molybdenum","XGB-PCA","RF-PCA"
"Manganese_DL - Molybdenum_RF-PCA",7.10498515006362e-05,"Manganese_DL","Molybdenum_RF-PCA","Manganese","Molybdenum","DL","RF-PCA"
"Manganese_PLS - Molybdenum_RF-PCA",0.0063687431508451,"Manganese_PLS","Molybdenum_RF-PCA","Manganese","Molybdenum","PLS","RF-PCA"
"Manganese_RF-PCA - Molybdenum_RF-PCA",0.0106029985240492,"Manganese_RF-PCA","Molybdenum_RF-PCA","Manganese","Molybdenum","RF-PCA","RF-PCA"
"Manganese_XGB-PCA - Molybdenum_RF-PCA",0.00148629601985442,"Manganese_XGB-PCA","Molybdenum_RF-PCA","Manganese","Molybdenum","XGB-PCA","RF-PCA"
"Molybdenum_DL - Molybdenum_RF-PCA",0.0760372760279813,"Molybdenum_DL","Molybdenum_RF-PCA","Molybdenum","Molybdenum","DL","RF-PCA"
"Molybdenum_PLS - Molybdenum_RF-PCA",0.228886983493629,"Molybdenum_PLS","Molybdenum_RF-PCA","Molybdenum","Molybdenum","PLS","RF-PCA"
"Ammonium-N_DL - Molybdenum_XGB-PCA",0.242272157227064,"Ammonium-N_DL","Molybdenum_XGB-PCA","Ammonium-N","Molybdenum","DL","XGB-PCA"
"Ammonium-N_PLS - Molybdenum_XGB-PCA",0.387267348249213,"Ammonium-N_PLS","Molybdenum_XGB-PCA","Ammonium-N","Molybdenum","PLS","XGB-PCA"
"Ammonium-N_RF-PCA - Molybdenum_XGB-PCA",0.23515127226037,"Ammonium-N_RF-PCA","Molybdenum_XGB-PCA","Ammonium-N","Molybdenum","RF-PCA","XGB-PCA"
"Ammonium-N_XGB-PCA - Molybdenum_XGB-PCA",0.0771623244227551,"Ammonium-N_XGB-PCA","Molybdenum_XGB-PCA","Ammonium-N","Molybdenum","XGB-PCA","XGB-PCA"
"Boron_DL - Molybdenum_XGB-PCA",0.0686379387040823,"Boron_DL","Molybdenum_XGB-PCA","Boron","Molybdenum","DL","XGB-PCA"
"Boron_PLS - Molybdenum_XGB-PCA",0.373676248567464,"Boron_PLS","Molybdenum_XGB-PCA","Boron","Molybdenum","PLS","XGB-PCA"
"Boron_RF-PCA - Molybdenum_XGB-PCA",0.263838780431635,"Boron_RF-PCA","Molybdenum_XGB-PCA","Boron","Molybdenum","RF-PCA","XGB-PCA"
"Boron_XGB-PCA - Molybdenum_XGB-PCA",0.0829780265678289,"Boron_XGB-PCA","Molybdenum_XGB-PCA","Boron","Molybdenum","XGB-PCA","XGB-PCA"
"Calcium_DL - Molybdenum_XGB-PCA",0.000225110049133469,"Calcium_DL","Molybdenum_XGB-PCA","Calcium","Molybdenum","DL","XGB-PCA"
"Calcium_PLS - Molybdenum_XGB-PCA",2.43683581181362e-05,"Calcium_PLS","Molybdenum_XGB-PCA","Calcium","Molybdenum","PLS","XGB-PCA"
"Calcium_RF-PCA - Molybdenum_XGB-PCA",7.59737418377137e-05,"Calcium_RF-PCA","Molybdenum_XGB-PCA","Calcium","Molybdenum","RF-PCA","XGB-PCA"
"Calcium_XGB-PCA - Molybdenum_XGB-PCA",1.60249084652351e-05,"Calcium_XGB-PCA","Molybdenum_XGB-PCA","Calcium","Molybdenum","XGB-PCA","XGB-PCA"
"Copper_DL - Molybdenum_XGB-PCA",0.112236973433924,"Copper_DL","Molybdenum_XGB-PCA","Copper","Molybdenum","DL","XGB-PCA"
"Copper_PLS - Molybdenum_XGB-PCA",0.0788735510869686,"Copper_PLS","Molybdenum_XGB-PCA","Copper","Molybdenum","PLS","XGB-PCA"
"Copper_RF-PCA - Molybdenum_XGB-PCA",0.0103855972295173,"Copper_RF-PCA","Molybdenum_XGB-PCA","Copper","Molybdenum","RF-PCA","XGB-PCA"
"Copper_XGB-PCA - Molybdenum_XGB-PCA",0.0444168953634333,"Copper_XGB-PCA","Molybdenum_XGB-PCA","Copper","Molybdenum","XGB-PCA","XGB-PCA"
"Iron_DL - Molybdenum_XGB-PCA",3.0689388889924e-06,"Iron_DL","Molybdenum_XGB-PCA","Iron","Molybdenum","DL","XGB-PCA"
"Iron_PLS - Molybdenum_XGB-PCA",2.92348778609562e-06,"Iron_PLS","Molybdenum_XGB-PCA","Iron","Molybdenum","PLS","XGB-PCA"
"Iron_RF-PCA - Molybdenum_XGB-PCA",1.15650939099002e-06,"Iron_RF-PCA","Molybdenum_XGB-PCA","Iron","Molybdenum","RF-PCA","XGB-PCA"
"Iron_XGB-PCA - Molybdenum_XGB-PCA",5.07553580636634e-07,"Iron_XGB-PCA","Molybdenum_XGB-PCA","Iron","Molybdenum","XGB-PCA","XGB-PCA"
"Magnesium_DL - Molybdenum_XGB-PCA",0.000229282759605441,"Magnesium_DL","Molybdenum_XGB-PCA","Magnesium","Molybdenum","DL","XGB-PCA"
"Magnesium_PLS - Molybdenum_XGB-PCA",4.21050584763083e-07,"Magnesium_PLS","Molybdenum_XGB-PCA","Magnesium","Molybdenum","PLS","XGB-PCA"
"Magnesium_RF-PCA - Molybdenum_XGB-PCA",6.97976941758483e-05,"Magnesium_RF-PCA","Molybdenum_XGB-PCA","Magnesium","Molybdenum","RF-PCA","XGB-PCA"
"Magnesium_XGB-PCA - Molybdenum_XGB-PCA",6.50954430896722e-06,"Magnesium_XGB-PCA","Molybdenum_XGB-PCA","Magnesium","Molybdenum","XGB-PCA","XGB-PCA"
"Manganese_DL - Molybdenum_XGB-PCA",0.000104777774456908,"Manganese_DL","Molybdenum_XGB-PCA","Manganese","Molybdenum","DL","XGB-PCA"
"Manganese_PLS - Molybdenum_XGB-PCA",0.00833854048895376,"Manganese_PLS","Molybdenum_XGB-PCA","Manganese","Molybdenum","PLS","XGB-PCA"
"Manganese_RF-PCA - Molybdenum_XGB-PCA",0.0136562785783526,"Manganese_RF-PCA","Molybdenum_XGB-PCA","Manganese","Molybdenum","RF-PCA","XGB-PCA"
"Manganese_XGB-PCA - Molybdenum_XGB-PCA",0.0020311507209028,"Manganese_XGB-PCA","Molybdenum_XGB-PCA","Manganese","Molybdenum","XGB-PCA","XGB-PCA"
"Molybdenum_DL - Molybdenum_XGB-PCA",0.0909435838829636,"Molybdenum_DL","Molybdenum_XGB-PCA","Molybdenum","Molybdenum","DL","XGB-PCA"
"Molybdenum_PLS - Molybdenum_XGB-PCA",0.200512381875136,"Molybdenum_PLS","Molybdenum_XGB-PCA","Molybdenum","Molybdenum","PLS","XGB-PCA"
"Molybdenum_RF-PCA - Molybdenum_XGB-PCA",0.461253946959495,"Molybdenum_RF-PCA","Molybdenum_XGB-PCA","Molybdenum","Molybdenum","RF-PCA","XGB-PCA"
"Ammonium-N_DL - Nitrate-N_DL",0.0498463578761157,"Ammonium-N_DL","Nitrate-N_DL","Ammonium-N","Nitrate-N","DL","DL"
"Ammonium-N_PLS - Nitrate-N_DL",0.0197514737890898,"Ammonium-N_PLS","Nitrate-N_DL","Ammonium-N","Nitrate-N","PLS","DL"
"Ammonium-N_RF-PCA - Nitrate-N_DL",0.0522550992601188,"Ammonium-N_RF-PCA","Nitrate-N_DL","Ammonium-N","Nitrate-N","RF-PCA","DL"
"Ammonium-N_XGB-PCA - Nitrate-N_DL",0.178541778102764,"Ammonium-N_XGB-PCA","Nitrate-N_DL","Ammonium-N","Nitrate-N","XGB-PCA","DL"
"Boron_DL - Nitrate-N_DL",0.195075033266804,"Boron_DL","Nitrate-N_DL","Boron","Nitrate-N","DL","DL"
"Boron_PLS - Nitrate-N_DL",0.0215249648309879,"Boron_PLS","Nitrate-N_DL","Boron","Nitrate-N","PLS","DL"
"Boron_RF-PCA - Nitrate-N_DL",0.0432825203789944,"Boron_RF-PCA","Nitrate-N_DL","Boron","Nitrate-N","RF-PCA","DL"
"Boron_XGB-PCA - Nitrate-N_DL",0.16851700514723,"Boron_XGB-PCA","Nitrate-N_DL","Boron","Nitrate-N","XGB-PCA","DL"
"Calcium_DL - Nitrate-N_DL",2.3979105017362e-09,"Calcium_DL","Nitrate-N_DL","Calcium","Nitrate-N","DL","DL"
"Calcium_PLS - Nitrate-N_DL",7.42241793793619e-11,"Calcium_PLS","Nitrate-N_DL","Calcium","Nitrate-N","PLS","DL"
"Calcium_RF-PCA - Nitrate-N_DL",4.30583332984306e-10,"Calcium_RF-PCA","Nitrate-N_DL","Calcium","Nitrate-N","RF-PCA","DL"
"Calcium_XGB-PCA - Nitrate-N_DL",3.91716129460231e-11,"Calcium_XGB-PCA","Nitrate-N_DL","Calcium","Nitrate-N","XGB-PCA","DL"
"Copper_DL - Nitrate-N_DL",0.000185374605745341,"Copper_DL","Nitrate-N_DL","Copper","Nitrate-N","DL","DL"
"Copper_PLS - Nitrate-N_DL",8.56224282257331e-05,"Copper_PLS","Nitrate-N_DL","Copper","Nitrate-N","PLS","DL"
"Copper_RF-PCA - Nitrate-N_DL",1.60055425936216e-06,"Copper_RF-PCA","Nitrate-N_DL","Copper","Nitrate-N","RF-PCA","DL"
"Copper_XGB-PCA - Nitrate-N_DL",2.59458433690144e-05,"Copper_XGB-PCA","Nitrate-N_DL","Copper","Nitrate-N","XGB-PCA","DL"
"Iron_DL - Nitrate-N_DL",3.2796618717005e-12,"Iron_DL","Nitrate-N_DL","Iron","Nitrate-N","DL","DL"
"Iron_PLS - Nitrate-N_DL",3.05188884141142e-12,"Iron_PLS","Nitrate-N_DL","Iron","Nitrate-N","PLS","DL"
"Iron_RF-PCA - Nitrate-N_DL",7.78516988172899e-13,"Iron_RF-PCA","Nitrate-N_DL","Iron","Nitrate-N","RF-PCA","DL"
"Iron_XGB-PCA - Nitrate-N_DL",2.34408909415121e-13,"Iron_XGB-PCA","Nitrate-N_DL","Iron","Nitrate-N","XGB-PCA","DL"
"Magnesium_DL - Nitrate-N_DL",2.4694471212534e-09,"Magnesium_DL","Nitrate-N_DL","Magnesium","Nitrate-N","DL","DL"
"Magnesium_PLS - Nitrate-N_DL",1.78806681331984e-13,"Magnesium_PLS","Nitrate-N_DL","Magnesium","Nitrate-N","PLS","DL"
"Magnesium_RF-PCA - Nitrate-N_DL",3.77188109262421e-10,"Magnesium_RF-PCA","Nitrate-N_DL","Magnesium","Nitrate-N","RF-PCA","DL"
"Magnesium_XGB-PCA - Nitrate-N_DL",1.00605636026271e-11,"Magnesium_XGB-PCA","Nitrate-N_DL","Magnesium","Nitrate-N","XGB-PCA","DL"
"Manganese_DL - Nitrate-N_DL",0.0866222941407161,"Manganese_DL","Nitrate-N_DL","Manganese","Nitrate-N","DL","DL"
"Manganese_PLS - Nitrate-N_DL",0.480701454224743,"Manganese_PLS","Nitrate-N_DL","Manganese","Nitrate-N","PLS","DL"
"Manganese_RF-PCA - Nitrate-N_DL",0.444987433611464,"Manganese_RF-PCA","Nitrate-N_DL","Manganese","Nitrate-N","RF-PCA","DL"
"Manganese_XGB-PCA - Nitrate-N_DL",0.298775554080289,"Manganese_XGB-PCA","Nitrate-N_DL","Manganese","Nitrate-N","XGB-PCA","DL"
"Molybdenum_DL - Nitrate-N_DL",0.156154100849962,"Molybdenum_DL","Nitrate-N_DL","Molybdenum","Nitrate-N","DL","DL"
"Molybdenum_PLS - Nitrate-N_DL",0.000723395053721085,"Molybdenum_PLS","Nitrate-N_DL","Molybdenum","Nitrate-N","PLS","DL"
"Molybdenum_RF-PCA - Nitrate-N_DL",0.00729028494816978,"Molybdenum_RF-PCA","Nitrate-N_DL","Molybdenum","Nitrate-N","RF-PCA","DL"
"Molybdenum_XGB-PCA - Nitrate-N_DL",0.00950442135160866,"Molybdenum_XGB-PCA","Nitrate-N_DL","Molybdenum","Nitrate-N","XGB-PCA","DL"
"Ammonium-N_DL - Nitrate-N_PLS",0.174361892829795,"Ammonium-N_DL","Nitrate-N_PLS","Ammonium-N","Nitrate-N","DL","PLS"
"Ammonium-N_PLS - Nitrate-N_PLS",0.0885671022279877,"Ammonium-N_PLS","Nitrate-N_PLS","Ammonium-N","Nitrate-N","PLS","PLS"
"Ammonium-N_RF-PCA - Nitrate-N_PLS",0.180333971908278,"Ammonium-N_RF-PCA","Nitrate-N_PLS","Ammonium-N","Nitrate-N","RF-PCA","PLS"
"Ammonium-N_XGB-PCA - Nitrate-N_PLS",0.416186544738983,"Ammonium-N_XGB-PCA","Nitrate-N_PLS","Ammonium-N","Nitrate-N","XGB-PCA","PLS"
"Boron_DL - Nitrate-N_PLS",0.440355607131597,"Boron_DL","Nitrate-N_PLS","Boron","Nitrate-N","DL","PLS"
"Boron_PLS - Nitrate-N_PLS",0.0944319049957445,"Boron_PLS","Nitrate-N_PLS","Boron","Nitrate-N","PLS","PLS"
"Boron_RF-PCA - Nitrate-N_PLS",0.157562877011568,"Boron_RF-PCA","Nitrate-N_PLS","Boron","Nitrate-N","RF-PCA","PLS"
"Boron_XGB-PCA - Nitrate-N_PLS",0.400998068001242,"Boron_XGB-PCA","Nitrate-N_PLS","Boron","Nitrate-N","XGB-PCA","PLS"
"Calcium_DL - Nitrate-N_PLS",1.33882557189024e-07,"Calcium_DL","Nitrate-N_PLS","Calcium","Nitrate-N","DL","PLS"
"Calcium_PLS - Nitrate-N_PLS",6.0722990376232e-09,"Calcium_PLS","Nitrate-N_PLS","Calcium","Nitrate-N","PLS","PLS"
"Calcium_RF-PCA - Nitrate-N_PLS",2.91489525303778e-08,"Calcium_RF-PCA","Nitrate-N_PLS","Calcium","Nitrate-N","RF-PCA","PLS"
"Calcium_XGB-PCA - Nitrate-N_PLS",3.42685986956532e-09,"Calcium_XGB-PCA","Nitrate-N_PLS","Calcium","Nitrate-N","XGB-PCA","PLS"
"Copper_DL - Nitrate-N_PLS",0.00218048863926209,"Copper_DL","Nitrate-N_PLS","Copper","Nitrate-N","DL","PLS"
"Copper_PLS - Nitrate-N_PLS",0.00114890455163148,"Copper_PLS","Nitrate-N_PLS","Copper","Nitrate-N","PLS","PLS"
"Copper_RF-PCA - Nitrate-N_PLS",3.9370881164216e-05,"Copper_RF-PCA","Nitrate-N_PLS","Copper","Nitrate-N","RF-PCA","PLS"
"Copper_XGB-PCA - Nitrate-N_PLS",0.00042243264950359,"Copper_XGB-PCA","Nitrate-N_PLS","Copper","Nitrate-N","XGB-PCA","PLS"
"Iron_DL - Nitrate-N_PLS",3.69130483985841e-10,"Iron_DL","Nitrate-N_PLS","Iron","Nitrate-N","DL","PLS"
"Iron_PLS - Nitrate-N_PLS",3.4595201024825e-10,"Iron_PLS","Nitrate-N_PLS","Iron","Nitrate-N","PLS","PLS"
"Iron_RF-PCA - Nitrate-N_PLS",1.00854074447943e-10,"Iron_RF-PCA","Nitrate-N_PLS","Iron","Nitrate-N","RF-PCA","PLS"
"Iron_XGB-PCA - Nitrate-N_PLS",3.40536619307642e-11,"Iron_XGB-PCA","Nitrate-N_PLS","Iron","Nitrate-N","XGB-PCA","PLS"
"Magnesium_DL - Nitrate-N_PLS",1.37412782679518e-07,"Magnesium_DL","Nitrate-N_PLS","Magnesium","Nitrate-N","DL","PLS"
"Magnesium_PLS - Nitrate-N_PLS",2.66473663969204e-11,"Magnesium_PLS","Nitrate-N_PLS","Magnesium","Nitrate-N","PLS","PLS"
"Magnesium_RF-PCA - Nitrate-N_PLS",2.59079303044444e-08,"Magnesium_RF-PCA","Nitrate-N_PLS","Magnesium","Nitrate-N","RF-PCA","PLS"
"Magnesium_XGB-PCA - Nitrate-N_PLS",1.01203212336157e-09,"Magnesium_XGB-PCA","Nitrate-N_PLS","Magnesium","Nitrate-N","XGB-PCA","PLS"
"Manganese_DL - Nitrate-N_PLS",0.0191733435786204,"Manganese_DL","Nitrate-N_PLS","Manganese","Nitrate-N","DL","PLS"
"Manganese_PLS - Nitrate-N_PLS",0.224324064032913,"Manganese_PLS","Nitrate-N_PLS","Manganese","Nitrate-N","PLS","PLS"
"Manganese_RF-PCA - Nitrate-N_PLS",0.284019631027946,"Manganese_RF-PCA","Nitrate-N_PLS","Manganese","Nitrate-N","RF-PCA","PLS"
