"comparison","p","comp1","comp2","sp1","sp2","mod1","mod2"
"Nitrate-N_DL - pH_XGB-PCA",0.0564556026161292,"Nitrate-N_DL","pH_XGB-PCA","Nitrate-N","pH","DL","XGB-PCA"
"Nitrate-N_PLS - pH_XGB-PCA",0.190524497083577,"Nitrate-N_PLS","pH_XGB-PCA","Nitrate-N","pH","PLS","XGB-PCA"
"Nitrate-N_RF-PCA - pH_XGB-PCA",0.246415136510603,"Nitrate-N_RF-PCA","pH_XGB-PCA","Nitrate-N","pH","RF-PCA","XGB-PCA"
"Nitrate-N_XGB-PCA - pH_XGB-PCA",0.463001129051521,"Nitrate-N_XGB-PCA","pH_XGB-PCA","Nitrate-N","pH","XGB-PCA","XGB-PCA"
"pH_DL - pH_XGB-PCA",0.143849458874877,"pH_DL","pH_XGB-PCA","pH","pH","DL","XGB-PCA"
"pH_PLS - pH_XGB-PCA",0.149803701768011,"pH_PLS","pH_XGB-PCA","pH","pH","PLS","XGB-PCA"
"pH_RF-PCA - pH_XGB-PCA",0.185124582779046,"pH_RF-PCA","pH_XGB-PCA","pH","pH","RF-PCA","XGB-PCA"
"Ammonium-N_DL - Phosphorus_DL",0.00391087787275853,"Ammonium-N_DL","Phosphorus_DL","Ammonium-N","Phosphorus","DL","DL"
"Ammonium-N_PLS - Phosphorus_DL",0.00106232051833906,"Ammonium-N_PLS","Phosphorus_DL","Ammonium-N","Phosphorus","PLS","DL"
"Ammonium-N_RF-PCA - Phosphorus_DL",0.00418591412595731,"Ammonium-N_RF-PCA","Phosphorus_DL","Ammonium-N","Phosphorus","RF-PCA","DL"
"Ammonium-N_XGB-PCA - Phosphorus_DL",0.0265405817988377,"Ammonium-N_XGB-PCA","Phosphorus_DL","Ammonium-N","Phosphorus","XGB-PCA","DL"
"Boron_DL - Phosphorus_DL",0.0305570710786647,"Boron_DL","Phosphorus_DL","Boron","Phosphorus","DL","DL"
"Boron_PLS - Phosphorus_DL",0.00119651707256272,"Boron_PLS","Phosphorus_DL","Boron","Phosphorus","PLS","DL"
"Boron_RF-PCA - Phosphorus_DL",0.00319443387673487,"Boron_RF-PCA","Phosphorus_DL","Boron","Phosphorus","RF-PCA","DL"
"Boron_XGB-PCA - Phosphorus_DL",0.0242269604348446,"Boron_XGB-PCA","Phosphorus_DL","Boron","Phosphorus","XGB-PCA","DL"
"Calcium_DL - Phosphorus_DL",3.26844740252049e-12,"Calcium_DL","Phosphorus_DL","Calcium","Phosphorus","DL","DL"
"Calcium_PLS - Phosphorus_DL",5.8434325030247e-14,"Calcium_PLS","Phosphorus_DL","Calcium","Phosphorus","PLS","DL"
"Calcium_RF-PCA - Phosphorus_DL",4.44943483937351e-13,"Calcium_RF-PCA","Phosphorus_DL","Calcium","Phosphorus","RF-PCA","DL"
"Calcium_XGB-PCA - Phosphorus_DL",2.80084481434886e-14,"Calcium_XGB-PCA","Phosphorus_DL","Calcium","Phosphorus","XGB-PCA","DL"
"Copper_DL - Phosphorus_DL",2.39938366006129e-06,"Copper_DL","Phosphorus_DL","Copper","Phosphorus","DL","DL"
"Copper_PLS - Phosphorus_DL",9.1488396793744e-07,"Copper_PLS","Phosphorus_DL","Copper","Phosphorus","PLS","DL"
"Copper_RF-PCA - Phosphorus_DL",7.1066632966419e-09,"Copper_RF-PCA","Phosphorus_DL","Copper","Phosphorus","RF-PCA","DL"
"Copper_XGB-PCA - Phosphorus_DL",2.09339494412508e-07,"Copper_XGB-PCA","Phosphorus_DL","Copper","Phosphorus","XGB-PCA","DL"
"Iron_DL - Phosphorus_DL",1.63344564074484e-15,"Iron_DL","Phosphorus_DL","Iron","Phosphorus","DL","DL"
"Iron_PLS - Phosphorus_DL",1.50453430914442e-15,"Iron_PLS","Phosphorus_DL","Iron","Phosphorus","PLS","DL"
"Iron_RF-PCA - Phosphorus_DL",3.16908536074869e-16,"Iron_RF-PCA","Phosphorus_DL","Iron","Phosphorus","RF-PCA","DL"
"Iron_XGB-PCA - Phosphorus_DL",8.09605588910218e-17,"Iron_XGB-PCA","Phosphorus_DL","Iron","Phosphorus","XGB-PCA","DL"
"Magnesium_DL - Phosphorus_DL",3.38230387568115e-12,"Magnesium_DL","Phosphorus_DL","Magnesium","Phosphorus","DL","DL"
"Magnesium_PLS - Phosphorus_DL",5.95380236082237e-17,"Magnesium_PLS","Phosphorus_DL","Magnesium","Phosphorus","PLS","DL"
"Magnesium_RF-PCA - Phosphorus_DL",3.81716926216482e-13,"Magnesium_RF-PCA","Phosphorus_DL","Magnesium","Phosphorus","RF-PCA","DL"
"Magnesium_XGB-PCA - Phosphorus_DL",5.88694858440609e-15,"Magnesium_XGB-PCA","Phosphorus_DL","Magnesium","Phosphorus","XGB-PCA","DL"
"Manganese_DL - Phosphorus_DL",0.363721644233137,"Manganese_DL","Phosphorus_DL","Manganese","Phosphorus","DL","DL"
"Manganese_PLS - Phosphorus_DL",0.167289854056947,"Manganese_PLS","Phosphorus_DL","Manganese","Phosphorus","PLS","DL"
"Manganese_RF-PCA - Phosphorus_DL",0.124730509679843,"Manganese_RF-PCA","Phosphorus_DL","Manganese","Phosphorus","RF-PCA","DL"
"Manganese_XGB-PCA - Phosphorus_DL",0.313696995413056,"Manganese_XGB-PCA","Phosphorus_DL","Manganese","Phosphorus","XGB-PCA","DL"
"Molybdenum_DL - Phosphorus_DL",0.0214997901005764,"Molybdenum_DL","Phosphorus_DL","Molybdenum","Phosphorus","DL","DL"
"Molybdenum_PLS - Phosphorus_DL",1.34360168464598e-05,"Molybdenum_PLS","Phosphorus_DL","Molybdenum","Phosphorus","PLS","DL"
"Molybdenum_RF-PCA - Phosphorus_DL",0.000274172258039297,"Molybdenum_RF-PCA","Phosphorus_DL","Molybdenum","Phosphorus","RF-PCA","DL"
"Molybdenum_XGB-PCA - Phosphorus_DL",0.000391577066818184,"Molybdenum_XGB-PCA","Phosphorus_DL","Molybdenum","Phosphorus","XGB-PCA","DL"
"Nitrate-N_DL - Phosphorus_DL",0.155452834636214,"Nitrate-N_DL","Phosphorus_DL","Nitrate-N","Phosphorus","DL","DL"
"Nitrate-N_PLS - Phosphorus_DL",0.042480346830326,"Nitrate-N_PLS","Phosphorus_DL","Nitrate-N","Phosphorus","PLS","DL"
"Nitrate-N_RF-PCA - Phosphorus_DL",0.000511034351501516,"Nitrate-N_RF-PCA","Phosphorus_DL","Nitrate-N","Phosphorus","RF-PCA","DL"
"Nitrate-N_XGB-PCA - Phosphorus_DL",0.0035571939508516,"Nitrate-N_XGB-PCA","Phosphorus_DL","Nitrate-N","Phosphorus","XGB-PCA","DL"
"pH_DL - Phosphorus_DL",0.0623448805331555,"pH_DL","Phosphorus_DL","pH","Phosphorus","DL","DL"
"pH_PLS - Phosphorus_DL",0.059227610180016,"pH_PLS","Phosphorus_DL","pH","Phosphorus","PLS","DL"
"pH_RF-PCA - Phosphorus_DL",0.000237410443885331,"pH_RF-PCA","Phosphorus_DL","pH","Phosphorus","RF-PCA","DL"
"pH_XGB-PCA - Phosphorus_DL",0.00468069988594756,"pH_XGB-PCA","Phosphorus_DL","pH","Phosphorus","XGB-PCA","DL"
"Ammonium-N_DL - Phosphorus_PLS",0.146077312974729,"Ammonium-N_DL","Phosphorus_PLS","Ammonium-N","Phosphorus","DL","PLS"
"Ammonium-N_PLS - Phosphorus_PLS",0.0713281414216201,"Ammonium-N_PLS","Phosphorus_PLS","Ammonium-N","Phosphorus","PLS","PLS"
"Ammonium-N_RF-PCA - Phosphorus_PLS",0.151403584994933,"Ammonium-N_RF-PCA","Phosphorus_PLS","Ammonium-N","Phosphorus","RF-PCA","PLS"
"Ammonium-N_XGB-PCA - Phosphorus_PLS",0.371456549056936,"Ammonium-N_XGB-PCA","Phosphorus_PLS","Ammonium-N","Phosphorus","XGB-PCA","PLS"
"Boron_DL - Phosphorus_PLS",0.394962962953291,"Boron_DL","Phosphorus_PLS","Boron","Phosphorus","DL","PLS"
"Boron_PLS - Phosphorus_PLS",0.0763173604330998,"Boron_PLS","Phosphorus_PLS","Boron","Phosphorus","PLS","PLS"
"Boron_RF-PCA - Phosphorus_PLS",0.131172909254396,"Boron_RF-PCA","Phosphorus_PLS","Boron","Phosphorus","RF-PCA","PLS"
"Boron_XGB-PCA - Phosphorus_PLS",0.356770838474593,"Boron_XGB-PCA","Phosphorus_PLS","Boron","Phosphorus","XGB-PCA","PLS"
"Calcium_DL - Phosphorus_PLS",7.15716776915555e-08,"Calcium_DL","Phosphorus_PLS","Calcium","Phosphorus","DL","PLS"
"Calcium_PLS - Phosphorus_PLS",3.04945183866122e-09,"Calcium_PLS","Phosphorus_PLS","Calcium","Phosphorus","PLS","PLS"
"Calcium_RF-PCA - Phosphorus_PLS",1.50990858701787e-08,"Calcium_RF-PCA","Phosphorus_PLS","Calcium","Phosphorus","RF-PCA","PLS"
"Calcium_XGB-PCA - Phosphorus_PLS",1.70215481952996e-09,"Calcium_XGB-PCA","Phosphorus_PLS","Calcium","Phosphorus","XGB-PCA","PLS"
"Copper_DL - Phosphorus_PLS",0.00150293823503792,"Copper_DL","Phosphorus_PLS","Copper","Phosphorus","DL","PLS"
"Copper_PLS - Phosphorus_PLS",0.000775126036221609,"Copper_PLS","Phosphorus_PLS","Copper","Phosphorus","PLS","PLS"
"Copper_RF-PCA - Phosphorus_PLS",2.40639694757454e-05,"Copper_RF-PCA","Phosphorus_PLS","Copper","Phosphorus","RF-PCA","PLS"
"Copper_XGB-PCA - Phosphorus_PLS",0.000276167795215961,"Copper_XGB-PCA","Phosphorus_PLS","Copper","Phosphorus","XGB-PCA","PLS"
"Iron_DL - Phosphorus_PLS",1.7594150306705e-10,"Iron_DL","Phosphorus_PLS","Iron","Phosphorus","DL","PLS"
"Iron_PLS - Phosphorus_PLS",1.64701392180599e-10,"Iron_PLS","Phosphorus_PLS","Iron","Phosphorus","PLS","PLS"
"Iron_RF-PCA - Phosphorus_PLS",4.69765510535035e-11,"Iron_RF-PCA","Phosphorus_PLS","Iron","Phosphorus","RF-PCA","PLS"
"Iron_XGB-PCA - Phosphorus_PLS",1.55668886267524e-11,"Iron_XGB-PCA","Phosphorus_PLS","Iron","Phosphorus","XGB-PCA","PLS"
"Magnesium_DL - Phosphorus_PLS",7.34993921351653e-08,"Magnesium_DL","Phosphorus_PLS","Magnesium","Phosphorus","DL","PLS"
"Magnesium_PLS - Phosphorus_PLS",1.21304670121908e-11,"Magnesium_PLS","Phosphorus_PLS","Magnesium","Phosphorus","PLS","PLS"
"Magnesium_RF-PCA - Phosphorus_PLS",1.33883813634427e-08,"Magnesium_RF-PCA","Phosphorus_PLS","Magnesium","Phosphorus","RF-PCA","PLS"
"Magnesium_XGB-PCA - Phosphorus_PLS",4.91325145616488e-10,"Magnesium_XGB-PCA","Phosphorus_PLS","Magnesium","Phosphorus","XGB-PCA","PLS"
"Manganese_DL - Phosphorus_PLS",0.0253039030314014,"Manganese_DL","Phosphorus_PLS","Manganese","Phosphorus","DL","PLS"
"Manganese_PLS - Phosphorus_PLS",0.260653628636903,"Manganese_PLS","Phosphorus_PLS","Manganese","Phosphorus","PLS","PLS"
"Manganese_RF-PCA - Phosphorus_PLS",0.324697641077932,"Manganese_RF-PCA","Phosphorus_PLS","Manganese","Phosphorus","RF-PCA","PLS"
"Manganese_XGB-PCA - Phosphorus_PLS",0.131172909254396,"Manganese_XGB-PCA","Phosphorus_PLS","Manganese","Phosphorus","XGB-PCA","PLS"
"Molybdenum_DL - Phosphorus_PLS",0.338173866087988,"Molybdenum_DL","Phosphorus_PLS","Molybdenum","Phosphorus","DL","PLS"
"Molybdenum_PLS - Phosphorus_PLS",0.00476805597922798,"Molybdenum_PLS","Phosphorus_PLS","Molybdenum","Phosphorus","PLS","PLS"
"Molybdenum_RF-PCA - Phosphorus_PLS",0.032178817641947,"Molybdenum_RF-PCA","Phosphorus_PLS","Molybdenum","Phosphorus","RF-PCA","PLS"
"Molybdenum_XGB-PCA - Phosphorus_PLS",0.0398508876358868,"Molybdenum_XGB-PCA","Phosphorus_PLS","Molybdenum","Phosphorus","XGB-PCA","PLS"
"Nitrate-N_DL - Phosphorus_PLS",0.276611173737085,"Nitrate-N_DL","Phosphorus_PLS","Nitrate-N","Phosphorus","DL","PLS"
"Nitrate-N_PLS - Phosphorus_PLS",0.453691892220647,"Nitrate-N_PLS","Phosphorus_PLS","Nitrate-N","Phosphorus","PLS","PLS"
"Nitrate-N_RF-PCA - Phosphorus_PLS",0.0466619884723897,"Nitrate-N_RF-PCA","Phosphorus_PLS","Nitrate-N","Phosphorus","RF-PCA","PLS"
"Nitrate-N_XGB-PCA - Phosphorus_PLS",0.138920968507437,"Nitrate-N_XGB-PCA","Phosphorus_PLS","Nitrate-N","Phosphorus","XGB-PCA","PLS"
"pH_DL - Phosphorus_PLS",0.471747078440867,"pH_DL","Phosphorus_PLS","pH","Phosphorus","DL","PLS"
"pH_PLS - Phosphorus_PLS",0.482065043224189,"pH_PLS","Phosphorus_PLS","pH","Phosphorus","PLS","PLS"
"pH_RF-PCA - Phosphorus_PLS",0.0294921072320487,"pH_RF-PCA","Phosphorus_PLS","pH","Phosphorus","RF-PCA","PLS"
"pH_XGB-PCA - Phosphorus_PLS",0.160524567478459,"pH_XGB-PCA","Phosphorus_PLS","pH","Phosphorus","XGB-PCA","PLS"
"Phosphorus_DL - Phosphorus_PLS",0.0541081845950104,"Phosphorus_DL","Phosphorus_PLS","Phosphorus","Phosphorus","DL","PLS"
"Ammonium-N_DL - Phosphorus_RF-PCA",0.255598867879288,"Ammonium-N_DL","Phosphorus_RF-PCA","Ammonium-N","Phosphorus","DL","RF-PCA"
"Ammonium-N_PLS - Phosphorus_RF-PCA",0.142413708762221,"Ammonium-N_PLS","Phosphorus_RF-PCA","Ammonium-N","Phosphorus","PLS","RF-PCA"
"Ammonium-N_RF-PCA - Phosphorus_RF-PCA",0.263040635929916,"Ammonium-N_RF-PCA","Phosphorus_RF-PCA","Ammonium-N","Phosphorus","RF-PCA","RF-PCA"
"Ammonium-N_XGB-PCA - Phosphorus_RF-PCA",0.472719770024285,"Ammonium-N_XGB-PCA","Phosphorus_RF-PCA","Ammonium-N","Phosphorus","XGB-PCA","RF-PCA"
"Boron_DL - Phosphorus_RF-PCA",0.448272899262393,"Boron_DL","Phosphorus_RF-PCA","Boron","Phosphorus","DL","RF-PCA"
"Boron_PLS - Phosphorus_RF-PCA",0.150602228456379,"Boron_PLS","Phosphorus_RF-PCA","Boron","Phosphorus","PLS","RF-PCA"
"Boron_RF-PCA - Phosphorus_RF-PCA",0.234400593624356,"Boron_RF-PCA","Phosphorus_RF-PCA","Boron","Phosphorus","RF-PCA","RF-PCA"
"Boron_XGB-PCA - Phosphorus_RF-PCA",0.488301023568547,"Boron_XGB-PCA","Phosphorus_RF-PCA","Boron","Phosphorus","XGB-PCA","RF-PCA"
"Calcium_DL - Phosphorus_RF-PCA",5.73051645571636e-07,"Calcium_DL","Phosphorus_RF-PCA","Calcium","Phosphorus","DL","RF-PCA"
"Calcium_PLS - Phosphorus_RF-PCA",3.02038547236351e-08,"Calcium_PLS","Phosphorus_RF-PCA","Calcium","Phosphorus","PLS","RF-PCA"
"Calcium_RF-PCA - Phosphorus_RF-PCA",1.34581520383431e-07,"Calcium_RF-PCA","Phosphorus_RF-PCA","Calcium","Phosphorus","RF-PCA","RF-PCA"
"Calcium_XGB-PCA - Phosphorus_RF-PCA",1.75009366521125e-08,"Calcium_XGB-PCA","Phosphorus_RF-PCA","Calcium","Phosphorus","XGB-PCA","RF-PCA"
"Copper_DL - Phosphorus_RF-PCA",0.00507460965061088,"Copper_DL","Phosphorus_RF-PCA","Copper","Phosphorus","DL","RF-PCA"
"Copper_PLS - Phosphorus_RF-PCA",0.00281423332999757,"Copper_PLS","Phosphorus_RF-PCA","Copper","Phosphorus","PLS","RF-PCA"
"Copper_RF-PCA - Phosphorus_RF-PCA",0.000122177918897902,"Copper_RF-PCA","Phosphorus_RF-PCA","Copper","Phosphorus","RF-PCA","RF-PCA"
"Copper_XGB-PCA - Phosphorus_RF-PCA",0.00111570505445897,"Copper_XGB-PCA","Phosphorus_RF-PCA","Copper","Phosphorus","XGB-PCA","RF-PCA"
"Iron_DL - Phosphorus_RF-PCA",2.08166899620772e-09,"Iron_DL","Phosphorus_RF-PCA","Iron","Phosphorus","DL","RF-PCA"
"Iron_PLS - Phosphorus_RF-PCA",1.95644005433474e-09,"Iron_PLS","Phosphorus_RF-PCA","Iron","Phosphorus","PLS","RF-PCA"
"Iron_RF-PCA - Phosphorus_RF-PCA",6.01134029278398e-10,"Iron_RF-PCA","Phosphorus_RF-PCA","Iron","Phosphorus","RF-PCA","RF-PCA"
"Iron_XGB-PCA - Phosphorus_RF-PCA",2.12343493097477e-10,"Iron_XGB-PCA","Phosphorus_RF-PCA","Iron","Phosphorus","XGB-PCA","RF-PCA"
"Magnesium_DL - Phosphorus_RF-PCA",5.87383469522139e-07,"Magnesium_DL","Phosphorus_RF-PCA","Magnesium","Phosphorus","DL","RF-PCA"
"Magnesium_PLS - Phosphorus_RF-PCA",1.67839261014313e-10,"Magnesium_PLS","Phosphorus_RF-PCA","Magnesium","Phosphorus","PLS","RF-PCA"
"Magnesium_RF-PCA - Phosphorus_RF-PCA",1.20302880655838e-07,"Magnesium_RF-PCA","Phosphorus_RF-PCA","Magnesium","Phosphorus","RF-PCA","RF-PCA"
"Magnesium_XGB-PCA - Phosphorus_RF-PCA",5.46041216226906e-09,"Magnesium_XGB-PCA","Phosphorus_RF-PCA","Magnesium","Phosphorus","XGB-PCA","RF-PCA"
"Manganese_DL - Phosphorus_RF-PCA",0.00935589913168451,"Manganese_DL","Phosphorus_RF-PCA","Manganese","Phosphorus","DL","RF-PCA"
"Manganese_PLS - Phosphorus_RF-PCA",0.149689857496327,"Manganese_PLS","Phosphorus_RF-PCA","Manganese","Phosphorus","PLS","RF-PCA"
"Manganese_RF-PCA - Phosphorus_RF-PCA",0.197374868569215,"Manganese_RF-PCA","Phosphorus_RF-PCA","Manganese","Phosphorus","RF-PCA","RF-PCA"
"Manganese_XGB-PCA - Phosphorus_RF-PCA",0.0645958915209852,"Manganese_XGB-PCA","Phosphorus_RF-PCA","Manganese","Phosphorus","XGB-PCA","RF-PCA"
"Molybdenum_DL - Phosphorus_RF-PCA",0.491615148935626,"Molybdenum_DL","Phosphorus_RF-PCA","Molybdenum","Phosphorus","DL","RF-PCA"
"Molybdenum_PLS - Phosphorus_RF-PCA",0.0140538953903935,"Molybdenum_PLS","Phosphorus_RF-PCA","Molybdenum","Phosphorus","PLS","RF-PCA"
"Molybdenum_RF-PCA - Phosphorus_RF-PCA",0.0730756041626229,"Molybdenum_RF-PCA","Phosphorus_RF-PCA","Molybdenum","Phosphorus","RF-PCA","RF-PCA"
"Molybdenum_XGB-PCA - Phosphorus_RF-PCA",0.0875517810471067,"Molybdenum_XGB-PCA","Phosphorus_RF-PCA","Molybdenum","Phosphorus","XGB-PCA","RF-PCA"
"Nitrate-N_DL - Phosphorus_RF-PCA",0.161240750059999,"Nitrate-N_DL","Phosphorus_RF-PCA","Nitrate-N","Phosphorus","DL","RF-PCA"
"Nitrate-N_PLS - Phosphorus_RF-PCA",0.389702786463885,"Nitrate-N_PLS","Phosphorus_RF-PCA","Nitrate-N","Phosphorus","PLS","RF-PCA"
"Nitrate-N_RF-PCA - Phosphorus_RF-PCA",0.0999764832747096,"Nitrate-N_RF-PCA","Phosphorus_RF-PCA","Nitrate-N","Phosphorus","RF-PCA","RF-PCA"
"Nitrate-N_XGB-PCA - Phosphorus_RF-PCA",0.245491205552435,"Nitrate-N_XGB-PCA","Phosphorus_RF-PCA","Nitrate-N","Phosphorus","XGB-PCA","RF-PCA"
"pH_DL - Phosphorus_RF-PCA",0.320138425133329,"pH_DL","Phosphorus_RF-PCA","pH","Phosphorus","DL","RF-PCA"
"pH_PLS - Phosphorus_RF-PCA",0.329460164725543,"pH_PLS","Phosphorus_RF-PCA","pH","Phosphorus","PLS","RF-PCA"
"pH_RF-PCA - Phosphorus_RF-PCA",0.0678655523016155,"pH_RF-PCA","Phosphorus_RF-PCA","pH","Phosphorus","RF-PCA","RF-PCA"
"pH_XGB-PCA - Phosphorus_RF-PCA",0.275630582129511,"pH_XGB-PCA","Phosphorus_RF-PCA","pH","Phosphorus","XGB-PCA","RF-PCA"
"Phosphorus_DL - Phosphorus_RF-PCA",0.0226050277749861,"Phosphorus_DL","Phosphorus_RF-PCA","Phosphorus","Phosphorus","DL","RF-PCA"
"Phosphorus_PLS - Phosphorus_RF-PCA",0.345892858239489,"Phosphorus_PLS","Phosphorus_RF-PCA","Phosphorus","Phosphorus","PLS","RF-PCA"
"Ammonium-N_DL - Phosphorus_XGB-PCA",0.04478491379056,"Ammonium-N_DL","Phosphorus_XGB-PCA","Ammonium-N","Phosphorus","DL","XGB-PCA"
"Ammonium-N_PLS - Phosphorus_XGB-PCA",0.0174190519713757,"Ammonium-N_PLS","Phosphorus_XGB-PCA","Ammonium-N","Phosphorus","PLS","XGB-PCA"
"Ammonium-N_RF-PCA - Phosphorus_XGB-PCA",0.0469968761775425,"Ammonium-N_RF-PCA","Phosphorus_XGB-PCA","Ammonium-N","Phosphorus","RF-PCA","XGB-PCA"
"Ammonium-N_XGB-PCA - Phosphorus_XGB-PCA",0.165459955298461,"Ammonium-N_XGB-PCA","Phosphorus_XGB-PCA","Ammonium-N","Phosphorus","XGB-PCA","XGB-PCA"
"Boron_DL - Phosphorus_XGB-PCA",0.181234287047363,"Boron_DL","Phosphorus_XGB-PCA","Boron","Phosphorus","DL","XGB-PCA"
"Boron_PLS - Phosphorus_XGB-PCA",0.0190140683986013,"Boron_PLS","Phosphorus_XGB-PCA","Boron","Phosphorus","PLS","XGB-PCA"
"Boron_RF-PCA - Phosphorus_XGB-PCA",0.0387710958092135,"Boron_RF-PCA","Phosphorus_XGB-PCA","Boron","Phosphorus","RF-PCA","XGB-PCA"
"Boron_XGB-PCA - Phosphorus_XGB-PCA",0.155920114206362,"Boron_XGB-PCA","Phosphorus_XGB-PCA","Boron","Phosphorus","XGB-PCA","XGB-PCA"
"Calcium_DL - Phosphorus_XGB-PCA",1.75861617572993e-09,"Calcium_DL","Phosphorus_XGB-PCA","Calcium","Phosphorus","DL","XGB-PCA"
"Calcium_PLS - Phosphorus_XGB-PCA",5.29472098365241e-11,"Calcium_PLS","Phosphorus_XGB-PCA","Calcium","Phosphorus","PLS","XGB-PCA"
"Calcium_RF-PCA - Phosphorus_XGB-PCA",3.11402506638452e-10,"Calcium_RF-PCA","Phosphorus_XGB-PCA","Calcium","Phosphorus","RF-PCA","XGB-PCA"
"Calcium_XGB-PCA - Phosphorus_XGB-PCA",2.78071772017471e-11,"Calcium_XGB-PCA","Phosphorus_XGB-PCA","Calcium","Phosphorus","XGB-PCA","XGB-PCA"
"Copper_DL - Phosphorus_XGB-PCA",0.000152273755473977,"Copper_DL","Phosphorus_XGB-PCA","Copper","Phosphorus","DL","XGB-PCA"
"Copper_PLS - Phosphorus_XGB-PCA",6.96598559143781e-05,"Copper_PLS","Phosphorus_XGB-PCA","Copper","Phosphorus","PLS","XGB-PCA"
"Copper_RF-PCA - Phosphorus_XGB-PCA",1.24588878230592e-06,"Copper_RF-PCA","Phosphorus_XGB-PCA","Copper","Phosphorus","RF-PCA","XGB-PCA"
"Copper_XGB-PCA - Phosphorus_XGB-PCA",2.08128920999547e-05,"Copper_XGB-PCA","Phosphorus_XGB-PCA","Copper","Phosphorus","XGB-PCA","XGB-PCA"
"Iron_DL - Phosphorus_XGB-PCA",2.28601060389726e-12,"Iron_DL","Phosphorus_XGB-PCA","Iron","Phosphorus","DL","XGB-PCA"
"Iron_PLS - Phosphorus_XGB-PCA",2.12614732009471e-12,"Iron_PLS","Phosphorus_XGB-PCA","Iron","Phosphorus","PLS","XGB-PCA"
"Iron_RF-PCA - Phosphorus_XGB-PCA",5.37141616318396e-13,"Iron_RF-PCA","Phosphorus_XGB-PCA","Iron","Phosphorus","RF-PCA","XGB-PCA"
"Iron_XGB-PCA - Phosphorus_XGB-PCA",1.60393566692117e-13,"Iron_XGB-PCA","Phosphorus_XGB-PCA","Iron","Phosphorus","XGB-PCA","XGB-PCA"
"Magnesium_DL - Phosphorus_XGB-PCA",1.81152393526522e-09,"Magnesium_DL","Phosphorus_XGB-PCA","Magnesium","Phosphorus","DL","XGB-PCA"
"Magnesium_PLS - Phosphorus_XGB-PCA",1.22121822540214e-13,"Magnesium_PLS","Phosphorus_XGB-PCA","Magnesium","Phosphorus","PLS","XGB-PCA"
"Magnesium_RF-PCA - Phosphorus_XGB-PCA",2.7249908978468e-10,"Magnesium_RF-PCA","Phosphorus_XGB-PCA","Magnesium","Phosphorus","RF-PCA","XGB-PCA"
"Magnesium_XGB-PCA - Phosphorus_XGB-PCA",7.06982916942965e-12,"Magnesium_XGB-PCA","Phosphorus_XGB-PCA","Magnesium","Phosphorus","XGB-PCA","XGB-PCA"
"Manganese_DL - Phosphorus_XGB-PCA",0.0950089863200511,"Manganese_DL","Phosphorus_XGB-PCA","Manganese","Phosphorus","DL","XGB-PCA"
"Manganese_PLS - Phosphorus_XGB-PCA",0.498829936307346,"Manganese_PLS","Phosphorus_XGB-PCA","Manganese","Phosphorus","PLS","XGB-PCA"
"Manganese_RF-PCA - Phosphorus_XGB-PCA",0.424786964100252,"Manganese_RF-PCA","Phosphorus_XGB-PCA","Manganese","Phosphorus","RF-PCA","XGB-PCA"
"Manganese_XGB-PCA - Phosphorus_XGB-PCA",0.316823731105956,"Manganese_XGB-PCA","Phosphorus_XGB-PCA","Manganese","Phosphorus","XGB-PCA","XGB-PCA"
"Molybdenum_DL - Phosphorus_XGB-PCA",0.144182167746764,"Molybdenum_DL","Phosphorus_XGB-PCA","Molybdenum","Phosphorus","DL","XGB-PCA"
"Molybdenum_PLS - Phosphorus_XGB-PCA",0.000605076904319068,"Molybdenum_PLS","Phosphorus_XGB-PCA","Molybdenum","Phosphorus","PLS","XGB-PCA"
"Molybdenum_RF-PCA - Phosphorus_XGB-PCA",0.00631636141983891,"Molybdenum_RF-PCA","Phosphorus_XGB-PCA","Molybdenum","Phosphorus","RF-PCA","XGB-PCA"
"Molybdenum_XGB-PCA - Phosphorus_XGB-PCA",0.00827210150208766,"Molybdenum_XGB-PCA","Phosphorus_XGB-PCA","Molybdenum","Phosphorus","XGB-PCA","XGB-PCA"
"Nitrate-N_DL - Phosphorus_XGB-PCA",0.479532842749566,"Nitrate-N_DL","Phosphorus_XGB-PCA","Nitrate-N","Phosphorus","DL","XGB-PCA"
"Nitrate-N_PLS - Phosphorus_XGB-PCA",0.223446920964472,"Nitrate-N_PLS","Phosphorus_XGB-PCA","Nitrate-N","Phosphorus","PLS","XGB-PCA"
"Nitrate-N_RF-PCA - Phosphorus_XGB-PCA",0.0101061614750129,"Nitrate-N_RF-PCA","Phosphorus_XGB-PCA","Nitrate-N","Phosphorus","RF-PCA","XGB-PCA"
"Nitrate-N_XGB-PCA - Phosphorus_XGB-PCA",0.0418647826127584,"Nitrate-N_XGB-PCA","Phosphorus_XGB-PCA","Nitrate-N","Phosphorus","XGB-PCA","XGB-PCA"
"pH_DL - Phosphorus_XGB-PCA",0.283191801226442,"pH_DL","Phosphorus_XGB-PCA","pH","Phosphorus","DL","XGB-PCA"
"pH_PLS - Phosphorus_XGB-PCA",0.274488723031152,"pH_PLS","Phosphorus_XGB-PCA","pH","Phosphorus","PLS","XGB-PCA"
"pH_RF-PCA - Phosphorus_XGB-PCA",0.00566139906204003,"pH_RF-PCA","Phosphorus_XGB-PCA","pH","Phosphorus","RF-PCA","XGB-PCA"
